output,probaDiscu,probaDenonce,fréquenceRéu,qPrésenceBrousse,tpsAuChamp
om_trees,0.4140110459581094,0.09856538123563587,0.09804105985132065,0.042326400716141445,0.12709254781680157
om_stockMil,0.512820365068272,0.27368626929388956,1.2178347336103288,-0.030968184652679455,0.7531660522999805
