output,probaDiscu,probaDenonce,fréquenceRéu,qPrésenceBrousse,tpsAuChamp
om_trees,0.654672301452166,0.12426939894254287,0.23532599626506415,0.06112936082354896,0.25950574210586974
om_stockMil,0.6678387067443559,0.08886833119924557,0.28145057779243327,0.05195834767055857,0.17885987404164297
