evolution$generation,evolution$evaluated,tpsAuChamp,qPrésenceBrousse,fréquenceRéu,participants,probaDiscu,probaDenonce,objective$om_trees,objective$om_stockMil,evolution$samples,qPrésenceBrousse,om_underTrees,tpsAuChamp,participants,fréquenceRéu,nombreBergers,probaDiscu,SRepreZ,om_nbCoupe,mySeed,nbChampsVisités,SPop,om_charette,om_stockMil,coordination,nbSurveillants,nbProTGMax,om_trees,om_ticks,engagésInitiaux,probaDenonce,RNA,nbCoupeurs,om_caughtCutter
340,1118,46.03688504347734,0.8,3.3472520881463548,6.07261917087488,66.18554480482929,80.0,-5156.0,-53935.15839999374,1,"[0.8]","[92.55]","[46.03688504347734]","[6.07261917087488]","[3.3472520881463548]","[5.0]","[66.18554480482929]","[false]","[180.0]","[-1537206066]","[5.0]","[true]","[39.0]","[53935.15839999374]","[false]","[8.0]","[35.0]","[5156]","[8396.0]","[40.0]","[80.0]","[true]","[10.0]","[271.0]"
340,1118,54.75346780516246,0.6385660533956296,3.807423896886638,30.0,70.41659464693574,70.94242968214095,-5318.0,-52644.34639999395,1,"[0.6385660533956296]","[93.04]","[54.75346780516246]","[30.0]","[3.807423896886638]","[5.0]","[70.41659464693574]","[false]","[199.0]","[1525768432]","[5.0]","[true]","[22.0]","[52644.34639999395]","[false]","[8.0]","[35.0]","[5318]","[8396.0]","[40.0]","[70.94242968214095]","[true]","[10.0]","[273.0]"
340,1118,78.38305875912326,0.6147000894362415,4.862233652766516,5.0,63.829963374951305,73.9619362765487,-5221.0,-53627.41679999389,1,"[0.6147000894362415]","[92.67999999999999]","[78.38305875912326]","[5.0]","[4.862233652766516]","[5.0]","[63.829963374951305]","[false]","[136.0]","[2060707877]","[5.0]","[true]","[32.0]","[53627.41679999389]","[false]","[8.0]","[35.0]","[5221]","[8396.0]","[40.0]","[73.9619362765487]","[true]","[10.0]","[273.0]"
340,1118,53.134750496518215,0.7912975949822434,3.6335163255248792,23.369754253768956,67.58524122847797,79.60928563537288,-5184.0,-53842.76079999368,1,"[0.7912975949822434]","[93.03]","[53.134750496518215]","[23.369754253768956]","[3.6335163255248792]","[5.0]","[67.58524122847797]","[false]","[167.0]","[1922731482]","[5.0]","[true]","[31.0]","[53842.76079999368]","[false]","[8.0]","[35.0]","[5184]","[8396.0]","[40.0]","[79.60928563537288]","[true]","[10.0]","[271.0]"
340,1118,73.99040318216487,0.727502736602446,4.1372168667839935,19.0085922753103,69.63028430936205,72.66240706363357,-5307.0,-52805.10319999392,1,"[0.727502736602446]","[91.77]","[73.99040318216487]","[19.0085922753103]","[4.1372168667839935]","[5.0]","[69.63028430936205]","[false]","[136.0]","[1126703545]","[5.0]","[true]","[22.0]","[52805.10319999392]","[false]","[8.0]","[35.0]","[5307]","[8396.0]","[40.0]","[72.66240706363357]","[true]","[10.0]","[281.0]"
340,1118,53.1368493847277,0.7899200192966251,3.6449081932127214,23.401596751427313,67.55330603268067,79.29928503756929,-4978.0,-51810.76479999421,6,"[0.7899200192966251,0.7899200192966251,0.7899200192966251,0.7899200192966251,0.7899200192966251,0.7899200192966251]","[92.28,89.84,90.88000000000001,89.66,92.08,90.2]","[53.1368493847277,53.1368493847277,53.1368493847277,53.1368493847277,53.1368493847277,53.1368493847277]","[23.401596751427313,23.401596751427313,23.401596751427313,23.401596751427313,23.401596751427313,23.401596751427313]","[3.6449081932127214,3.6449081932127214,3.6449081932127214,3.6449081932127214,3.6449081932127214,3.6449081932127214]","[5.0,5.0,5.0,5.0,5.0,5.0]","[67.55330603268067,67.55330603268067,67.55330603268067,67.55330603268067,67.55330603268067,67.55330603268067]","[false,false,false,false,false,false]","[189.0,188.0,191.0,179.0,166.0,162.0]","[1409866607,131671192,-1587881289,1339369149,-437746739,1088022091]","[5.0,5.0,5.0,5.0,5.0,5.0]","[true,true,true,true,true,true]","[29.0,39.0,32.0,29.0,37.0,33.0]","[51849.32639999421,52836.90399999412,51772.20319999423,51583.151199994405,51573.38559999411,52532.16719999417]","[false,false,false,false,false,false]","[8.0,8.0,8.0,8.0,8.0,8.0]","[35.0,35.0,35.0,35.0,35.0,35.0]","[5098,4666,4995,4961,5198,4788]","[8396.0,8396.0,8396.0,8396.0,8396.0,8396.0]","[40.0,40.0,40.0,40.0,40.0,40.0]","[79.29928503756929,79.29928503756929,79.29928503756929,79.29928503756929,79.29928503756929,79.29928503756929]","[true,true,true,true,true,true]","[10.0,10.0,10.0,10.0,10.0,10.0]","[275.0,268.0,273.0,267.0,276.0,273.0]"
340,1118,73.947092489706,0.6340527558343645,4.863122158694378,6.5452198711585154,63.62143458948153,78.96650109496932,-5142.5,-51929.20399999418,2,"[0.6340527558343645,0.6340527558343645]","[91.5,91.56]","[73.947092489706,73.947092489706]","[6.5452198711585154,6.5452198711585154]","[4.863122158694378,4.863122158694378]","[5.0,5.0]","[63.62143458948153,63.62143458948153]","[false,false]","[163.0,131.0]","[544784270,83616926]","[5.0,5.0]","[true,true]","[40.0,26.0]","[52518.89599999404,51339.511999994305]","[false,false]","[8.0,8.0]","[35.0,35.0]","[5057,5228]","[8396.0,8396.0]","[40.0,40.0]","[78.96650109496932,78.96650109496932]","[true,true]","[10.0,10.0]","[277.0,275.0]"
340,1118,53.11264228142558,0.8,3.5376208370315947,21.972134324282326,63.45781385805842,75.01169244610827,-4916.5,-53091.185199994,2,"[0.8,0.8]","[91.61,91.33]","[53.11264228142558,53.11264228142558]","[21.972134324282326,21.972134324282326]","[3.5376208370315947,3.5376208370315947]","[5.0,5.0]","[63.45781385805842,63.45781385805842]","[false,false]","[229.0,195.0]","[-1909925419,1267480063]","[5.0,5.0]","[true,true]","[31.0,24.0]","[54215.85679999376,51966.51359999423]","[false,false]","[8.0,8.0]","[35.0,35.0]","[4822,5011]","[8396.0,8396.0]","[40.0,40.0]","[75.01169244610827,75.01169244610827]","[true,true]","[10.0,10.0]","[280.0,275.0]"
340,1118,71.98862059292958,0.7323093325268808,4.149546677330113,18.87037636212463,71.70231324849237,72.29021823762398,-5112.0,-53005.42319999401,4,"[0.7323093325268808,0.7323093325268808,0.7323093325268808,0.7323093325268808]","[92.49000000000001,91.47,90.98,92.25]","[71.98862059292958,71.98862059292958,71.98862059292958,71.98862059292958]","[18.87037636212463,18.87037636212463,18.87037636212463,18.87037636212463]","[4.149546677330113,4.149546677330113,4.149546677330113,4.149546677330113]","[5.0,5.0,5.0,5.0]","[71.70231324849237,71.70231324849237,71.70231324849237,71.70231324849237]","[false,false,false,false]","[156.0,137.0,162.0,150.0]","[1599695798,531023578,243807243,-1189265113]","[5.0,5.0,5.0,5.0]","[true,true,true,true]","[39.0,37.0,24.0,19.0]","[53237.29359999392,52483.33919999412,53395.295999994036,52773.5527999941]","[false,false,false,false]","[8.0,8.0,8.0,8.0]","[35.0,35.0,35.0,35.0]","[5059,5165,5008,5252]","[8396.0,8396.0,8396.0,8396.0]","[40.0,40.0,40.0,40.0]","[72.29021823762398,72.29021823762398,72.29021823762398,72.29021823762398]","[true,true,true,true]","[10.0,10.0,10.0,10.0]","[277.0,278.0,279.0,277.0]"
340,1118,47.88365679304892,0.7685155383044755,2.7150647259452514,25.769803324653907,62.68375233717723,73.39752652415567,-4631.0,-53321.92879999404,4,"[0.7685155383044755,0.7685155383044755,0.7685155383044755,0.7685155383044755]","[88.62,90.16999999999999,90.25,91.03]","[47.88365679304892,47.88365679304892,47.88365679304892,47.88365679304892]","[25.769803324653907,25.769803324653907,25.769803324653907,25.769803324653907]","[2.7150647259452514,2.7150647259452514,2.7150647259452514,2.7150647259452514]","[5.0,5.0,5.0,5.0]","[62.68375233717723,62.68375233717723,62.68375233717723,62.68375233717723]","[false,false,false,false]","[281.0,287.0,296.0,261.0]","[1775144375,-1316938213,-349328432,-1752363544]","[5.0,5.0,5.0,5.0]","[true,true,true,true]","[37.0,31.0,32.0,38.0]","[52457.798399994164,53999.761599993915,53666.479199994,52977.378399994086]","[false,false,false,false]","[8.0,8.0,8.0,8.0]","[35.0,35.0,35.0,35.0]","[4461,4801,4386,4819]","[8396.0,8396.0,8396.0,8396.0]","[40.0,40.0,40.0,40.0]","[73.39752652415567,73.39752652415567,73.39752652415567,73.39752652415567]","[true,true,true,true]","[10.0,10.0,10.0,10.0]","[267.0,278.0,268.0,267.0]"
