evolution$generation,evolution$evaluated,tpsAuChamp,qPrésenceBrousse,fréquenceRéu,participants,probaDiscu,probaDenonce,objective$om_trees,objective$om_stockMil,evolution$samples,qPrésenceBrousse,om_underTrees,tpsAuChamp,participants,fréquenceRéu,nombreBergers,probaDiscu,SRepreZ,om_nbCoupe,mySeed,nbChampsVisités,SPop,om_charette,om_stockMil,coordination,nbSurveillants,nbProTGMax,om_trees,om_ticks,engagésInitiaux,probaDenonce,RNA,nbCoupeurs,om_caughtCutter
240,844,74.39597763598692,0.6736806846946215,1.3863057572516164,30.0,56.00527659869686,73.5036493473138,-5312.0,-50910.32639999428,1,"[0.6736806846946215]","[91.93]","[74.39597763598692]","[30.0]","[1.3863057572516164]","[5.0]","[56.00527659869686]","[false]","[117.0]","[-293124058]","[5.0]","[true]","[41.0]","[50910.32639999428]","[false]","[8.0]","[35.0]","[5312]","[8396.0]","[40.0]","[73.5036493473138]","[true]","[10.0]","[280.0]"
240,844,73.1477443431511,0.5787570692913664,4.277201365573505,10.131082698028688,60.18855780031684,62.58936281395436,-4997.0,-53762.88319999379,1,"[0.5787570692913664]","[92.88]","[73.1477443431511]","[10.131082698028688]","[4.277201365573505]","[5.0]","[60.18855780031684]","[false]","[241.0]","[-317084182]","[5.0]","[true]","[40.0]","[53762.88319999379]","[false]","[8.0]","[35.0]","[4997]","[8396.0]","[40.0]","[62.58936281395436]","[true]","[10.0]","[284.0]"
240,844,74.46533149518555,0.5397319840650027,5.0,7.800584441913854,53.01446931564786,62.70105551657277,-5074.0,-53404.3103999939,1,"[0.5397319840650027]","[92.14]","[74.46533149518555]","[7.800584441913854]","[5.0]","[5.0]","[53.01446931564786]","[false]","[225.0]","[-463176112]","[5.0]","[true]","[29.0]","[53404.3103999939]","[false]","[8.0]","[35.0]","[5074]","[8396.0]","[40.0]","[62.70105551657277]","[true]","[10.0]","[274.0]"
240,844,73.94966349429615,0.7349032604403278,4.152656246492723,19.45217849215277,70.39852754960154,72.64608554376285,-5185.0,-52492.85439999405,1,"[0.7349032604403278]","[92.88]","[73.94966349429615]","[19.45217849215277]","[4.152656246492723]","[5.0]","[70.39852754960154]","[false]","[149.0]","[-928143655]","[5.0]","[true]","[24.0]","[52492.85439999405]","[false]","[8.0]","[35.0]","[5185]","[8396.0]","[40.0]","[72.64608554376285]","[true]","[10.0]","[280.0]"
240,844,47.88365679304892,0.7685155383044755,2.7150647259452514,25.769803324653907,62.68375233717723,73.39752652415567,-4461.0,-53666.479199994,3,"[0.7685155383044755,0.7685155383044755,0.7685155383044755]","[88.62,90.16999999999999,90.25]","[47.88365679304892,47.88365679304892,47.88365679304892]","[25.769803324653907,25.769803324653907,25.769803324653907]","[2.7150647259452514,2.7150647259452514,2.7150647259452514]","[5.0,5.0,5.0]","[62.68375233717723,62.68375233717723,62.68375233717723]","[false,false,false]","[281.0,287.0,296.0]","[1775144375,-1316938213,-349328432]","[5.0,5.0,5.0]","[true,true,true]","[37.0,31.0,32.0]","[52457.798399994164,53999.761599993915,53666.479199994]","[false,false,false]","[8.0,8.0,8.0]","[35.0,35.0,35.0]","[4461,4801,4386]","[8396.0,8396.0,8396.0]","[40.0,40.0,40.0]","[73.39752652415567,73.39752652415567,73.39752652415567]","[true,true,true]","[10.0,10.0,10.0]","[267.0,278.0,268.0]"
240,844,53.11264228142558,0.8,3.5376208370315947,21.972134324282326,63.45781385805842,75.01169244610827,-4916.5,-53091.185199994,2,"[0.8,0.8]","[91.61,91.33]","[53.11264228142558,53.11264228142558]","[21.972134324282326,21.972134324282326]","[3.5376208370315947,3.5376208370315947]","[5.0,5.0]","[63.45781385805842,63.45781385805842]","[false,false]","[229.0,195.0]","[-1909925419,1267480063]","[5.0,5.0]","[true,true]","[31.0,24.0]","[54215.85679999376,51966.51359999423]","[false,false]","[8.0,8.0]","[35.0,35.0]","[4822,5011]","[8396.0,8396.0]","[40.0,40.0]","[75.01169244610827,75.01169244610827]","[true,true]","[10.0,10.0]","[280.0,275.0]"
240,844,80.0,0.5879765089072804,4.489079424562053,7.785111702479216,60.25897575317713,67.95210186085914,-5051.0,-53715.807999993805,1,"[0.5879765089072804]","[92.49000000000001]","[80.0]","[7.785111702479216]","[4.489079424562053]","[5.0]","[60.25897575317713]","[false]","[168.0]","[1619498818]","[5.0]","[true]","[31.0]","[53715.807999993805]","[false]","[8.0]","[35.0]","[5051]","[8396.0]","[40.0]","[67.95210186085914]","[true]","[10.0]","[285.0]"
240,844,71.98862059292958,0.7323093325268808,4.149546677330113,18.87037636212463,71.70231324849237,72.29021823762398,-5112.0,-53005.42319999401,4,"[0.7323093325268808,0.7323093325268808,0.7323093325268808,0.7323093325268808]","[92.49000000000001,91.47,90.98,92.25]","[71.98862059292958,71.98862059292958,71.98862059292958,71.98862059292958]","[18.87037636212463,18.87037636212463,18.87037636212463,18.87037636212463]","[4.149546677330113,4.149546677330113,4.149546677330113,4.149546677330113]","[5.0,5.0,5.0,5.0]","[71.70231324849237,71.70231324849237,71.70231324849237,71.70231324849237]","[false,false,false,false]","[156.0,137.0,162.0,150.0]","[1599695798,531023578,243807243,-1189265113]","[5.0,5.0,5.0,5.0]","[true,true,true,true]","[39.0,37.0,24.0,19.0]","[53237.29359999392,52483.33919999412,53395.295999994036,52773.5527999941]","[false,false,false,false]","[8.0,8.0,8.0,8.0]","[35.0,35.0,35.0,35.0]","[5059,5165,5008,5252]","[8396.0,8396.0,8396.0,8396.0]","[40.0,40.0,40.0,40.0]","[72.29021823762398,72.29021823762398,72.29021823762398,72.29021823762398]","[true,true,true,true]","[10.0,10.0,10.0,10.0]","[277.0,278.0,279.0,277.0]"
240,844,73.58749142918288,0.5880923462902238,1.2999454005961346,21.59342118715078,77.14903027810351,72.59188685561196,-5181.0,-52687.41519999394,1,"[0.5880923462902238]","[93.08999999999999]","[73.58749142918288]","[21.59342118715078]","[1.2999454005961346]","[5.0]","[77.14903027810351]","[false]","[160.0]","[1249585218]","[5.0]","[true]","[28.0]","[52687.41519999394]","[false]","[8.0]","[35.0]","[5181]","[8396.0]","[40.0]","[72.59188685561196]","[true]","[10.0]","[284.0]"
240,844,69.85668656752321,0.3996829237756365,1.9359386090971036,13.111943223450085,48.27756176928126,42.025115284713266,-180.5,-43189.9935999982,6,"[0.3996829237756365,0.3996829237756365,0.3996829237756365,0.3996829237756365,0.3996829237756365,0.3996829237756365]","[28.799999999999997,27.08,28.73,26.19,29.43,25.369999999999997]","[69.85668656752321,69.85668656752321,69.85668656752321,69.85668656752321,69.85668656752321,69.85668656752321]","[13.111943223450085,13.111943223450085,13.111943223450085,13.111943223450085,13.111943223450085,13.111943223450085]","[1.9359386090971036,1.9359386090971036,1.9359386090971036,1.9359386090971036,1.9359386090971036,1.9359386090971036]","[5.0,5.0,5.0,5.0,5.0,5.0]","[48.27756176928126,48.27756176928126,48.27756176928126,48.27756176928126,48.27756176928126,48.27756176928126]","[false,false,false,false,false,false]","[1933.0,1773.0,1946.0,1845.0,1933.0,1852.0]","[170372426,-1836414618,-894979790,-1279079637,548026964,-740590572]","[5.0,5.0,5.0,5.0,5.0,5.0]","[true,true,true,true,true,true]","[47.0,52.0,45.0,49.0,49.0,54.0]","[42675.9223999981,42860.46719999805,44215.63199999839,43834.77359999842,43453.16399999821,42926.82319999818]","[false,false,false,false,false,false]","[8.0,8.0,8.0,8.0,8.0,8.0]","[35.0,35.0,35.0,35.0,35.0,35.0]","[193,168,194,162,215,158]","[8396.0,8396.0,8396.0,8396.0,8396.0,8396.0]","[40.0,40.0,40.0,40.0,40.0,40.0]","[42.025115284713266,42.025115284713266,42.025115284713266,42.025115284713266,42.025115284713266,42.025115284713266]","[true,true,true,true,true,true]","[10.0,10.0,10.0,10.0,10.0,10.0]","[68.0,82.0,101.0,81.0,76.0,89.0]"
