output,nbSurveillants,probaDiscu,probaDenonce,fréquenceRéu,qPrésenceBrousse,tpsAuChamp,nbProTGMax
om_trees,0.23940367444374017,0.21096314017150683,-0.011230447090387697,0.022914519262816367,0.05300871640220601,0.1029043871056526,0.2880517135419012
om_stockMil,0.4664929580686189,0.03741632697380305,-0.4032993769003224,-0.7245213672997465,-0.15086371164647788,-0.8286743539562115,-0.6168639397056942
