output,nbSurveillants,probaDiscu,probaDenonce,fréquenceRéu,qPrésenceBrousse,tpsAuChamp,nbProTGMax
om_trees,0.19662670452452732,0.1519268859537386,0.003635056558236734,0.07318124393872073,0.1512043835087031,0.2931442329981031,0.5000815368095047
om_stockMil,0.29421340462248413,0.26536549793938013,0.02112801273480245,0.13734332822305576,0.10131228105603571,0.2180991369187864,0.2966946708461754
