evolution$generation,evolution$evaluated,probaDiscu,fréquenceRéu,tpsAuChamp,objective$om_stockMil,objective$om_charette,evolution$samples,qPrésenceBrousse,om_underTrees,tpsAuChamp,participants,fréquenceRéu,nombreBergers,probaDiscu,om_nbCoupe,probaDenonce,mySeed,om_delatMil,SPop,om_charette,om_stockMil,nbSurveillants,nbProTGMax,om_trees,coordinationRNA,engagésInitiaux,nbChampsVisités,om_delatArbres,SReprez,nbCoupeurs,om_caughtCutter
8400,25231,63.68570376801638,10.0,88.8332590201227,53044.48559999434,36.0,3,"[0.2,0.2,0.2]","[87.5,86.25,85.81]","[88.8332590201227,88.8332590201227,88.8332590201227]","[10.0,10.0,10.0]","[10.0,10.0,10.0]","[5.0,5.0,5.0]","[63.68570376801638,63.68570376801638,63.68570376801638]","[295.0,347.0,306.0]","[50.0,50.0,50.0]","[507347394,-86525962,355527478]","[8222.760399996543,7949.260999996681,6861.14779999687]","[true,true,true]","[36.0,31.0,37.0]","[53095.81759999427,53044.48559999434,51916.43359999461]","[1.0,1.0,1.0]","[25.0,25.0,25.0]","[3474.0,3242.0,3263.0]","[true,true,true]","[9.0,9.0,9.0]","[94.0,89.0,96.0]","[2939.0,2707.0,2728.0]","[false,false,false]","[10.0,10.0,10.0]","[243.0,240.0,242.0]"
8400,25231,87.53047507632277,8.033190786333414,99.63046209308983,52274.7559999943,20.5,2,"[0.2,0.2]","[85.68,87.05000000000001]","[99.63046209308983,99.63046209308983]","[10.0,10.0]","[8.033190786333414,8.033190786333414]","[5.0,5.0]","[87.53047507632277,87.53047507632277]","[279.0,279.0]","[50.0,50.0]","[746111894,-1344408063]","[7144.350199996792,7283.697799996189]","[true,true]","[16.0,25.0]","[51841.063199994525,52708.44879999407]","[1.0,1.0]","[25.0,25.0]","[3384.0,3374.0]","[true,true]","[9.0,9.0]","[88.0,89.0]","[2849.0,2839.0]","[false,false]","[10.0,10.0]","[243.0,243.0]"
8400,25231,46.185475667498515,9.969707535937639,25.682373049598944,50568.53039999538,45.0,1,"[0.2]","[74.98]","[25.682373049598944]","[10.0]","[9.969707535937639]","[5.0]","[46.185475667498515]","[897.0]","[50.0]","[1612166480]","[5738.291599997836]","[true]","[45.0]","[50568.53039999538]","[1.0]","[25.0]","[1906.0]","[true]","[9.0]","[91.0]","[1371.0]","[false]","[10.0]","[211.0]"
8400,25231,55.42772467766429,4.572320092047701,30.550516480566536,50457.2275999953,43.0,6,"[0.2,0.2,0.2,0.2,0.2,0.2]","[77.14,75.44999999999999,74.92999999999999,75.42,35.69,75.86]","[30.550516480566536,30.550516480566536,30.550516480566536,30.550516480566536,30.550516480566536,30.550516480566536]","[10.0,10.0,10.0,10.0,10.0,10.0]","[4.572320092047701,4.572320092047701,4.572320092047701,4.572320092047701,4.572320092047701,4.572320092047701]","[5.0,5.0,5.0,5.0,5.0,5.0]","[55.42772467766429,55.42772467766429,55.42772467766429,55.42772467766429,55.42772467766429,55.42772467766429]","[794.0,747.0,843.0,835.0,1507.0,765.0]","[50.0,50.0,50.0,50.0,50.0,50.0]","[-328235274,-194262843,-1652636208,1024346222,-1204994146,414826778]","[4837.414999997745,5669.681999997745,5634.625999997697,5620.102799997803,-881.5331999998962,4789.025199997581]","[true,true,true,true,true,true]","[46.0,40.0,35.0,49.0,51.0,38.0]","[50208.455199995406,51003.97599999532,50862.75039999537,50647.15599999538,44504.59359999788,50267.299199995214]","[1.0,1.0,1.0,1.0,1.0,1.0]","[25.0,25.0,25.0,25.0,25.0,25.0]","[1958.0,1991.0,1694.0,1812.0,359.0,2085.0]","[true,true,true,true,true,true]","[9.0,9.0,9.0,9.0,9.0,9.0]","[93.0,94.0,93.0,88.0,92.0,94.0]","[1423.0,1456.0,1159.0,1277.0,-176.0,1550.0]","[false,false,false,false,false,false]","[10.0,10.0,10.0,10.0,10.0,10.0]","[220.0,215.0,202.0,211.0,147.0,217.0]"
8400,25231,19.324060620252954,2.0667238713352454,41.86732682140347,41635.25999999807,60.0,1,"[0.2]","[22.88]","[41.86732682140347]","[10.0]","[2.0667238713352454]","[5.0]","[19.324060620252954]","[158.0]","[50.0]","[-1985115931]","[-3577.7777999994796]","[true]","[60.0]","[41635.25999999807]","[1.0]","[25.0]","[134.0]","[true]","[9.0]","[91.0]","[-401.0]","[false]","[10.0]","[2.0]"
8400,25231,100.0,7.712577266632921,81.94634163528615,52649.1039999944,19.0,1,"[0.2]","[85.42999999999999]","[81.94634163528615]","[10.0]","[7.712577266632921]","[5.0]","[100.0]","[354.0]","[50.0]","[-978328699]","[7849.288799996844]","[true]","[19.0]","[52649.1039999944]","[1.0]","[25.0]","[3260.0]","[true]","[9.0]","[90.0]","[2725.0]","[false]","[10.0]","[240.0]"
8400,25231,92.38486872486395,5.969502122843243,3.6520250573182755,44140.76239999798,47.0,9,"[0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2]","[30.95,31.96,32.1,29.880000000000003,31.259999999999998,32.36,28.43,33.71,32.78]","[3.6520250573182755,3.6520250573182755,3.6520250573182755,3.6520250573182755,3.6520250573182755,3.6520250573182755,3.6520250573182755,3.6520250573182755,3.6520250573182755]","[10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0]","[5.969502122843243,5.969502122843243,5.969502122843243,5.969502122843243,5.969502122843243,5.969502122843243,5.969502122843243,5.969502122843243,5.969502122843243]","[5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0]","[92.38486872486395,92.38486872486395,92.38486872486395,92.38486872486395,92.38486872486395,92.38486872486395,92.38486872486395,92.38486872486395,92.38486872486395]","[1099.0,1011.0,1009.0,1047.0,1065.0,1114.0,1017.0,1213.0,1148.0]","[50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0]","[857938002,-1575558161,701943597,-1102662078,1829247100,1404045140,1724190332,-1410356185,1012367131]","[-471.8787999996275,-1350.9079999995665,-521.7083999997776,-1965.4521999996214,-2156.695199999718,-2291.4103999994986,-1570.8217999994085,-728.1631999998499,-652.1667999997371]","[true,true,true,true,true,true,true,true,true]","[49.0,49.0,44.0,53.0,47.0,47.0,57.0,43.0,47.0]","[44219.63839999813,44402.93119999802,44181.577599997974,43276.38159999815,42874.239199997915,43508.7527999981,43628.19359999825,44535.64319999791,44140.76239999798]","[1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0]","[25.0,25.0,25.0,25.0,25.0,25.0,25.0,25.0,25.0]","[249.0,303.0,321.0,274.0,262.0,286.0,213.0,311.0,283.0]","[true,true,true,true,true,true,true,true,true]","[9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0]","[91.0,92.0,94.0,93.0,88.0,88.0,89.0,93.0,89.0]","[-286.0,-232.0,-214.0,-261.0,-273.0,-249.0,-322.0,-224.0,-252.0]","[false,false,false,false,false,false,false,false,false]","[10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0]","[200.0,200.0,199.0,191.0,193.0,199.0,192.0,230.0,231.0]"
8400,25231,51.47370618437692,9.652293762733047,0.0,43024.854799998255,51.0,4,"[0.2,0.2,0.2,0.2]","[26.279999999999998,25.61,28.52,27.77]","[0.0,0.0,0.0,0.0]","[10.0,10.0,10.0,10.0]","[9.652293762733047,9.652293762733047,9.652293762733047,9.652293762733047]","[5.0,5.0,5.0,5.0]","[51.47370618437692,51.47370618437692,51.47370618437692,51.47370618437692]","[807.0,771.0,845.0,726.0]","[50.0,50.0,50.0,50.0]","[1191956595,1875604787,773245617,1986986785]","[-3275.8579999996364,-2524.5327999994406,-1685.5675999995437,-2123.5171999994636]","[true,true,true,true]","[53.0,54.0,45.0,49.0]","[42190.8975999981,42668.91119999828,43631.448799998165,43380.798399998224]","[1.0,1.0,1.0,1.0]","[25.0,25.0,25.0,25.0]","[167.0,140.0,213.0,191.0]","[true,true,true,true]","[9.0,9.0,9.0,9.0]","[90.0,95.0,95.0,89.0]","[-368.0,-395.0,-322.0,-344.0]","[false,false,false,false]","[10.0,10.0,10.0,10.0]","[108.0,134.0,118.0,140.0]"
8400,25231,40.07311327650255,10.0,12.538758374663866,47145.311999997066,46.0,1,"[0.2]","[49.59]","[12.538758374663866]","[10.0]","[10.0]","[5.0]","[40.07311327650255]","[1429.0]","[50.0]","[1300485769]","[1589.9147999994311]","[true]","[46.0]","[47145.311999997066]","[1.0]","[25.0]","[828.0]","[true]","[9.0]","[91.0]","[293.0]","[false]","[10.0]","[200.0]"
8400,25231,80.71479248847795,8.629405611050391,92.04159133904983,51180.00719999474,15.0,1,"[0.2]","[83.57]","[92.04159133904983]","[10.0]","[8.629405611050391]","[5.0]","[80.71479248847795]","[307.0]","[50.0]","[1043175920]","[5676.567999997118]","[true]","[15.0]","[51180.00719999474]","[1.0]","[25.0]","[3334.0]","[true]","[9.0]","[97.0]","[2799.0]","[false]","[10.0]","[242.0]"
8400,25231,100.0,7.385763212437104,96.75880983230813,52794.586399994376,25.0,1,"[0.2]","[86.35000000000001]","[96.75880983230813]","[10.0]","[7.385763212437104]","[5.0]","[100.0]","[269.0]","[50.0]","[912140624]","[7328.3315999967235]","[true]","[25.0]","[52794.586399994376]","[1.0]","[25.0]","[3293.0]","[true]","[9.0]","[95.0]","[2758.0]","[false]","[10.0]","[244.0]"
8400,25231,42.154795905818865,9.434500920156015,73.62876239252681,51787.727999994706,20.0,1,"[0.2]","[83.69]","[73.62876239252681]","[10.0]","[9.434500920156015]","[5.0]","[42.154795905818865]","[433.0]","[50.0]","[1236011586]","[6048.3493999969505]","[true]","[20.0]","[51787.727999994706]","[1.0]","[25.0]","[2725.0]","[true]","[9.0]","[87.0]","[2190.0]","[false]","[10.0]","[240.0]"
8400,25231,92.06575690201777,6.717545643264966,83.45825374870782,53050.2447999943,25.0,3,"[0.2,0.2,0.2]","[85.91,82.93,86.59]","[83.45825374870782,83.45825374870782,83.45825374870782]","[10.0,10.0,10.0]","[6.717545643264966,6.717545643264966,6.717545643264966]","[5.0,5.0,5.0]","[92.06575690201777,92.06575690201777,92.06575690201777]","[324.0,305.0,356.0]","[50.0,50.0,50.0]","[2115436787,678882132,996465479]","[8153.649999996669,6944.0927999969645,8383.016399996435]","[true,true,true]","[35.0,16.0,25.0]","[53050.2447999943,51683.060799994615,53511.481599994186]","[1.0,1.0,1.0]","[25.0,25.0,25.0]","[3148.0,3246.0,3190.0]","[true,true,true]","[9.0,9.0,9.0]","[92.0,93.0,89.0]","[2613.0,2711.0,2655.0]","[false,false,false]","[10.0,10.0,10.0]","[240.0,241.0,242.0]"
8400,25231,52.09862103282119,10.0,16.154683815542313,49255.68319999608,40.0,3,"[0.2,0.2,0.2]","[64.42,62.470000000000006,65.34]","[16.154683815542313,16.154683815542313,16.154683815542313]","[10.0,10.0,10.0]","[10.0,10.0,10.0]","[5.0,5.0,5.0]","[52.09862103282119,52.09862103282119,52.09862103282119]","[1269.0,1409.0,1192.0]","[50.0,50.0,50.0]","[-390126440,-685551264,1438375792]","[4451.423399998464,2809.550599998569,4543.7583999983835]","[true,true,true]","[26.0,40.0,41.0]","[49635.790399996076,47592.77679999632,49255.68319999608]","[1.0,1.0,1.0]","[25.0,25.0,25.0]","[1256.0,1141.0,1373.0]","[true,true,true]","[9.0,9.0,9.0]","[93.0,91.0,93.0]","[721.0,606.0,838.0]","[false,false,false]","[10.0,10.0,10.0]","[201.0,209.0,208.0]"
8400,25231,86.60406801900923,7.576627554206942,86.59039753563788,50608.59439999466,24.0,1,"[0.2]","[86.91]","[86.59039753563788]","[10.0]","[7.576627554206942]","[5.0]","[86.60406801900923]","[379.0]","[50.0]","[1314447297]","[5400.94019999692]","[true]","[24.0]","[50608.59439999466]","[1.0]","[25.0]","[3110.0]","[true]","[9.0]","[91.0]","[2575.0]","[false]","[10.0]","[240.0]"
8400,25231,38.63573329788331,9.443432849132073,0.0,41345.547199998065,55.0,1,"[0.2]","[26.72]","[0.0]","[10.0]","[9.443432849132073]","[5.0]","[38.63573329788331]","[702.0]","[50.0]","[-753694455]","[-3910.2463999996326]","[true]","[55.0]","[41345.547199998065]","[1.0]","[25.0]","[156.0]","[true]","[9.0]","[91.0]","[-379.0]","[false]","[10.0]","[123.0]"
8400,25231,80.6054929694939,8.623801600192577,92.7914676519341,53089.056799993974,18.0,1,"[0.2]","[89.28]","[92.7914676519341]","[10.0]","[8.623801600192577]","[5.0]","[80.6054929694939]","[325.0]","[50.0]","[-1502290076]","[8155.340199996346]","[true]","[18.0]","[53089.056799993974]","[1.0]","[25.0]","[3468.0]","[true]","[9.0]","[97.0]","[2933.0]","[false]","[10.0]","[241.0]"
8400,25231,64.3109729269031,5.322152786771317,2.7475636132047407,43198.25679999797,46.0,3,"[0.2,0.2,0.2]","[27.77,30.75,28.999999999999996]","[2.7475636132047407,2.7475636132047407,2.7475636132047407]","[10.0,10.0,10.0]","[5.322152786771317,5.322152786771317,5.322152786771317]","[5.0,5.0,5.0]","[64.3109729269031,64.3109729269031,64.3109729269031]","[1161.0,917.0,1188.0]","[50.0,50.0,50.0]","[-1826762255,-436081534,-1685924997]","[-2497.4895999996734,-1889.893999999702,-1731.7037999993918]","[true,true,true]","[46.0,43.0,47.0]","[41786.25119999801,43198.25679999797,44249.43599999835]","[1.0,1.0,1.0]","[25.0,25.0,25.0]","[192.0,256.0,204.0]","[true,true,true]","[9.0,9.0,9.0]","[93.0,89.0,88.0]","[-343.0,-279.0,-331.0]","[false,false,false]","[10.0,10.0,10.0]","[109.0,200.0,147.0]"
8400,25231,100.0,7.546353205982178,89.95552638786708,53152.157599994265,27.0,1,"[0.2]","[87.4]","[89.95552638786708]","[10.0]","[7.546353205982178]","[5.0]","[100.0]","[314.0]","[50.0]","[1234292424]","[7579.983599996653]","[true]","[27.0]","[53152.157599994265]","[1.0]","[25.0]","[3354.0]","[true]","[9.0]","[94.0]","[2819.0]","[false]","[10.0]","[240.0]"
8400,25231,62.80122998834902,5.0302384895154075,20.319009765625367,49107.07079999571,33.5,4,"[0.2,0.2,0.2,0.2]","[70.3,70.12,70.0,70.95]","[20.319009765625367,20.319009765625367,20.319009765625367,20.319009765625367]","[10.0,10.0,10.0,10.0]","[5.0302384895154075,5.0302384895154075,5.0302384895154075,5.0302384895154075]","[5.0,5.0,5.0,5.0]","[62.80122998834902,62.80122998834902,62.80122998834902,62.80122998834902]","[1172.0,1060.0,1044.0,991.0]","[50.0,50.0,50.0,50.0]","[-772681989,1321496531,-158984248,-332711669]","[6115.519199998147,3156.7301999982083,4157.391199998099,4412.611399997986]","[true,true,true,true]","[30.0,42.0,37.0,26.0]","[50317.37919999576,48685.77279999584,48886.59359999575,49327.54799999567]","[1.0,1.0,1.0,1.0]","[25.0,25.0,25.0,25.0]","[1528.0,1607.0,1620.0,1653.0]","[true,true,true,true]","[9.0,9.0,9.0,9.0]","[89.0,92.0,94.0,93.0]","[993.0,1072.0,1085.0,1118.0]","[false,false,false,false]","[10.0,10.0,10.0,10.0]","[207.0,228.0,208.0,201.0]"
8400,25231,86.55571772153795,8.328483074816297,96.59190767990602,52397.20159999418,43.5,2,"[0.2,0.2]","[88.32,87.41]","[96.59190767990602,96.59190767990602]","[10.0,10.0]","[8.328483074816297,8.328483074816297]","[5.0,5.0]","[86.55571772153795,86.55571772153795]","[280.0,284.0]","[50.0,50.0]","[1216891017,141764043]","[6966.7539999965375,7679.580199996526]","[true,true]","[46.0,41.0]","[52307.80879999421,52486.594399994145]","[1.0,1.0]","[25.0,25.0]","[3421.0,3396.0]","[true,true]","[9.0,9.0]","[90.0,96.0]","[2886.0,2861.0]","[false,false]","[10.0,10.0]","[243.0,240.0]"
8400,25231,14.689475246673792,10.0,16.083498849725352,43928.673599998125,49.0,11,"[0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2]","[35.21,39.879999999999995,49.75,39.78,29.28,40.44,30.240000000000002,32.04,30.680000000000003,25.31,25.7]","[16.083498849725352,16.083498849725352,16.083498849725352,16.083498849725352,16.083498849725352,16.083498849725352,16.083498849725352,16.083498849725352,16.083498849725352,16.083498849725352,16.083498849725352]","[10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0]","[10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0]","[5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0]","[14.689475246673792,14.689475246673792,14.689475246673792,14.689475246673792,14.689475246673792,14.689475246673792,14.689475246673792,14.689475246673792,14.689475246673792,14.689475246673792,14.689475246673792]","[1794.0,1525.0,1427.0,1505.0,1693.0,1470.0,2061.0,1636.0,1781.0,2069.0,1707.0]","[50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0]","[592898398,152967473,-502232227,-429873127,355690527,868472860,-1148334493,1006911821,1508079883,-173210248,1923186414]","[-1259.6997999997038,31.362599999803933,1146.5815999994375,-908.3885999998383,-689.1007999994836,867.6985999999888,-1179.1335999995426,-1054.6847999994206,-2219.6707999996434,-1537.8941999992458,-1641.9353999995074]","[true,true,true,true,true,true,true,true,true,true,true]","[41.0,44.0,34.0,40.0,52.0,50.0,45.0,49.0,49.0,52.0,52.0]","[44044.85919999792,44641.812799997555,46463.973599997145,44993.62479999772,43928.673599998125,45678.468799997674,43505.247199998,43857.81039999827,43731.107999998196,43705.31679999842,42531.69199999822]","[1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0]","[25.0,25.0,25.0,25.0,25.0,25.0,25.0,25.0,25.0,25.0,25.0]","[289.0,427.0,760.0,433.0,201.0,428.0,237.0,254.0,251.0,160.0,151.0]","[true,true,true,true,true,true,true,true,true,true,true]","[9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0]","[90.0,93.0,89.0,91.0,93.0,92.0,91.0,91.0,89.0,91.0,91.0]","[-246.0,-108.0,225.0,-102.0,-334.0,-107.0,-298.0,-281.0,-284.0,-375.0,-384.0]","[false,false,false,false,false,false,false,false,false,false,false]","[10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0]","[174.0,202.0,202.0,170.0,181.0,201.0,171.0,181.0,175.0,154.0,175.0]"
8400,25231,49.59692459459456,10.0,15.021807663051131,48240.56159999651,48.0,1,"[0.2]","[58.64]","[15.021807663051131]","[10.0]","[10.0]","[5.0]","[49.59692459459456]","[1288.0]","[50.0]","[245638184]","[3230.1599999987666]","[true]","[48.0]","[48240.56159999651]","[1.0]","[25.0]","[1113.0]","[true]","[9.0]","[90.0]","[578.0]","[false]","[10.0]","[210.0]"
8400,25231,59.90653209481804,4.371637386929455,12.732559244354963,47707.459999996725,37.0,1,"[0.2]","[55.95]","[12.732559244354963]","[10.0]","[4.371637386929455]","[5.0]","[59.90653209481804]","[1250.0]","[50.0]","[589755062]","[2645.9767999989926]","[true]","[37.0]","[47707.459999996725]","[1.0]","[25.0]","[918.0]","[true]","[9.0]","[92.0]","[383.0]","[false]","[10.0]","[208.0]"
8400,25231,28.86165367770819,8.350426385387756,38.734910746443816,46374.83119999737,52.0,1,"[0.2]","[44.89]","[38.734910746443816]","[10.0]","[8.350426385387756]","[5.0]","[28.86165367770819]","[1573.0]","[50.0]","[-1581313646]","[1570.4461999996129]","[true]","[52.0]","[46374.83119999737]","[1.0]","[25.0]","[508.0]","[true]","[9.0]","[91.0]","[-27.0]","[false]","[10.0]","[205.0]"
8400,25231,43.58105577368291,10.0,11.198048413178133,46885.39679999666,32.0,1,"[0.2]","[52.05]","[11.198048413178133]","[10.0]","[10.0]","[5.0]","[43.58105577368291]","[1438.0]","[50.0]","[-1251695229]","[1751.6105999989086]","[true]","[32.0]","[46885.39679999666]","[1.0]","[25.0]","[846.0]","[true]","[9.0]","[89.0]","[311.0]","[false]","[10.0]","[196.0]"
8400,25231,53.461046479908845,9.787125194787178,19.979844258930203,48694.41159999589,33.0,2,"[0.2,0.2]","[69.53,66.46]","[19.979844258930203,19.979844258930203]","[10.0,10.0]","[9.787125194787178,9.787125194787178]","[5.0,5.0]","[53.461046479908845,53.461046479908845]","[1035.0,1131.0]","[50.0,50.0]","[1375080257,-250017764]","[3345.156199998062,4700.446199998376]","[true,true]","[30.0,36.0]","[48626.92879999569,48761.89439999609]","[1.0,1.0]","[25.0,25.0]","[1484.0,1481.0]","[true,true]","[9.0,9.0]","[95.0,89.0]","[949.0,946.0]","[false,false]","[10.0,10.0]","[210.0,210.0]"
8400,25231,55.24652241264075,8.125836035786687,6.640466390112692,45031.93599999776,52.0,2,"[0.2,0.2]","[36.5,38.18]","[6.640466390112692,6.640466390112692]","[10.0,10.0]","[8.125836035786687,8.125836035786687]","[5.0,5.0]","[55.24652241264075,55.24652241264075]","[1537.0,1490.0]","[50.0,50.0]","[-546236030,985757339]","[401.0156000001516,-357.0077999998175]","[true,true]","[56.0,48.0]","[45376.235999997785,44687.63599999774]","[1.0,1.0]","[25.0,25.0]","[340.0,395.0]","[true,true]","[9.0,9.0]","[96.0,92.0]","[-195.0,-140.0]","[false,false]","[10.0,10.0]","[174.0,202.0]"
8400,25231,55.28784349709192,8.89383366288815,7.62924317983417,44421.21039999817,38.0,1,"[0.2]","[35.11]","[7.62924317983417]","[10.0]","[8.89383366288815]","[5.0]","[55.28784349709192]","[1647.0]","[50.0]","[664600416]","[-946.324199999428]","[true]","[38.0]","[44421.21039999817]","[1.0]","[25.0]","[337.0]","[true]","[9.0]","[89.0]","[-198.0]","[false]","[10.0]","[185.0]"
8400,25231,94.87219525220513,7.401526236672275,15.47943010665555,49357.84639999621,45.0,4,"[0.2,0.2,0.2,0.2]","[65.9,63.980000000000004,67.04,63.61]","[15.47943010665555,15.47943010665555,15.47943010665555,15.47943010665555]","[10.0,10.0,10.0,10.0]","[7.401526236672275,7.401526236672275,7.401526236672275,7.401526236672275]","[5.0,5.0,5.0,5.0]","[94.87219525220513,94.87219525220513,94.87219525220513,94.87219525220513]","[1240.0,1331.0,1234.0,1207.0]","[50.0,50.0,50.0,50.0]","[26924937,389142096,143729042,-283537760]","[5249.448199998398,2247.652999998805,4085.025599998182,4152.696199998638]","[true,true,true,true]","[49.0,42.0,48.0,37.0]","[49827.59679999613,47007.84239999638,49830.60159999577,48888.095999996294]","[1.0,1.0,1.0,1.0]","[25.0,25.0,25.0,25.0]","[1369.0,1247.0,1404.0,1329.0]","[true,true,true,true]","[9.0,9.0,9.0,9.0]","[89.0,89.0,90.0,93.0]","[834.0,712.0,869.0,794.0]","[false,false,false,false]","[10.0,10.0,10.0,10.0]","[209.0,208.0,210.0,208.0]"
8400,25231,47.4027236392377,6.923626823789906,19.659856184925978,47817.88639999712,47.0,3,"[0.2,0.2,0.2]","[63.3,47.06,62.260000000000005]","[19.659856184925978,19.659856184925978,19.659856184925978]","[10.0,10.0,10.0]","[6.923626823789906,6.923626823789906,6.923626823789906]","[5.0,5.0,5.0]","[47.4027236392377,47.4027236392377,47.4027236392377]","[1051.0,1500.0,1154.0]","[50.0,50.0,50.0]","[903990442,-482467786,1434423732]","[5164.374799998426,3167.0591999994067,2381.80479999855]","[true,true,true]","[48.0,47.0,38.0]","[50096.27599999605,47817.88639999712,47487.60879999633]","[1.0,1.0,1.0]","[25.0,25.0,25.0]","[1334.0,619.0,1252.0]","[true,true,true]","[9.0,9.0,9.0]","[94.0,89.0,95.0]","[799.0,84.0,717.0]","[false,false,false]","[10.0,10.0,10.0]","[208.0,191.0,206.0]"
8400,25231,62.26339987619815,5.38068221221386,16.026640140030164,47995.92079999638,32.0,1,"[0.2]","[60.25]","[16.026640140030164]","[10.0]","[5.38068221221386]","[5.0]","[62.26339987619815]","[1308.0]","[50.0]","[255224460]","[2963.108399998753]","[true]","[32.0]","[47995.92079999638]","[1.0]","[25.0]","[1104.0]","[true]","[9.0]","[90.0]","[569.0]","[false]","[10.0]","[209.0]"
8400,25231,44.1434859202601,9.105014083066338,10.895778864909044,46653.02559999725,45.0,5,"[0.2,0.2,0.2,0.2,0.2]","[53.66,51.93,46.39,45.89,44.269999999999996]","[10.895778864909044,10.895778864909044,10.895778864909044,10.895778864909044,10.895778864909044]","[10.0,10.0,10.0,10.0,10.0]","[9.105014083066338,9.105014083066338,9.105014083066338,9.105014083066338,9.105014083066338]","[5.0,5.0,5.0,5.0,5.0]","[44.1434859202601,44.1434859202601,44.1434859202601,44.1434859202601,44.1434859202601]","[1352.0,1389.0,1488.0,1512.0,1577.0]","[50.0,50.0,50.0,50.0,50.0]","[-62710169,1677212148,824797128,1236935605,-1085773843]","[2999.416399998896,1059.8179999994682,1453.6971999998204,1748.8561999997546,1687.6333999996568]","[true,true,true,true,true]","[32.0,45.0,45.0,43.0,45.0]","[48466.17199999654,45912.09199999709,46811.27839999735,46044.80399999742,46653.02559999725]","[1.0,1.0,1.0,1.0,1.0]","[25.0,25.0,25.0,25.0,25.0]","[849.0,796.0,694.0,693.0,557.0]","[true,true,true,true,true]","[9.0,9.0,9.0,9.0,9.0]","[93.0,92.0,91.0,93.0,95.0]","[314.0,261.0,159.0,158.0,22.0]","[false,false,false,false,false]","[10.0,10.0,10.0,10.0,10.0]","[198.0,206.0,195.0,206.0,192.0]"
8400,25231,44.410581214084196,9.974794020266325,7.335066501060405,45710.26959999753,41.0,2,"[0.2,0.2]","[43.91,40.36]","[7.335066501060405,7.335066501060405]","[10.0,10.0]","[9.974794020266325,9.974794020266325]","[5.0,5.0]","[44.410581214084196,44.410581214084196]","[1373.0,1556.0]","[50.0,50.0]","[-43069885,-1755236553]","[1577.5825999998196,533.915399999998]","[true,true]","[40.0,42.0]","[46192.53999999745,45227.99919999762]","[1.0,1.0]","[25.0,25.0]","[532.0,429.0]","[true,true]","[9.0,9.0]","[91.0,90.0]","[-3.0,-106.0]","[false,false]","[10.0,10.0]","[193.0,199.0]"
8400,25231,29.286077287538095,7.361750799660081,39.817336213182855,41248.391999998246,57.0,1,"[0.2]","[21.33]","[39.817336213182855]","[10.0]","[7.361750799660081]","[5.0]","[29.286077287538095]","[1964.0]","[50.0]","[-440073367]","[-3598.560999999463]","[true]","[57.0]","[41248.391999998246]","[1.0]","[25.0]","[117.0]","[true]","[9.0]","[89.0]","[-418.0]","[false]","[10.0]","[142.0]"
8400,25231,29.4045535584719,8.39180345278809,85.0996657469863,48080.55599999638,52.0,1,"[0.2]","[64.03999999999999]","[85.0996657469863]","[10.0]","[8.39180345278809]","[5.0]","[29.4045535584719]","[1069.0]","[50.0]","[-370523116]","[3307.7213999985324]","[true]","[52.0]","[48080.55599999638]","[1.0]","[25.0]","[1145.0]","[true]","[9.0]","[94.0]","[610.0]","[false]","[10.0]","[194.0]"
8400,25231,78.82657604453603,5.943236173214048,100.0,53466.65999999436,22.0,1,"[0.2]","[86.22999999999999]","[100.0]","[10.0]","[5.943236173214048]","[5.0]","[78.82657604453603]","[325.0]","[50.0]","[2096345158]","[8155.214999996548]","[true]","[22.0]","[53466.65999999436]","[1.0]","[25.0]","[3243.0]","[true]","[9.0]","[88.0]","[2708.0]","[false]","[10.0]","[242.0]"
8400,25231,49.4992268539647,10.0,89.018814801323,50565.77599999459,40.0,1,"[0.2]","[86.69]","[89.018814801323]","[10.0]","[10.0]","[5.0]","[49.4992268539647]","[383.0]","[50.0]","[-2053251114]","[5879.391999996944]","[true]","[40.0]","[50565.77599999459]","[1.0]","[25.0]","[2972.0]","[true]","[9.0]","[89.0]","[2437.0]","[false]","[10.0]","[240.0]"
