evolution$generation,evolution$evaluated,probaDiscu,fréquenceRéu,tpsAuChamp,objective$om_stockMil,objective$om_charette,evolution$samples,qPrésenceBrousse,om_underTrees,tpsAuChamp,participants,fréquenceRéu,nombreBergers,probaDiscu,om_nbCoupe,probaDenonce,mySeed,om_delatMil,SPop,om_charette,om_stockMil,nbSurveillants,nbProTGMax,om_trees,coordinationRNA,engagésInitiaux,nbChampsVisités,om_delatArbres,SReprez,nbCoupeurs,om_caughtCutter
8400,25231,41.740665998763724,9.499552613856668,13.66427816548385,47168.09839999689,35.0,4,"[0.2,0.2,0.2,0.2]","[55.81,52.910000000000004,53.23,53.63]","[13.66427816548385,13.66427816548385,13.66427816548385,13.66427816548385]","[10.0,10.0,10.0,10.0]","[9.499552613856668,9.499552613856668,9.499552613856668,9.499552613856668]","[5.0,5.0,5.0,5.0]","[41.740665998763724,41.740665998763724,41.740665998763724,41.740665998763724]","[1207.0,1326.0,1277.0,1296.0]","[50.0,50.0,50.0,50.0]","[-1814505223,-772299778,-1980477674,1858271443]","[3585.2897999987035,1276.914799999322,3135.4461999992855,1634.3607999993255]","[true,true,true,true]","[36.0,49.0,34.0,26.0]","[48545.548799996424,45861.26079999703,47491.36479999688,46844.831999996895]","[1.0,1.0,1.0,1.0]","[25.0,25.0,25.0,25.0]","[1113.0,896.0,922.0,999.0]","[true,true,true,true]","[9.0,9.0,9.0,9.0]","[92.0,94.0,96.0,92.0]","[578.0,361.0,387.0,464.0]","[false,false,false,false]","[10.0,10.0,10.0,10.0]","[209.0,198.0,208.0,202.0]"
8400,25231,49.61120697362183,1.595129027480878,44.59005658857199,44642.814399998446,51.0,1,"[0.2]","[28.139999999999997]","[44.59005658857199]","[10.0]","[1.595129027480878]","[5.0]","[49.61120697362183]","[365.0]","[50.0]","[-2030250743]","[-1149.8993999991362]","[true]","[51.0]","[44642.814399998446]","[1.0]","[25.0]","[202.0]","[true]","[9.0]","[91.0]","[-333.0]","[false]","[10.0]","[179.0]"
8400,25231,48.07217221286684,10.0,17.929887419715822,49529.620799996075,23.0,1,"[0.2]","[64.16]","[17.929887419715822]","[10.0]","[10.0]","[5.0]","[48.07217221286684]","[1208.0]","[50.0]","[-1716575241]","[4391.01439999837]","[true]","[23.0]","[49529.620799996075]","[1.0]","[25.0]","[1461.0]","[true]","[9.0]","[95.0]","[926.0]","[false]","[10.0]","[215.0]"
8400,25231,84.78277202452816,7.3997638303585,10.325608105193394,47907.02879999663,30.0,1,"[0.2]","[58.809999999999995]","[10.325608105193394]","[10.0]","[7.3997638303585]","[5.0]","[84.78277202452816]","[1257.0]","[50.0]","[90763187]","[2675.2735999990255]","[true]","[30.0]","[47907.02879999663]","[1.0]","[25.0]","[1152.0]","[true]","[9.0]","[93.0]","[617.0]","[false]","[10.0]","[206.0]"
8400,25231,100.0,8.539156008316567,100.0,52390.19039999434,18.0,1,"[0.2]","[87.41]","[100.0]","[10.0]","[8.539156008316567]","[5.0]","[100.0]","[250.0]","[50.0]","[413042942]","[7640.3299999967785]","[true]","[18.0]","[52390.19039999434]","[1.0]","[25.0]","[3584.0]","[true]","[9.0]","[95.0]","[3049.0]","[false]","[10.0]","[245.0]"
8400,25231,1.3363589996276692,5.108203069069198,5.4257489954042875,42937.46519999821,45.0,2,"[0.2,0.2]","[28.99,26.540000000000003]","[5.4257489954042875,5.4257489954042875]","[10.0,10.0]","[5.108203069069198,5.108203069069198]","[5.0,5.0]","[1.3363589996276692,1.3363589996276692]","[452.0,414.0]","[50.0,50.0]","[591055292,-1918668897]","[-2330.910999999527,-1536.8299999994706]","[true,true]","[41.0,49.0]","[43052.02319999817,42822.90719999825]","[1.0,1.0]","[25.0,25.0]","[223.0,167.0]","[true,true]","[9.0,9.0]","[87.0,88.0]","[-312.0,-368.0]","[false,false]","[10.0,10.0]","[5.0,4.0]"
8400,25231,39.84212281074325,1.0,11.311107625795644,43666.755199998246,44.0,1,"[0.2]","[29.38]","[11.311107625795644]","[10.0]","[1.0]","[5.0]","[39.84212281074325]","[253.0]","[50.0]","[569304770]","[-1079.161399999277]","[true]","[44.0]","[43666.755199998246]","[1.0]","[25.0]","[211.0]","[true]","[9.0]","[92.0]","[-324.0]","[false]","[10.0]","[71.0]"
8400,25231,100.0,6.031236980330693,99.31623944526515,51108.3927999946,33.5,2,"[0.2,0.2]","[86.78,87.22999999999999]","[99.31623944526515,99.31623944526515]","[10.0,10.0]","[6.031236980330693,6.031236980330693]","[5.0,5.0]","[100.0,100.0]","[291.0,277.0]","[50.0,50.0]","[621624174,548833599]","[5835.884999997041,6545.894199996903]","[true,true]","[30.0,37.0]","[50611.59919999466,51605.186399994556]","[1.0,1.0]","[25.0,25.0]","[3290.0,3201.0]","[true,true]","[9.0,9.0]","[93.0,89.0]","[2755.0,2666.0]","[false,false]","[10.0,10.0]","[241.0,242.0]"
8400,25231,49.41405884088112,1.236726638993802,36.824624308871655,42683.183999998015,38.0,1,"[0.2]","[28.53]","[36.824624308871655]","[10.0]","[1.236726638993802]","[5.0]","[49.41405884088112]","[551.0]","[50.0]","[1010189614]","[-2110.3711999997176]","[true]","[38.0]","[42683.183999998015]","[1.0]","[25.0]","[206.0]","[true]","[9.0]","[91.0]","[-329.0]","[false]","[10.0]","[135.0]"
8400,25231,67.16488026907292,4.509387425245018,0.0,42815.26999999814,56.0,2,"[0.2,0.2]","[24.45,30.490000000000002]","[0.0,0.0]","[10.0,10.0]","[4.509387425245018,4.509387425245018]","[5.0,5.0]","[67.16488026907292,67.16488026907292]","[702.0,625.0]","[50.0,50.0]","[-1022890346,-766334757]","[-2936.2529999995168,-1987.9881999995632]","[true,true]","[63.0,49.0]","[42347.147199998195,43283.39279999809]","[1.0,1.0]","[25.0,25.0]","[139.0,241.0]","[true,true]","[9.0,9.0]","[93.0,91.0]","[-396.0,-294.0]","[false,false]","[10.0,10.0]","[229.0,201.0]"
8400,25231,75.29164472536958,9.939497813744095,98.84577937800937,53009.179199994294,21.0,1,"[0.2]","[85.81]","[98.84577937800937]","[10.0]","[9.939497813744095]","[5.0]","[75.29164472536958]","[291.0]","[50.0]","[1267914345]","[7825.500799996604]","[true]","[21.0]","[53009.179199994294]","[1.0]","[25.0]","[3338.0]","[true]","[9.0]","[92.0]","[2803.0]","[false]","[10.0]","[241.0]"
8400,25231,100.0,5.823851794934083,93.69434294113198,51914.68079999438,47.0,1,"[0.2]","[85.97]","[93.69434294113198]","[10.0]","[5.823851794934083]","[5.0]","[100.0]","[325.0]","[50.0]","[384193161]","[7102.721199996733]","[true]","[47.0]","[51914.68079999438]","[1.0]","[25.0]","[3064.0]","[true]","[9.0]","[84.0]","[2529.0]","[false]","[10.0]","[240.0]"
8400,25231,42.73501128665,5.97335973803612,36.40300220858833,47552.33719999686,39.0,2,"[0.2,0.2]","[55.00000000000001,50.2]","[36.40300220858833,36.40300220858833]","[10.0,10.0]","[5.97335973803612,5.97335973803612]","[5.0,5.0]","[42.73501128665,42.73501128665]","[1404.0,1375.0]","[50.0,50.0]","[-1359007381,-1882990571]","[3133.3803999989323,2076.128999999317]","[true,true]","[29.0,49.0]","[47857.449599996646,47247.22479999707]","[1.0,1.0]","[25.0,25.0]","[879.0,691.0]","[true,true]","[9.0,9.0]","[90.0,93.0]","[344.0,156.0]","[false,false]","[10.0,10.0]","[164.0,171.0]"
8400,25231,74.61702118929423,10.0,98.63703534951621,50434.691599994665,44.0,2,"[0.2,0.2]","[85.58,87.42]","[98.63703534951621,98.63703534951621]","[10.0,10.0]","[10.0,10.0]","[5.0,5.0]","[74.61702118929423,74.61702118929423]","[344.0,262.0]","[50.0,50.0]","[1150908878,-1906188433]","[5289.386999997259,5197.80319999691]","[true,true]","[45.0,43.0]","[50347.67759999479,50521.70559999454]","[1.0,1.0]","[25.0,25.0]","[3358.0,3356.0]","[true,true]","[9.0,9.0]","[93.0,89.0]","[2823.0,2821.0]","[false,false]","[10.0,10.0]","[241.0,241.0]"
8400,25231,56.80095140825591,2.7411852299685435,6.481101138249381,44327.18519999785,49.5,6,"[0.2,0.2,0.2,0.2,0.2,0.2]","[39.33,39.019999999999996,35.82,32.82,38.62,27.22]","[6.481101138249381,6.481101138249381,6.481101138249381,6.481101138249381,6.481101138249381,6.481101138249381]","[10.0,10.0,10.0,10.0,10.0,10.0]","[2.7411852299685435,2.7411852299685435,2.7411852299685435,2.7411852299685435,2.7411852299685435,2.7411852299685435]","[5.0,5.0,5.0,5.0,5.0,5.0]","[56.80095140825591,56.80095140825591,56.80095140825591,56.80095140825591,56.80095140825591,56.80095140825591]","[1298.0,1283.0,1368.0,1465.0,1297.0,1435.0]","[50.0,50.0,50.0,50.0,50.0,50.0]","[1994690388,1060131885,705561249,1903897370,937576341,-41386831]","[-427.68320000006497,-420.296399999992,-258.4127999996563,-1970.9609999997265,-571.6005999997506,-590.1301999992793]","[true,true,true,true,true,true]","[51.0,51.0,43.0,52.0,43.0,48.0]","[45359.20879999769,45435.58079999771,44062.63759999796,43538.29999999799,44591.73279999776,43943.44719999833]","[1.0,1.0,1.0,1.0,1.0,1.0]","[25.0,25.0,25.0,25.0,25.0,25.0]","[436.0,423.0,319.0,266.0,461.0,193.0]","[true,true,true,true,true,true]","[9.0,9.0,9.0,9.0,9.0,9.0]","[92.0,91.0,90.0,96.0,93.0,90.0]","[-99.0,-112.0,-216.0,-269.0,-74.0,-342.0]","[false,false,false,false,false,false]","[10.0,10.0,10.0,10.0,10.0,10.0]","[201.0,222.0,200.0,170.0,194.0,156.0]"
8400,25231,100.0,7.289228104078965,99.88241530900372,53343.96399999434,16.0,1,"[0.2]","[85.94000000000001]","[99.88241530900372]","[10.0]","[7.289228104078965]","[5.0]","[100.0]","[301.0]","[50.0]","[-366479810]","[8147.828199996569]","[true]","[16.0]","[53343.96399999434]","[1.0]","[25.0]","[3306.0]","[true]","[9.0]","[87.0]","[2771.0]","[false]","[10.0]","[241.0]"
8400,25231,60.15270599046209,7.086490697575318,10.503811739727825,48166.31799999668,44.5,4,"[0.2,0.2,0.2,0.2]","[58.06,54.6,52.769999999999996,54.16]","[10.503811739727825,10.503811739727825,10.503811739727825,10.503811739727825]","[10.0,10.0,10.0,10.0]","[7.086490697575318,7.086490697575318,7.086490697575318,7.086490697575318]","[5.0,5.0,5.0,5.0]","[60.15270599046209,60.15270599046209,60.15270599046209,60.15270599046209]","[1306.0,1400.0,1428.0,1385.0]","[50.0,50.0,50.0,50.0]","[382554093,976261189,-1385469390,42693669]","[3044.05019999887,2507.881199999101,3713.6823999991975,1961.6335999993025]","[true,true,true,true]","[47.0,43.0,46.0,42.0]","[48528.27119999653,47496.62319999683,48780.92479999689,47804.36479999682]","[1.0,1.0,1.0,1.0]","[25.0,25.0,25.0,25.0]","[1001.0,912.0,793.0,935.0]","[true,true,true,true]","[9.0,9.0,9.0,9.0]","[97.0,90.0,93.0,96.0]","[466.0,377.0,258.0,400.0]","[false,false,false,false]","[10.0,10.0,10.0,10.0]","[200.0,213.0,207.0,216.0]"
8400,25231,60.74189599294672,2.5692014200385027,6.307526101502322,43935.43439999779,42.0,1,"[0.2]","[39.23]","[6.307526101502322]","[10.0]","[2.5692014200385027]","[5.0]","[60.74189599294672]","[1345.0]","[50.0]","[-1854553881]","[-942.6933999999819]","[true]","[42.0]","[43935.43439999779]","[1.0]","[25.0]","[404.0]","[true]","[9.0]","[93.0]","[-131.0]","[false]","[10.0]","[199.0]"
8400,25231,82.48311456232064,9.775303733243582,80.34732173341152,52467.06319999433,27.0,5,"[0.2,0.2,0.2,0.2,0.2]","[87.49,86.25,84.47,85.49,86.61]","[80.34732173341152,80.34732173341152,80.34732173341152,80.34732173341152,80.34732173341152]","[10.0,10.0,10.0,10.0,10.0]","[9.775303733243582,9.775303733243582,9.775303733243582,9.775303733243582,9.775303733243582]","[5.0,5.0,5.0,5.0,5.0]","[82.48311456232064,82.48311456232064,82.48311456232064,82.48311456232064,82.48311456232064]","[348.0,393.0,372.0,418.0,385.0]","[50.0,50.0,50.0,50.0,50.0]","[-872174041,-1954267522,1779402296,-827567397,2020661605]","[7541.046399996652,7696.857799996738,6254.866799996904,6307.012599997048,7437.881599996646]","[true,true,true,true,true]","[18.0,33.0,27.0,20.0,36.0]","[52467.06319999433,52720.467999994406,51350.779999994644,51482.23999999461,52472.571999994354]","[1.0,1.0,1.0,1.0,1.0]","[25.0,25.0,25.0,25.0,25.0]","[3355.0,3231.0,3239.0,3325.0,3282.0]","[true,true,true,true,true]","[9.0,9.0,9.0,9.0,9.0]","[91.0,89.0,90.0,93.0,93.0]","[2820.0,2696.0,2704.0,2790.0,2747.0]","[false,false,false,false,false]","[10.0,10.0,10.0,10.0,10.0]","[242.0,240.0,242.0,240.0,241.0]"
8400,25231,51.3213973538667,4.489363930085288,70.91978232058203,46284.687199997396,53.0,3,"[0.2,0.2,0.2]","[45.190000000000005,32.76,44.89]","[70.91978232058203,70.91978232058203,70.91978232058203]","[10.0,10.0,10.0]","[4.489363930085288,4.489363930085288,4.489363930085288]","[5.0,5.0,5.0]","[51.3213973538667,51.3213973538667,51.3213973538667]","[967.0,1055.0,853.0]","[50.0,50.0,50.0]","[-1485582579,-1001069093,1476700292]","[1168.5541999997731,-864.3807999997152,1829.109399999601]","[true,true,true]","[56.0,53.0,41.0]","[46284.687199997396,43630.947999997945,46318.49119999723]","[1.0,1.0,1.0]","[25.0,25.0,25.0]","[535.0,342.0,532.0]","[true,true,true]","[9.0,9.0,9.0]","[92.0,90.0,91.0]","[0.0,-193.0,-3.0]","[false,false,false]","[10.0,10.0,10.0]","[173.0,198.0,148.0]"
8400,25231,11.502218747949602,4.899387563678927,83.96154822794047,44032.839999998294,42.0,1,"[0.2]","[29.959999999999997]","[83.96154822794047]","[10.0]","[4.899387563678927]","[5.0]","[11.502218747949602]","[747.0]","[50.0]","[-1310512442]","[-1150.9009999993577]","[true]","[42.0]","[44032.839999998294]","[1.0]","[25.0]","[204.0]","[true]","[9.0]","[92.0]","[-331.0]","[false]","[10.0]","[29.0]"
8400,25231,74.40142066050103,8.989346915819763,96.13426548036105,53001.2915999942,32.5,2,"[0.2,0.2]","[86.5,87.76]","[96.13426548036105,96.13426548036105]","[10.0,10.0]","[8.989346915819763,8.989346915819763]","[5.0,5.0]","[74.40142066050103,74.40142066050103]","[280.0,302.0]","[50.0,50.0]","[-2124770933,-291467530]","[8818.774999996436,7486.146199996583]","[true,true]","[30.0,35.0]","[53617.90159999411,52384.681599994285]","[1.0,1.0]","[25.0,25.0]","[3442.0,3400.0]","[true,true]","[9.0,9.0]","[94.0,96.0]","[2907.0,2865.0]","[false,false]","[10.0,10.0]","[243.0,242.0]"
8400,25231,60.33237027515973,1.0,11.981787354153726,46841.07599999744,44.0,1,"[0.2]","[45.9]","[11.981787354153726]","[10.0]","[1.0]","[5.0]","[60.33237027515973]","[1003.0]","[50.0]","[-1438525260]","[2439.7723999998343]","[true]","[44.0]","[46841.07599999744]","[1.0]","[25.0]","[661.0]","[true]","[9.0]","[90.0]","[126.0]","[false]","[10.0]","[202.0]"
8400,25231,78.94186219962612,5.749749214756588,9.086290374935423,46837.31999999719,46.5,2,"[0.2,0.2]","[47.73,49.68]","[9.086290374935423,9.086290374935423]","[10.0,10.0]","[5.749749214756588,5.749749214756588]","[5.0,5.0]","[78.94186219962612,78.94186219962612]","[1348.0,1352.0]","[50.0,50.0]","[-2143872654,1237743451]","[1369.0619999996416,1341.8309999994744]","[true,true]","[52.0,41.0]","[47294.04959999721,46380.59039999717]","[1.0,1.0]","[25.0,25.0]","[739.0,793.0]","[true,true]","[9.0,9.0]","[95.0,91.0]","[204.0,258.0]","[false,false]","[10.0,10.0]","[207.0,207.0]"
8400,25231,73.19080592427736,8.358983262360653,77.0517627531977,52548.693599994294,45.0,3,"[0.2,0.2,0.2]","[85.37,85.08,85.8]","[77.0517627531977,77.0517627531977,77.0517627531977]","[10.0,10.0,10.0]","[8.358983262360653,8.358983262360653,8.358983262360653]","[5.0,5.0,5.0]","[73.19080592427736,73.19080592427736,73.19080592427736]","[386.0,381.0,374.0]","[50.0,50.0,50.0]","[-1918750527,-549711240,1312916729]","[6041.087799996676,7041.5609999967055,5389.108799996997]","[true,true,true]","[45.0,46.0,41.0]","[52548.693599994294,52761.28319999433,50932.61199999462]","[1.0,1.0,1.0]","[25.0,25.0,25.0]","[3036.0,3019.0,3057.0]","[true,true,true]","[9.0,9.0,9.0]","[87.0,94.0,93.0]","[2501.0,2484.0,2522.0]","[false,false,false]","[10.0,10.0,10.0]","[240.0,240.0,240.0]"
8400,25231,100.0,7.8905352397919675,80.78948265062435,51831.422799994594,40.0,2,"[0.2,0.2]","[85.03,85.65]","[80.78948265062435,80.78948265062435]","[10.0,10.0]","[7.8905352397919675,7.8905352397919675]","[5.0,5.0]","[100.0,100.0]","[407.0,362.0]","[50.0,50.0]","[2025683193,-1770809931]","[7517.884399996903,6543.327599997123]","[true,true]","[45.0,35.0]","[52034.121599994505,51628.72399999468]","[1.0,1.0]","[25.0,25.0]","[3125.0,3419.0]","[true,true]","[9.0,9.0]","[91.0,91.0]","[2590.0,2884.0]","[false,false]","[10.0,10.0]","[240.0,241.0]"
8400,25231,93.8932941535125,9.642127219010733,77.18693344199082,51072.08479999463,19.0,1,"[0.2]","[86.74]","[77.18693344199082]","[10.0]","[9.642127219010733]","[5.0]","[93.8932941535125]","[318.0]","[50.0]","[585093303]","[5869.000399996934]","[true]","[19.0]","[51072.08479999463]","[1.0]","[25.0]","[3335.0]","[true]","[9.0]","[93.0]","[2800.0]","[false]","[10.0]","[243.0]"
8400,25231,45.02517537971087,8.755687887000573,37.862000843460585,53115.59919999473,26.0,1,"[0.2]","[79.86999999999999]","[37.862000843460585]","[10.0]","[8.755687887000573]","[5.0]","[45.02517537971087]","[743.0]","[50.0]","[1933018300]","[7548.120199996978]","[true]","[26.0]","[53115.59919999473]","[1.0]","[25.0]","[2313.0]","[true]","[9.0]","[94.0]","[1778.0]","[false]","[10.0]","[216.0]"
8400,25231,75.04223672333475,10.0,59.7211456799822,51987.92279999453,32.0,8,"[0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2]","[84.84,82.91,83.85000000000001,84.05,85.34,83.67,82.92,84.89999999999999]","[59.7211456799822,59.7211456799822,59.7211456799822,59.7211456799822,59.7211456799822,59.7211456799822,59.7211456799822,59.7211456799822]","[10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0]","[10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0]","[5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0]","[75.04223672333475,75.04223672333475,75.04223672333475,75.04223672333475,75.04223672333475,75.04223672333475,75.04223672333475,75.04223672333475]","[460.0,421.0,452.0,400.0,480.0,442.0,446.0,515.0]","[50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0]","[-132572805,-1505086789,-469194430,-1811714547,-1651133270,965147300,-1285200033,768275311]","[7182.160599996983,5670.433199997235,4792.155199997367,6387.516199996746,7850.603399996842,8363.798199996694,6404.355599997034,4961.425599997121]","[true,true,true,true,true,true,true,true]","[20.0,29.0,23.0,28.0,46.0,46.0,40.0,35.0]","[51957.24879999459,50417.03839999496,50568.27999999496,52018.59679999448,52373.16319999448,52511.383999994476,52296.29039999466,50394.00159999481]","[1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0]","[25.0,25.0,25.0,25.0,25.0,25.0,25.0,25.0]","[2982.0,2938.0,3037.0,3088.0,2834.0,2936.0,2977.0,2976.0]","[true,true,true,true,true,true,true,true]","[9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0]","[93.0,90.0,91.0,91.0,93.0,92.0,94.0,93.0]","[2447.0,2403.0,2502.0,2553.0,2299.0,2401.0,2442.0,2441.0]","[false,false,false,false,false,false,false,false]","[10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0]","[240.0,240.0,240.0,240.0,240.0,240.0,240.0,240.0]"
8400,25231,32.32635594108798,9.569923146832844,10.612661190332924,45867.52079999726,32.0,1,"[0.2]","[49.28]","[10.612661190332924]","[10.0]","[9.569923146832844]","[5.0]","[32.32635594108798]","[1317.0]","[50.0]","[-232982646]","[391.43779999956314]","[true]","[32.0]","[45867.52079999726]","[1.0]","[25.0]","[717.0]","[true]","[9.0]","[87.0]","[182.0]","[false]","[10.0]","[205.0]"
8400,25231,55.483050630088826,10.0,18.634639626220135,48313.928799995934,30.0,1,"[0.2]","[67.38]","[18.634639626220135]","[10.0]","[10.0]","[5.0]","[55.483050630088826]","[1025.0]","[50.0]","[-761777875]","[3354.796599998277]","[true]","[30.0]","[48313.928799995934]","[1.0]","[25.0]","[1549.0]","[true]","[9.0]","[91.0]","[1014.0]","[false]","[10.0]","[209.0]"
8400,25231,100.0,8.559165986895668,100.0,53205.74319999422,24.0,1,"[0.2]","[86.78]","[100.0]","[10.0]","[8.559165986895668]","[5.0]","[100.0]","[281.0]","[50.0]","[341800583]","[8507.903399996569]","[true]","[24.0]","[53205.74319999422]","[1.0]","[25.0]","[3519.0]","[true]","[9.0]","[94.0]","[2984.0]","[false]","[10.0]","[241.0]"
8400,25231,52.376614900774975,9.35776917895548,19.29896696325839,49195.08639999614,35.0,3,"[0.2,0.2,0.2]","[64.81,62.12,68.5]","[19.29896696325839,19.29896696325839,19.29896696325839]","[10.0,10.0,10.0]","[9.35776917895548,9.35776917895548,9.35776917895548]","[5.0,5.0,5.0]","[52.376614900774975,52.376614900774975,52.376614900774975]","[1218.0,1242.0,1134.0]","[50.0,50.0,50.0]","[-604378858,-1721105804,-829317699]","[3733.7143999984764,4155.012399998581,4444.850399998257]","[true,true,true]","[29.0,35.0,37.0]","[49195.08639999614,49189.327199996405,49655.82239999591]","[1.0,1.0,1.0]","[25.0,25.0,25.0]","[1414.0,1261.0,1512.0]","[true,true,true]","[9.0,9.0,9.0]","[89.0,92.0,95.0]","[879.0,726.0,977.0]","[false,false,false]","[10.0,10.0,10.0]","[210.0,206.0,237.0]"
8400,25231,91.224014967736,7.254226839605921,0.0,41616.980799998,50.0,1,"[0.2]","[29.39]","[0.0]","[10.0]","[7.254226839605921]","[5.0]","[91.224014967736]","[689.0]","[50.0]","[-619384456]","[-2800.536199999682]","[true]","[50.0]","[41616.980799998]","[1.0]","[25.0]","[255.0]","[true]","[9.0]","[92.0]","[-280.0]","[false]","[10.0]","[200.0]"
8400,25231,90.55991871317579,6.698166200398703,84.92662993306605,51475.97999999444,37.0,15,"[0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2]","[85.61999999999999,82.89,83.77,84.32,86.96000000000001,84.95,86.55000000000001,85.41,85.5,84.28999999999999,85.59,85.81,84.8,87.45,87.12]","[84.92662993306605,84.92662993306605,84.92662993306605,84.92662993306605,84.92662993306605,84.92662993306605,84.92662993306605,84.92662993306605,84.92662993306605,84.92662993306605,84.92662993306605,84.92662993306605,84.92662993306605,84.92662993306605,84.92662993306605]","[10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0]","[6.698166200398703,6.698166200398703,6.698166200398703,6.698166200398703,6.698166200398703,6.698166200398703,6.698166200398703,6.698166200398703,6.698166200398703,6.698166200398703,6.698166200398703,6.698166200398703,6.698166200398703,6.698166200398703,6.698166200398703]","[5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0]","[90.55991871317579,90.55991871317579,90.55991871317579,90.55991871317579,90.55991871317579,90.55991871317579,90.55991871317579,90.55991871317579,90.55991871317579,90.55991871317579,90.55991871317579,90.55991871317579,90.55991871317579,90.55991871317579,90.55991871317579]","[295.0,292.0,424.0,282.0,303.0,402.0,329.0,350.0,409.0,322.0,363.0,347.0,387.0,384.0,336.0]","[50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0]","[7208975,-847574887,1630165597,-2097070089,358931313,2027902238,743466237,-1523218950,1498343933,303350738,-860697426,532620552,1668695318,427279927,-1285592594]","[7221.72379999666,6786.152999997015,5956.076999997065,5736.100599997044,7017.898199996962,7622.3011999967275,5327.6355999969965,6568.304999996806,6811.568599996885,6470.461199997051,6234.897399996778,4834.097199997108,5585.1093999969235,6297.685199996893,6964.813399996587]","[true,true,true,true,true,true,true,true,true,true,true,true,true,true,true]","[24.0,38.0,42.0,37.0,27.0,25.0,40.0,31.0,44.0,38.0,23.0,37.0,36.0,43.0,25.0]","[52175.34719999433,51463.71039999471,51401.360799994654,50923.347199994685,51892.89599999462,52371.159999994394,51070.33199999461,51475.97999999444,51746.16159999456,51464.96239999466,51900.65839999449,50518.95119999483,50937.36959999468,51677.55199999464,52818.374399994245]","[1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0]","[25.0,25.0,25.0,25.0,25.0,25.0,25.0,25.0,25.0,25.0,25.0,25.0,25.0,25.0,25.0]","[3301.0,3122.0,3017.0,3156.0,3251.0,3039.0,3102.0,3034.0,2947.0,3178.0,3190.0,3121.0,3130.0,3086.0,3220.0]","[true,true,true,true,true,true,true,true,true,true,true,true,true,true,true]","[9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0]","[96.0,95.0,89.0,93.0,94.0,91.0,91.0,93.0,89.0,93.0,91.0,90.0,91.0,88.0,92.0]","[2766.0,2587.0,2482.0,2621.0,2716.0,2504.0,2567.0,2499.0,2412.0,2643.0,2655.0,2586.0,2595.0,2551.0,2685.0]","[false,false,false,false,false,false,false,false,false,false,false,false,false,false,false]","[10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0]","[240.0,242.0,241.0,241.0,243.0,240.0,240.0,240.0,239.0,241.0,240.0,242.0,242.0,240.0,241.0]"
8400,25231,60.426225420394424,9.094904925862021,16.619234344911646,48723.70839999619,43.5,2,"[0.2,0.2]","[63.55,63.43]","[16.619234344911646,16.619234344911646]","[10.0,10.0]","[9.094904925862021,9.094904925862021]","[5.0,5.0]","[60.426225420394424,60.426225420394424]","[1177.0,1191.0]","[50.0,50.0]","[778379800,-1821252069]","[3601.12759999845,2957.975199998553]","[true,true]","[47.0,40.0]","[49067.13199999611,48380.284799996276]","[1.0,1.0]","[25.0,25.0]","[1238.0,1225.0]","[true,true]","[9.0,9.0]","[91.0,89.0]","[703.0,690.0]","[false,false]","[10.0,10.0]","[211.0,210.0]"
8400,25231,97.62764105962094,7.383264774140137,37.503514241667354,51903.16239999493,41.0,1,"[0.2]","[80.38]","[37.503514241667354]","[10.0]","[7.383264774140137]","[5.0]","[97.62764105962094]","[704.0]","[50.0]","[430353534]","[6760.9877999972305]","[true]","[41.0]","[51903.16239999493]","[1.0]","[25.0]","[2415.0]","[true]","[9.0]","[90.0]","[1880.0]","[false]","[10.0]","[237.0]"
8400,25231,32.98693365563979,9.282047072781362,30.970539715969714,46137.95279999684,40.0,2,"[0.2,0.2]","[61.29,42.58]","[30.970539715969714,30.970539715969714]","[10.0,10.0]","[9.282047072781362,9.282047072781362]","[5.0,5.0]","[32.98693365563979,32.98693365563979]","[1493.0,1672.0]","[50.0,50.0]","[-1467138730,1931675812]","[2746.449799998518,-106.60780000025989]","[true,true]","[34.0,46.0]","[47910.28399999619,44365.621599997496]","[1.0,1.0]","[25.0,25.0]","[1047.0,468.0]","[true,true]","[9.0,9.0]","[95.0,96.0]","[512.0,-67.0]","[false,false]","[10.0,10.0]","[198.0,199.0]"
