output,nbSurveillants,probaDiscu,fréquenceRéu,tpsAuChamp
om_trees,0.39990158743150356,0.34541237587951085,0.1217266940588964,0.649253547518399
om_stockMil,1.480383632998515,1.4066344387894965,-0.6931735356813346,0.8943288517148509
