output,nbSurveillants,probaDiscu,fréquenceRéu,tpsAuChamp
om_trees,0.3777680541425134,0.32698960635771984,0.2161186747863557,0.5075202964454291
om_stockMil,0.33896280852662614,0.3790204013802702,0.2646585049356692,0.4274414759075179
