evolution$generation,evolution$evaluated,nbSurveillants,tpsAuChamp,probaDiscu,qPrésenceBrousse,nbProTGMax,objective$om_stockMil,objective$om_charette,evolution$samples,qPrésenceBrousse,om_underTrees,tpsAuChamp,participants,fréquenceRéu,nombreBergers,probaDiscu,om_nbCoupe,probaDenonce,mySeed,om_delatMil,SPop,om_charette,om_stockMil,nbSurveillants,nbProTGMax,om_trees,coordinationRNA,engagésInitiaux,nbChampsVisités,om_delatArbres,SReprez,nbCoupeurs,om_caughtCutter
20000,20000,3.83003968158845,69.8638032192591,36.41164974554369,0.7757510233923867,28.054536070600303,45976.945599997685,54.0,1,"[0.7757510233923867]","[41.48]","[69.8638032192591]","[10.0]","[2.0]","[5.0]","[36.41164974554369]","[435.0]","[50.0]","[-1266344247]","[380.7957999999853]","[false]","[54.0]","[45976.945599997685]","[3.83003968158845]","[28.054536070600303]","[555.0]","[true]","[9.0]","[23.759544956531403]","[20.0]","[true]","[10.0]","[223.0]"
20000,20000,13.908567535864474,10.788746326210772,73.11367558085378,0.8899343775621099,9.610405547196414,48987.50479999614,35.0,1,"[0.8899343775621099]","[64.60000000000001]","[10.788746326210772]","[10.0]","[2.0]","[5.0]","[73.11367558085378]","[95.0]","[50.0]","[-828476638]","[3524.0669999984893]","[false]","[35.0]","[48987.50479999614]","[13.908567535864474]","[9.610405547196414]","[1293.0]","[true]","[9.0]","[6.830322371806735]","[758.0]","[true]","[10.0]","[247.0]"
20000,20000,1.0,52.25803253170606,34.695038095749126,1.0,28.42330528770848,42343.6415999981,40.0,3,"[1.0,1.0,1.0]","[29.38,27.560000000000002,28.9]","[52.25803253170606,52.25803253170606,52.25803253170606]","[10.0,10.0,10.0]","[2.0,2.0,2.0]","[5.0,5.0,5.0]","[34.695038095749126,34.695038095749126,34.695038095749126]","[256.0,199.0,234.0]","[50.0,50.0,50.0]","[1178285386,1427600712,-555305738]","[-1243.1107999997694,-1478.361599999509,-2446.7835999996314]","[false,false,false]","[40.0,48.0,49.0]","[43969.238399998045,43552.322399998215,42343.6415999981]","[1.0,1.0,1.0]","[28.42330528770848,28.42330528770848,28.42330528770848]","[222.0,171.0,203.0]","[true,true,true]","[9.0,9.0,9.0]","[91.0,92.0,90.0]","[-313.0,-364.0,-332.0]","[true,true,true]","[10.0,10.0,10.0]","[53.0,27.0,54.0]"
20000,20000,2.3393606892403183,66.48476232024895,87.76329987618243,0.36949246971139643,47.534100257623,50902.5639999951,21.0,5,"[0.36949246971139643,0.36949246971139643,0.36949246971139643,0.36949246971139643,0.36949246971139643]","[87.61,87.3,78.97,89.75999999999999,85.9]","[66.48476232024895,66.48476232024895,66.48476232024895,66.48476232024895,66.48476232024895]","[10.0,10.0,10.0,10.0,10.0]","[2.0,2.0,2.0,2.0,2.0]","[5.0,5.0,5.0,5.0,5.0]","[87.76329987618243,87.76329987618243,87.76329987618243,87.76329987618243,87.76329987618243]","[1009.0,897.0,856.0,948.0,893.0]","[50.0,50.0,50.0,50.0,50.0]","[-1110942553,-1602425187,-523722785,-1741091010,-889062267]","[7161.690399996798,7332.150199996628,5566.329399997507,7803.84119999643,6656.132799996849]","[false,false,false,false,false]","[39.0,21.0,38.0,26.0,35.0]","[52457.04719999432,52631.0751999942,50902.5639999951,52982.88719999404,51608.69199999458]","[2.3393606892403183,2.3393606892403183,2.3393606892403183,2.3393606892403183,2.3393606892403183]","[47.534100257623,47.534100257623,47.534100257623,47.534100257623,47.534100257623]","[3497.0,3319.0,2421.0,3838.0,3606.0]","[true,true,true,true,true]","[9.0,9.0,9.0,9.0,9.0]","[38.47204939962743,38.47204939962743,38.89951661517885,39.75445104628168,38.89951661517885]","[2962.0,2784.0,1886.0,3303.0,3071.0]","[true,true,true,true,true]","[10.0,10.0,10.0,10.0,10.0]","[240.0,238.0,239.0,239.0,238.0]"
20000,20000,11.104728349297384,0.0,52.262041924513774,0.684678149700296,19.130660492384102,44242.925599997754,44.0,3,"[0.684678149700296,0.684678149700296,0.684678149700296]","[42.480000000000004,46.22,41.72]","[0.0,0.0,0.0]","[10.0,10.0,10.0]","[2.0,2.0,2.0]","[5.0,5.0,5.0]","[52.262041924513774,52.262041924513774,52.262041924513774]","[112.0,108.0,86.0]","[50.0,50.0,50.0]","[2082160037,286930781,-1890770632]","[924.1637999998275,877.8397999997396,-1164.1095999998433]","[false,false,false]","[47.0,44.0,55.0]","[45848.239999997546,45850.49359999754,44242.925599997754]","[11.104728349297384,11.104728349297384,11.104728349297384]","[19.130660492384102,19.130660492384102,19.130660492384102]","[492.0,527.0,464.0]","[true,true,true]","[9.0,9.0,9.0]","[8.194707437913845,8.194707437913845,8.014603977739913]","[-43.0,-8.0,-71.0]","[true,true,true]","[10.0,10.0,10.0]","[235.0,240.0,221.0]"
20000,20000,1.0,58.52877753129307,81.26115288810594,0.23860635976482927,40.303223645523154,47451.05039999719,47.0,1,"[0.23860635976482927]","[56.95]","[58.52877753129307]","[10.0]","[2.0]","[5.0]","[81.26115288810594]","[1478.0]","[50.0]","[-447467923]","[2700.3761999996204]","[false]","[47.0]","[47451.05039999719]","[1.0]","[40.303223645523154]","[1149.0]","[true]","[9.0]","[94.0]","[614.0]","[true]","[10.0]","[208.0]"
20000,20000,14.250916691424768,78.37639993715023,64.51464927025634,0.4627374394042387,45.353829259830874,50856.991199994416,42.0,1,"[0.4627374394042387]","[88.41]","[78.37639993715023]","[10.0]","[2.0]","[5.0]","[64.51464927025634]","[96.0]","[50.0]","[936177570]","[5192.482199996826]","[false]","[42.0]","[50856.991199994416]","[14.250916691424768]","[45.353829259830874]","[4479.0]","[true]","[9.0]","[6.666237832767947]","[3944.0]","[true]","[10.0]","[250.0]"
20000,20000,3.3756851788712776,42.64430895369865,62.01551981676614,0.0,15.000982027134508,46513.30239999711,37.0,2,"[0.0,0.0]","[50.6,49.9]","[42.64430895369865,42.64430895369865]","[10.0,10.0]","[2.0,2.0]","[5.0,5.0]","[62.01551981676614,62.01551981676614]","[466.0,521.0]","[50.0,50.0]","[502590317,800382193]","[1919.7541999994355,2032.5593999994744]","[false,false]","[37.0,40.0]","[46513.30239999711,47250.479999997144]","[3.3756851788712776,3.3756851788712776]","[15.000982027134508,15.000982027134508]","[765.0,758.0]","[true,true]","[9.0,9.0]","[26.36501785091191,27.549962473424806]","[230.0,223.0]","[true,true]","[10.0,10.0]","[211.0,233.0]"
20000,20000,1.0,82.27423367256036,96.12883621646345,0.7989352296478638,20.202047477093465,44856.655999997725,40.0,1,"[0.7989352296478638]","[38.0]","[82.27423367256036]","[10.0]","[2.0]","[5.0]","[96.12883621646345]","[1196.0]","[50.0]","[64738361]","[483.4597999999969]","[false]","[40.0]","[44856.655999997725]","[1.0]","[20.202047477093465]","[387.0]","[true]","[9.0]","[92.0]","[-148.0]","[true]","[10.0]","[202.0]"
20000,20000,8.936243656602247,91.59533010685446,96.25017979487104,0.6523539140727205,50.0,53716.809599993816,32.0,1,"[0.6523539140727205]","[92.53]","[91.59533010685446]","[10.0]","[2.0]","[5.0]","[96.25017979487104]","[184.0]","[50.0]","[-1420075787]","[8015.303999996235]","[false]","[32.0]","[53716.809599993816]","[8.936243656602247]","[50.0]","[5356.0]","[true]","[9.0]","[9.623730429111761]","[4821.0]","[true]","[10.0]","[250.0]"
20000,20000,8.63201558385201,74.92450010417241,93.76339662818852,0.4464235625773279,30.54638175606656,52058.91119999435,49.0,1,"[0.4464235625773279]","[87.76]","[74.92450010417241]","[10.0]","[2.0]","[5.0]","[93.76339662818852]","[203.0]","[50.0]","[-1492011707]","[6470.648999996723]","[false]","[49.0]","[52058.91119999435]","[8.63201558385201]","[30.54638175606656]","[3525.0]","[true]","[9.0]","[10.54214964234246]","[2990.0]","[true]","[10.0]","[247.0]"
20000,20000,16.744322286868787,89.23275036478961,36.66359058141852,0.5911788859456327,5.0,47317.58719999718,37.0,1,"[0.5911788859456327]","[49.89]","[89.23275036478961]","[10.0]","[2.0]","[5.0]","[36.66359058141852]","[51.0]","[50.0]","[1174895618]","[2650.609199999497]","[false]","[37.0]","[47317.58719999718]","[16.744322286868787]","[5.0]","[642.0]","[true]","[9.0]","[5.494399738838528]","[107.0]","[true]","[10.0]","[241.0]"
20000,20000,10.102081934721578,69.02142474964364,67.65990507652741,0.6657655168595139,37.21513656938798,51150.459999994804,22.0,1,"[0.6657655168595139]","[82.86]","[69.02142474964364]","[10.0]","[2.0]","[5.0]","[67.65990507652741]","[124.0]","[50.0]","[2111860146]","[5238.868799997261]","[false]","[22.0]","[51150.459999994804]","[10.102081934721578]","[37.21513656938798]","[3552.0]","[true]","[9.0]","[9.2060231347315]","[3017.0]","[true]","[10.0]","[250.0]"
20000,20000,4.518751806568412,76.51573101709646,12.016614560268296,0.7113293234152656,28.9410354835392,44459.2711999978,52.0,1,"[0.7113293234152656]","[39.06]","[76.51573101709646]","[10.0]","[2.0]","[5.0]","[12.016614560268296]","[251.0]","[50.0]","[399154647]","[-395.31899999987945]","[false]","[52.0]","[44459.2711999978]","[4.518751806568412]","[28.9410354835392]","[548.0]","[true]","[9.0]","[19.474404385760707]","[13.0]","[true]","[10.0]","[210.0]"
20000,20000,10.410682423233006,62.09305014861736,17.743690700030513,0.4126596969323231,6.077986367844707,44515.61119999795,39.0,2,"[0.4126596969323231,0.4126596969323231]","[36.9,32.47]","[62.09305014861736,62.09305014861736]","[10.0,10.0]","[2.0,2.0]","[5.0,5.0]","[17.743690700030513,17.743690700030513]","[66.0,110.0]","[50.0,50.0]","[1973202758,626873909]","[-366.27260000004026,-675.6417999996193]","[false,false]","[39.0,41.0]","[44592.734399997615,44515.61119999795]","[10.410682423233006,10.410682423233006]","[6.077986367844707,6.077986367844707]","[394.0,285.0]","[true,true]","[9.0,9.0]","[9.413407883934509,8.644966424021488]","[-141.0,-250.0]","[true,true]","[10.0,10.0]","[240.0,226.0]"
20000,20000,8.49761269369773,89.58207817136967,75.19542224534604,0.27359820151920544,7.878289825065418,49626.525599996196,47.0,1,"[0.27359820151920544]","[64.46]","[89.58207817136967]","[10.0]","[2.0]","[5.0]","[75.19542224534604]","[129.0]","[50.0]","[-2074586520]","[4088.2181999984386]","[false]","[47.0]","[49626.525599996196]","[8.49761269369773]","[7.878289825065418]","[1224.0]","[true]","[9.0]","[11.179610488773738]","[689.0]","[true]","[10.0]","[249.0]"
20000,20000,1.8250002306109048,30.1535913458639,46.72022015954002,0.0,42.59922050002037,41426.67679999833,47.0,1,"[0.0]","[19.73]","[30.1535913458639]","[10.0]","[2.0]","[5.0]","[46.72022015954002]","[682.0]","[50.0]","[863901568]","[-3287.9397999994617]","[false]","[47.0]","[41426.67679999833]","[1.8250002306109048]","[42.59922050002037]","[85.0]","[true]","[9.0]","[48.76711712535397]","[-450.0]","[true]","[10.0]","[80.0]"
20000,20000,4.10660753001113,21.728056832620517,25.108345670194645,0.5572555438719518,36.7437758087316,48272.111999995876,46.0,1,"[0.5572555438719518]","[63.370000000000005]","[21.728056832620517]","[10.0]","[2.0]","[5.0]","[25.108345670194645]","[363.0]","[50.0]","[-247984362]","[2682.4099999981845]","[false]","[46.0]","[48272.111999995876]","[4.10660753001113]","[36.7437758087316]","[1349.0]","[true]","[9.0]","[22.646430008311004]","[814.0]","[true]","[10.0]","[236.0]"
20000,20000,10.645620967456166,10.544562399076884,73.05738192860936,0.0,17.856604357712236,47289.792799996576,39.0,2,"[0.0,0.0]","[55.279999999999994,60.78]","[10.544562399076884,10.544562399076884]","[10.0,10.0]","[2.0,2.0]","[5.0,5.0]","[73.05738192860936,73.05738192860936]","[146.0,109.0]","[50.0,50.0]","[-1878461670,-1836779132]","[3221.270799998827,3835.126399998684]","[false,false]","[40.0,39.0]","[47289.792799996576,49280.22239999636]","[10.645620967456166,10.645620967456166]","[17.856604357712236,17.856604357712236]","[1065.0,1134.0]","[true,true]","[9.0,9.0]","[8.548115725535265,9.017792413751488]","[530.0,599.0]","[true,true]","[10.0,10.0]","[241.0,242.0]"
20000,20000,2.532500819067419,52.48533392054156,100.0,0.0,28.00873092991311,46658.78479999701,49.0,1,"[0.0]","[52.52]","[52.48533392054156]","[10.0]","[2.0]","[5.0]","[100.0]","[882.0]","[50.0]","[-1740721543]","[790.8883999995014]","[false]","[49.0]","[46658.78479999701]","[2.532500819067419]","[28.00873092991311]","[1069.0]","[true]","[9.0]","[35.537994429214855]","[534.0]","[true]","[10.0]","[223.0]"
20000,20000,5.449084939177888,49.862011848170496,8.283437181947672,0.4120008582805375,18.85572594439857,49652.31679999624,25.0,1,"[0.4120008582805375]","[61.68]","[49.862011848170496]","[10.0]","[2.0]","[5.0]","[8.283437181947672]","[218.0]","[50.0]","[-1966034767]","[4749.712399998629]","[false]","[25.0]","[49652.31679999624]","[5.449084939177888]","[18.85572594439857]","[1184.0]","[true]","[9.0]","[16.883568714177574]","[649.0]","[true]","[10.0]","[238.0]"
20000,20000,15.171100430157175,87.92960261569587,43.74197977246285,0.08272465269346146,27.94024880199253,51476.23039999488,32.0,1,"[0.08272465269346146]","[78.7]","[87.92960261569587]","[10.0]","[2.0]","[5.0]","[43.74197977246285]","[102.0]","[50.0]","[1967806411]","[6072.137399997358]","[false]","[32.0]","[51476.23039999488]","[15.171100430157175]","[27.94024880199253]","[2411.0]","[true]","[9.0]","[5.734587309636488]","[1876.0]","[true]","[10.0]","[250.0]"
20000,20000,13.596336283827702,83.15086167577984,66.32528770100915,1.0,22.470554199980402,48772.911999995595,33.0,1,"[1.0]","[78.23]","[83.15086167577984]","[10.0]","[2.0]","[5.0]","[66.32528770100915]","[92.0]","[50.0]","[248650222]","[3995.444999997919]","[false]","[33.0]","[48772.911999995595]","[13.596336283827702]","[22.470554199980402]","[2698.0]","[true]","[9.0]","[6.545881047813001]","[2163.0]","[true]","[10.0]","[249.0]"
20000,20000,1.6244117631679427,48.01932373007824,83.89712240482459,0.11107001580201008,40.30607336980925,49140.99999999637,41.0,1,"[0.11107001580201008]","[63.9]","[48.01932373007824]","[10.0]","[2.0]","[5.0]","[83.89712240482459]","[1526.0]","[50.0]","[-154608093]","[4293.98439999875]","[false]","[41.0]","[49140.99999999637]","[1.6244117631679427]","[40.30607336980925]","[1184.0]","[true]","[9.0]","[56.020278887005205]","[649.0]","[true]","[10.0]","[202.0]"
20000,20000,17.281042618789545,42.92993828423434,100.0,0.8276877309206708,40.331733065280865,52508.629599994005,32.0,1,"[0.8276877309206708]","[89.88000000000001]","[42.92993828423434]","[10.0]","[2.0]","[5.0]","[100.0]","[49.0]","[50.0]","[-590805769]","[7490.465599996314]","[false]","[32.0]","[52508.629599994005]","[17.281042618789545]","[40.331733065280865]","[4456.0]","[true]","[9.0]","[5.4394866139497005]","[3921.0]","[true]","[10.0]","[250.0]"
20000,20000,15.298329673020215,100.0,100.0,0.7703790276631384,47.65815426923769,53764.635999993596,25.0,1,"[0.7703790276631384]","[94.58]","[100.0]","[10.0]","[2.0]","[5.0]","[100.0]","[94.0]","[50.0]","[-1798191372]","[8522.739599996006]","[false]","[25.0]","[53764.635999993596]","[15.298329673020215]","[47.65815426923769]","[5980.0]","[true]","[9.0]","[5.882995197751683]","[5445.0]","[true]","[10.0]","[250.0]"
20000,20000,9.245277623415921,71.8080675378831,10.920191215395347,0.2804011073218059,40.89552092099435,48406.82719999614,31.0,1,"[0.2804011073218059]","[69.94]","[71.8080675378831]","[10.0]","[2.0]","[5.0]","[10.920191215395347]","[121.0]","[50.0]","[-2008675818]","[3357.425799998411]","[false]","[31.0]","[48406.82719999614]","[9.245277623415921]","[40.89552092099435]","[2208.0]","[true]","[9.0]","[10.167352872337988]","[1673.0]","[true]","[10.0]","[243.0]"
20000,20000,11.907985488278465,25.345149122855286,84.5748659070527,0.8504381122960846,49.61518942742129,53065.7695999942,37.0,1,"[0.8504381122960846]","[88.67]","[25.345149122855286]","[10.0]","[2.0]","[5.0]","[84.5748659070527]","[112.0]","[50.0]","[-116235335]","[8408.932799996488]","[false]","[37.0]","[53065.7695999942]","[11.907985488278465]","[49.61518942742129]","[4466.0]","[true]","[9.0]","[7.6419307102427325]","[3931.0]","[true]","[10.0]","[250.0]"
20000,20000,8.702450195982971,44.8425878588066,15.468557087390755,0.31780742653664507,6.188471113631608,43073.30719999818,53.0,1,"[0.31780742653664507]","[29.15]","[44.8425878588066]","[10.0]","[2.0]","[5.0]","[15.468557087390755]","[92.0]","[50.0]","[-845728912]","[-2856.7509999994]","[false]","[53.0]","[43073.30719999818]","[8.702450195982971]","[6.188471113631608]","[186.0]","[true]","[9.0]","[10.112094642106722]","[-349.0]","[true]","[10.0]","[135.0]"
20000,20000,4.369807309701782,0.0,60.188127380083145,0.0,24.14632442451407,43973.74559999796,57.0,2,"[0.0,0.0]","[30.819999999999997,34.06]","[0.0,0.0]","[10.0,10.0]","[2.0,2.0]","[5.0,5.0]","[60.188127380083145,60.188127380083145]","[390.0,339.0]","[50.0,50.0]","[527712011,1286481811]","[-507.685999999645,-994.6513999998278]","[false,false]","[57.0,58.0]","[44147.27279999811,43973.74559999796]","[4.369807309701782,4.369807309701782]","[24.14632442451407,24.14632442451407]","[244.0,275.0]","[true,true]","[9.0,9.0]","[21.74008903987194,20.367030784722132]","[-291.0,-260.0]","[true,true]","[10.0,10.0]","[193.0,202.0]"
20000,20000,16.456149972829955,5.610476152208612,13.874793837265083,0.27069250293805236,19.873265439927934,46257.89439999751,52.0,1,"[0.27069250293805236]","[41.99]","[5.610476152208612]","[10.0]","[2.0]","[5.0]","[13.874793837265083]","[60.0]","[50.0]","[1596460210]","[1755.9299999996874]","[false]","[52.0]","[46257.89439999751]","[16.456149972829955]","[19.873265439927934]","[503.0]","[true]","[9.0]","[5.712150178212971]","[-32.0]","[true]","[10.0]","[240.0]"
20000,20000,8.58203694615936,20.408707247993483,84.25234066756988,0.9386159455695663,19.41430206426252,49938.02319999507,28.0,3,"[0.9386159455695663,0.9386159455695663,0.9386159455695663]","[76.22,74.7,79.27]","[20.408707247993483,20.408707247993483,20.408707247993483]","[10.0,10.0,10.0]","[2.0,2.0,2.0]","[5.0,5.0,5.0]","[84.25234066756988,84.25234066756988,84.25234066756988]","[174.0,198.0,162.0]","[50.0,50.0,50.0]","[907893979,1170180717,-2123421433]","[5426.4183999977395,5178.710199997819,5135.954399997361]","[false,false,false]","[28.0,42.0,38.0]","[50256.28159999542,50546.74559999542,49938.02319999507]","[8.58203694615936,8.58203694615936,8.58203694615936]","[19.41430206426252,19.41430206426252,19.41430206426252]","[2329.0,2169.0,2257.0]","[true,true,true]","[9.0,9.0,9.0]","[10.487020804574476,10.370498351190315,10.720065711342798]","[1794.0,1634.0,1722.0]","[true,true,true]","[10.0,10.0,10.0]","[250.0,249.0,246.0]"
20000,20000,1.7863623672361522,15.195256916212601,49.355429614321366,0.15570737165323414,5.0,42705.719999998284,61.0,1,"[0.15570737165323414]","[22.439999999999998]","[15.195256916212601]","[10.0]","[2.0]","[5.0]","[49.355429614321366]","[1025.0]","[50.0]","[1710179423]","[-2462.5587999993586]","[false]","[61.0]","[42705.719999998284]","[1.7863623672361522]","[5.0]","[100.0]","[true]","[9.0]","[48.14252784168232]","[-435.0]","[true]","[10.0]","[128.0]"
20000,20000,9.246388832056592,69.14349392903691,42.24170561567979,0.351391429447452,9.630502020444474,47065.9351999966,49.0,2,"[0.351391429447452,0.351391429447452]","[59.13,59.050000000000004]","[69.14349392903691,69.14349392903691]","[10.0,10.0]","[2.0,2.0]","[5.0,5.0]","[42.24170561567979,42.24170561567979]","[164.0,147.0]","[50.0,50.0]","[-797395311,-693566340]","[2018.2865999989735,3028.9009999990885]","[false,false]","[50.0,49.0]","[47065.9351999966,47669.64959999671]","[9.246388832056592,9.246388832056592]","[9.630502020444474,9.630502020444474]","[1005.0,875.0]","[true,true]","[9.0,9.0]","[9.625379336357037,9.517229006735048]","[470.0,340.0]","[true,true]","[10.0,10.0]","[243.0,240.0]"
20000,20000,13.003344559268765,61.22587524558778,77.49696312042114,0.7294862755970279,46.234821477482654,51919.688799994066,28.0,2,"[0.7294862755970279,0.7294862755970279]","[91.19,90.92]","[61.22587524558778,61.22587524558778]","[10.0,10.0]","[2.0,2.0]","[5.0,5.0]","[77.49696312042114,77.49696312042114]","[107.0,92.0]","[50.0,50.0]","[1656795349,1691386049]","[6448.050399996384,8018.559199996533]","[false,false]","[44.0,28.0]","[51919.688799994066,52971.11839999415]","[13.003344559268765,13.003344559268765]","[46.234821477482654,46.234821477482654]","[4777.0,4834.0]","[true,true]","[9.0,9.0]","[6.767489671514836,7.152006130123633]","[4242.0,4299.0]","[true,true]","[10.0,10.0]","[250.0,250.0]"
20000,20000,11.703724640583728,4.826280335861805,35.16178886594531,0.03126484856004896,19.109854911588474,44688.637599997484,49.0,2,"[0.03126484856004896,0.03126484856004896]","[41.05,39.019999999999996]","[4.826280335861805,4.826280335861805]","[10.0,10.0]","[2.0,2.0]","[5.0,5.0]","[35.16178886594531,35.16178886594531]","[96.0,104.0]","[50.0,50.0]","[1246643382,-491623062]","[-68.42180000008375,258.0372000003117]","[false,false]","[49.0,50.0]","[44688.637599997484,45092.78319999794]","[11.703724640583728,11.703724640583728]","[19.109854911588474,19.109854911588474]","[529.0,429.0]","[true,true]","[9.0,9.0]","[8.202516971999776,7.689859661249789]","[-6.0,-106.0]","[true,true]","[10.0,10.0]","[241.0,240.0]"
20000,20000,7.143694789960834,100.0,13.555360099267135,0.0,21.39464360461045,46119.42319999753,42.0,2,"[0.0,0.0]","[44.379999999999995,47.56]","[100.0,100.0]","[10.0,10.0]","[2.0,2.0]","[5.0,5.0]","[13.555360099267135,13.555360099267135]","[147.0,170.0]","[50.0,50.0]","[-522362531,1765165915]","[576.4833999997645,1074.4037999997163]","[false,false]","[48.0,42.0]","[46119.42319999753,46193.04079999745]","[7.143694789960834,7.143694789960834]","[21.39464360461045,21.39464360461045]","[679.0,712.0]","[true,true]","[9.0,9.0]","[12.458538979727038,12.458538979727038]","[144.0,177.0]","[true,true]","[10.0,10.0]","[240.0,237.0]"
20000,20000,13.04823708006708,90.07296150164483,73.42478820954737,0.8162121094215686,50.0,50393.25039999443,16.0,2,"[0.8162121094215686,0.8162121094215686]","[90.34,92.58999999999999]","[90.07296150164483,90.07296150164483]","[10.0,10.0]","[2.0,2.0]","[5.0,5.0]","[73.42478820954737,73.42478820954737]","[94.0,109.0]","[50.0,50.0]","[-1349013888,-1708119702]","[5057.8295999967595,7563.582399996245]","[false,false]","[43.0,16.0]","[50393.25039999443,53139.88799999388]","[13.04823708006708,13.04823708006708]","[50.0,50.0]","[4936.0,5339.0]","[true,true]","[9.0,9.0]","[6.820844797184085,6.974122208356761]","[4401.0,4804.0]","[true,true]","[10.0,10.0]","[248.0,250.0]"
20000,20000,14.813446281113384,72.92296239543951,62.461878222105526,0.3927604308009483,45.5099316759557,51435.164799994476,24.0,3,"[0.3927604308009483,0.3927604308009483,0.3927604308009483]","[87.3,87.94999999999999,88.47]","[72.92296239543951,72.92296239543951,72.92296239543951]","[10.0,10.0,10.0]","[2.0,2.0,2.0]","[5.0,5.0,5.0]","[62.461878222105526,62.461878222105526,62.461878222105526]","[74.0,103.0,52.0]","[50.0,50.0,50.0]","[635197856,382940737,-1312376168]","[8094.17999999669,8417.884599996556,6679.357399996756]","[false,false,false]","[41.0,24.0,40.0]","[52622.81199999439,52577.73999999426,51435.164799994476]","[14.813446281113384,14.813446281113384,14.813446281113384]","[45.5099316759557,45.5099316759557,45.5099316759557]","[4010.0,4218.0,4127.0]","[true,true,true]","[9.0,9.0,9.0]","[6.143067472153442,6.075561236195711,6.143067472153442]","[3475.0,3683.0,3592.0]","[true,true,true]","[10.0,10.0,10.0]","[250.0,248.0,250.0]"
20000,20000,8.832237628546666,49.16371486275352,12.691763095475613,0.4072906749111863,43.5522717046426,50745.06239999518,43.0,1,"[0.4072906749111863]","[76.33]","[49.16371486275352]","[10.0]","[2.0]","[5.0]","[12.691763095475613]","[167.0]","[50.0]","[-1223048099]","[5171.761599997495]","[false]","[43.0]","[50745.06239999518]","[8.832237628546666]","[43.5522717046426]","[2438.0]","[true]","[9.0]","[10.076721635335444]","[1903.0]","[true]","[10.0]","[245.0]"
20000,20000,11.8138057416666,44.70270600935592,44.937939040904844,0.3001568860508665,34.51881410195776,50684.715999995184,37.0,1,"[0.3001568860508665]","[77.55]","[44.70270600935592]","[10.0]","[2.0]","[5.0]","[44.937939040904844]","[103.0]","[50.0]","[21015311]","[5755.443999997515]","[false]","[37.0]","[50684.715999995184]","[11.8138057416666]","[34.51881410195776]","[2464.0]","[true]","[9.0]","[8.210732605657014]","[1929.0]","[true]","[10.0]","[246.0]"
20000,20000,7.62753195353412,92.30224053741031,12.204121764398085,0.0,23.616839017326114,44519.36719999745,41.0,1,"[0.0]","[45.65]","[92.30224053741031]","[10.0]","[2.0]","[5.0]","[12.204121764398085]","[135.0]","[50.0]","[655881253]","[-482.0826000001034]","[false]","[41.0]","[44519.36719999745]","[7.62753195353412]","[23.616839017326114]","[785.0]","[true]","[9.0]","[11.53715258567043]","[250.0]","[true]","[10.0]","[220.0]"
20000,20000,20.0,25.519183231340154,79.07304860255381,0.41449365647901365,9.257198621876967,48941.681599996016,38.0,1,"[0.41449365647901365]","[65.64999999999999]","[25.519183231340154]","[10.0]","[2.0]","[5.0]","[79.07304860255381]","[42.0]","[50.0]","[-2105601858]","[3802.386599998288]","[false]","[38.0]","[48941.681599996016]","[20.0]","[9.257198621876967]","[1324.0]","[true]","[9.0]","[4.55]","[789.0]","[true]","[10.0]","[250.0]"
20000,20000,18.287271087141065,97.4767694514708,33.7984554935736,0.5769811409052998,6.543525330419326,46455.96079999694,32.0,1,"[0.5769811409052998]","[54.59]","[97.4767694514708]","[10.0]","[2.0]","[5.0]","[33.7984554935736]","[41.0]","[50.0]","[1343210319]","[2025.485599999236]","[false]","[32.0]","[46455.96079999694]","[18.287271087141065]","[6.543525330419326]","[859.0]","[true]","[9.0]","[5.413601599071452]","[324.0]","[true]","[10.0]","[248.0]"
20000,20000,6.209534864505882,19.189472941092784,9.18761094617078,1.0,13.94124551100531,48575.847199996475,39.0,1,"[1.0]","[61.95]","[19.189472941092784]","[10.0]","[2.0]","[5.0]","[9.18761094617078]","[256.0]","[50.0]","[-559513543]","[2906.5805999988515]","[false]","[39.0]","[48575.847199996475]","[6.209534864505882]","[13.94124551100531]","[1162.0]","[true]","[9.0]","[14.81592454305687]","[627.0]","[true]","[10.0]","[240.0]"
20000,20000,18.094315089263283,65.59019693678192,1.0,0.4594520369933141,5.0,45634.64879999761,34.0,2,"[0.4594520369933141,0.4594520369933141]","[41.07,50.01]","[65.59019693678192,65.59019693678192]","[10.0,10.0]","[2.0,2.0]","[5.0,5.0]","[1.0,1.0]","[45.0,32.0]","[50.0,50.0]","[2030977108,-1555887681]","[-58.030200000081095,1953.8711999994557]","[false,false]","[42.0,34.0]","[45634.64879999761,47025.119999997296]","[18.094315089263283,18.094315089263283]","[5.0,5.0]","[495.0,675.0]","[true,true]","[9.0,9.0]","[5.139735853012966,4.918671945356494]","[-40.0,140.0]","[true,true]","[10.0,10.0]","[225.0,231.0]"
20000,20000,9.538436586032326,59.511820331074986,44.84292053645594,0.06662141334833149,7.176018699494854,46061.58079999748,34.0,1,"[0.06662141334833149]","[49.6]","[59.511820331074986]","[10.0]","[2.0]","[5.0]","[44.84292053645594]","[121.0]","[50.0]","[403904352]","[1162.920199999804]","[false]","[34.0]","[46061.58079999748]","[9.538436586032326]","[7.176018699494854]","[770.0]","[true]","[9.0]","[9.330669570139802]","[235.0]","[true]","[10.0]","[245.0]"
