evolution$generation,evolution$evaluated,nbSurveillants,tpsAuChamp,probaDiscu,qPrésenceBrousse,nbProTGMax,objective$om_stockMil,objective$om_charette,evolution$samples,qPrésenceBrousse,om_underTrees,tpsAuChamp,participants,fréquenceRéu,nombreBergers,probaDiscu,om_nbCoupe,probaDenonce,mySeed,om_delatMil,SPop,om_charette,om_stockMil,nbSurveillants,nbProTGMax,om_trees,coordinationRNA,engagésInitiaux,nbChampsVisités,om_delatArbres,SReprez,nbCoupeurs,om_caughtCutter
20000,20000,10.265177074071664,0.0,65.45450731275797,0.0,23.336117422603174,45207.21599999736,36.0,2,"[0.0,0.0]","[44.98,46.77]","[0.0,0.0]","[10.0,10.0]","[2.0,2.0]","[5.0,5.0]","[65.45450731275797,65.45450731275797]","[106.0,106.0]","[50.0,50.0]","[1161744409,-81387419]","[493.0376000000251,-92.27240000021266]","[false,false]","[39.0,36.0]","[45600.5943999976,45207.21599999736]","[10.265177074071664,10.265177074071664]","[23.336117422603174,23.336117422603174]","[539.0,595.0]","[true,true]","[9.0,9.0]","[9.25458950337604,8.475255650460163]","[4.0,60.0]","[true,true]","[10.0,10.0]","[240.0,226.0]"
20000,20000,8.006767760292725,37.96787639905467,59.88007596902335,0.5110563150345323,9.592795042936835,49691.37919999619,27.0,1,"[0.5110563150345323]","[63.05]","[37.96787639905467]","[10.0]","[2.0]","[5.0]","[59.88007596902335]","[198.0]","[50.0]","[1911336890]","[4633.526799998486]","[false]","[27.0]","[49691.37919999619]","[8.006767760292725]","[9.592795042936835]","[1257.0]","[true]","[9.0]","[11.864962597157536]","[722.0]","[true]","[10.0]","[243.0]"
20000,20000,7.386893121143404,51.956496387815555,68.62413925459406,0.23438992683774165,10.785667296360582,49283.97839999638,44.0,1,"[0.23438992683774165]","[60.940000000000005]","[51.956496387815555]","[10.0]","[2.0]","[5.0]","[68.62413925459406]","[227.0]","[50.0]","[1995022068]","[4801.419999998754]","[false]","[44.0]","[49283.97839999638]","[7.386893121143404]","[10.785667296360582]","[1260.0]","[true]","[9.0]","[12.72524164874473]","[725.0]","[true]","[10.0]","[241.0]"
20000,20000,18.019462279842177,58.57699640042213,67.8975217161678,0.5363982018284257,50.0,50886.53839999451,30.0,2,"[0.5363982018284257,0.5363982018284257]","[89.94,88.68]","[58.57699640042213,58.57699640042213]","[10.0,10.0]","[2.0,2.0]","[5.0,5.0]","[67.8975217161678,67.8975217161678]","[45.0,57.0]","[50.0,50.0]","[-811695424,-1459507142]","[6121.653999996903,6946.033399996595]","[false,false]","[30.0,32.0]","[50886.53839999451,52464.058399994276]","[18.019462279842177,18.019462279842177]","[50.0,50.0]","[4528.0,4393.0]","[true,true]","[9.0,9.0]","[5.10559075355526,5.10559075355526]","[3993.0,3858.0]","[true,true]","[10.0,10.0]","[250.0,250.0]"
20000,20000,16.113788483335156,62.15021060812599,46.297902771221956,0.49978588656904305,45.0261911224585,51204.295999994705,33.0,1,"[0.49978588656904305]","[84.45]","[62.15021060812599]","[10.0]","[2.0]","[5.0]","[46.297902771221956]","[59.0]","[50.0]","[-334188717]","[6847.438399997016]","[false]","[33.0]","[51204.295999994705]","[16.113788483335156]","[45.0261911224585]","[3658.0]","[true]","[9.0]","[5.709396030309458]","[3123.0]","[true]","[10.0]","[250.0]"
20000,20000,11.829183850405467,0.0,1.0,1.0,50.0,42966.636799998276,55.0,1,"[1.0]","[27.72]","[0.0]","[10.0]","[2.0]","[5.0]","[1.0]","[21.0]","[50.0]","[289591424]","[-1918.3143999994936]","[false]","[55.0]","[42966.636799998276]","[11.829183850405467]","[50.0]","[167.0]","[true]","[9.0]","[7.439228362063511]","[-368.0]","[true]","[10.0]","[52.0]"
20000,20000,10.456604595875753,98.28621050908913,80.55810200789054,0.8076277504604934,48.139168588210296,53762.63279999375,35.0,1,"[0.8076277504604934]","[92.58999999999999]","[98.28621050908913]","[10.0]","[2.0]","[5.0]","[80.55810200789054]","[172.0]","[50.0]","[213886686]","[8740.900599995999]","[false]","[35.0]","[53762.63279999375]","[10.456604595875753]","[48.139168588210296]","[5180.0]","[true]","[9.0]","[8.607000405800694]","[4645.0]","[true]","[10.0]","[249.0]"
20000,20000,12.251153681882709,97.79744542208215,100.0,0.9671809296622877,45.59504464993842,52389.18879999399,13.0,2,"[0.9671809296622877,0.9671809296622877]","[93.06,93.46]","[97.79744542208215,97.79744542208215]","[10.0,10.0]","[2.0,2.0]","[5.0,5.0]","[100.0,100.0]","[93.0,110.0]","[50.0,50.0]","[501867115,-321657727]","[8307.270399996254,7435.565399996136]","[false,false]","[13.0,33.0]","[53176.19599999384,52389.18879999399]","[12.251153681882709,12.251153681882709]","[45.59504464993842,45.59504464993842]","[5318.0,5334.0]","[true,true]","[9.0,9.0]","[7.101372022510633,7.42787188561457]","[4783.0,4799.0]","[true,true]","[10.0,10.0]","[250.0,250.0]"
20000,20000,13.189435667209283,100.0,80.04431088165619,0.8478893883802593,46.92773035509459,52762.53519999392,20.0,1,"[0.8478893883802593]","[93.02]","[100.0]","[10.0]","[2.0]","[5.0]","[80.04431088165619]","[108.0]","[50.0]","[411769130]","[7500.857199996317]","[false]","[20.0]","[52762.53519999392]","[13.189435667209283]","[46.92773035509459]","[5401.0]","[true]","[9.0]","[7.278552503854957]","[4866.0]","[true]","[10.0]","[249.0]"
20000,20000,1.7777556785927051,62.4081003861944,49.427674525379885,0.1161183573530553,5.0,42303.0767999982,46.0,2,"[0.1161183573530553,0.1161183573530553]","[24.959999999999997,28.189999999999998]","[62.4081003861944,62.4081003861944]","[10.0,10.0]","[2.0,2.0]","[5.0,5.0]","[49.427674525379885,49.427674525379885]","[539.0,525.0]","[50.0,50.0]","[526295116,949951936]","[-2913.341399999459,-2233.8809999994482]","[false,false]","[58.0,46.0]","[42303.0767999982,42990.925599998125]","[1.7777556785927051,1.7777556785927051]","[5.0,5.0]","[146.0,200.0]","[true,true]","[9.0,9.0]","[50.625629316647824,51.188136309055025]","[-389.0,-335.0]","[true,true]","[10.0,10.0]","[104.0,90.0]"
20000,20000,4.034340757487774,82.16628694831752,97.804394324201,0.7800793798848381,35.33259134562978,51508.78239999421,41.0,1,"[0.7800793798848381]","[89.51]","[82.16628694831752]","[10.0]","[2.0]","[5.0]","[97.804394324201]","[439.0]","[50.0]","[-1374771788]","[6185.63119999646]","[false]","[41.0]","[51508.78239999421]","[4.034340757487774]","[35.33259134562978]","[4127.0]","[true]","[9.0]","[23.79570932916936]","[3592.0]","[true]","[10.0]","[240.0]"
20000,20000,11.284781286886393,26.354800304241955,85.03894004266746,0.8793921368656947,48.170677163135885,52441.02159999426,23.0,1,"[0.8793921368656947]","[88.94999999999999]","[26.354800304241955]","[10.0]","[2.0]","[5.0]","[85.03894004266746]","[121.0]","[50.0]","[-1599298839]","[7464.674399996671]","[false]","[23.0]","[52441.02159999426]","[11.284781286886393]","[48.170677163135885]","[4780.0]","[true]","[9.0]","[7.975342872137497]","[4245.0]","[true]","[10.0]","[250.0]"
20000,20000,13.750178205585906,77.79234188918622,94.04653905938339,0.587254894368161,41.04338753684904,52411.975199994115,39.0,1,"[0.587254894368161]","[90.64999999999999]","[77.79234188918622]","[10.0]","[2.0]","[5.0]","[94.04653905938339]","[100.0]","[50.0]","[1286809048]","[8101.691999996314]","[false]","[39.0]","[52411.975199994115]","[13.750178205585906]","[41.04338753684904]","[4632.0]","[true]","[9.0]","[6.763548705297467]","[4097.0]","[true]","[10.0]","[250.0]"
20000,20000,6.362296157422318,91.45897585951451,65.07553265604456,0.003583806334335596,39.2383226092667,47842.92639999659,36.0,3,"[0.003583806334335596,0.003583806334335596,0.003583806334335596]","[61.62,67.23,63.75999999999999]","[91.45897585951451,91.45897585951451,91.45897585951451]","[10.0,10.0,10.0]","[2.0,2.0,2.0]","[5.0,5.0,5.0]","[65.07553265604456,65.07553265604456,65.07553265604456]","[233.0,235.0,263.0]","[50.0,50.0,50.0]","[-1328973165,2146822929,65382533]","[3136.134799998712,5215.644199997994,2968.6171999988583]","[false,false,false]","[40.0,36.0,47.0]","[47982.39919999643,49699.14159999577,47842.92639999659]","[6.362296157422318,6.362296157422318,6.362296157422318]","[39.2383226092667,39.2383226092667,39.2383226092667]","[1978.0,2151.0,2085.0]","[true,true,true]","[9.0,9.0,9.0]","[14.460188228218815,14.774540146223572,14.460188228218815]","[1443.0,1616.0,1550.0]","[true,true,true]","[10.0,10.0,10.0]","[241.0,241.0,242.0]"
20000,20000,15.15443694681008,35.03499425344674,49.25374165840756,0.36675976119977016,34.2178249906834,51010.9871999948,39.0,2,"[0.36675976119977016,0.36675976119977016]","[85.13,81.57]","[35.03499425344674,35.03499425344674]","[10.0,10.0]","[2.0,2.0]","[5.0,5.0]","[49.25374165840756,49.25374165840756]","[68.0,75.0]","[50.0,50.0]","[-1828790216,-155827515]","[6279.280799997025,5433.492199997105]","[false,false]","[44.0,39.0]","[51399.357599994604,51010.9871999948]","[15.15443694681008,15.15443694681008]","[34.2178249906834,34.2178249906834]","[3018.0,2583.0]","[true,true]","[9.0,9.0]","[6.2028038606730584,6.070829310445972]","[2483.0,2048.0]","[true,true]","[10.0,10.0]","[250.0,249.0]"
20000,20000,15.438863671540973,72.43971557298431,78.43887247600838,0.0,45.88973097381018,49863.65439999584,35.0,1,"[0.0]","[69.51]","[72.43971557298431]","[10.0]","[2.0]","[5.0]","[78.43887247600838]","[52.0]","[50.0]","[-547760532]","[5069.723599998222]","[false]","[35.0]","[49863.65439999584]","[15.438863671540973]","[45.88973097381018]","[2294.0]","[true]","[9.0]","[6.08853099553393]","[1759.0]","[true]","[10.0]","[248.0]"
20000,20000,1.0,51.56480259811258,79.75573099441696,0.2421166935487276,9.203534266977707,45031.93599999776,45.0,3,"[0.2421166935487276,0.2421166935487276,0.2421166935487276]","[49.26,40.89,42.72]","[51.56480259811258,51.56480259811258,51.56480259811258]","[10.0,10.0,10.0]","[2.0,2.0,2.0]","[5.0,5.0,5.0]","[79.75573099441696,79.75573099441696,79.75573099441696]","[1302.0,1477.0,1566.0]","[50.0,50.0,50.0]","[918911610,816357636,1447132265]","[1220.9503999997323,-448.90459999984887,1190.7771999999895]","[false,false,false]","[48.0,45.0,52.0]","[46391.60799999744,45031.93599999776,45499.43279999762]","[1.0,1.0,1.0]","[9.203534266977707,9.203534266977707,9.203534266977707]","[659.0,481.0,463.0]","[true,true,true]","[9.0,9.0,9.0]","[93.0,94.0,93.0]","[124.0,-54.0,-72.0]","[true,true,true]","[10.0,10.0,10.0]","[209.0,202.0,203.0]"
20000,20000,19.001396251766778,65.16061912224117,1.0,0.46185089447334216,13.754825962991639,46461.21919999684,49.0,1,"[0.46185089447334216]","[57.940000000000005]","[65.16061912224117]","[10.0]","[2.0]","[5.0]","[1.0]","[57.0]","[50.0]","[-1769464767]","[1208.7433999990972]","[false]","[49.0]","[46461.21919999684]","[19.001396251766778]","[13.754825962991639]","[1193.0]","[true]","[9.0]","[4.999632592324196]","[658.0]","[true]","[10.0]","[244.0]"
20000,20000,4.954673899113094,42.26480688837513,32.70779489859136,0.3046257396639518,27.265457350302658,45054.47199999744,37.0,2,"[0.3046257396639518,0.3046257396639518]","[42.17,60.92999999999999]","[42.26480688837513,42.26480688837513]","[10.0,10.0]","[2.0,2.0]","[5.0,5.0]","[32.70779489859136,32.70779489859136]","[384.0,365.0]","[50.0,50.0]","[-1721586930,396368595]","[21.534399999865855,3184.399399998765]","[false,false]","[46.0,37.0]","[45054.47199999744,47843.927999996384]","[4.954673899113094,4.954673899113094]","[27.265457350302658,27.265457350302658]","[573.0,1216.0]","[true,true]","[9.0,9.0]","[18.366496333147044,18.77015559321621]","[38.0,681.0]","[true,true]","[10.0,10.0]","[240.0,240.0]"
20000,20000,14.177590884913487,46.94031174868639,25.374547573239173,0.37655269832449634,5.0,44090.6823999982,44.0,2,"[0.37655269832449634,0.37655269832449634]","[35.13,44.690000000000005]","[46.94031174868639,46.94031174868639]","[10.0,10.0]","[2.0,2.0]","[5.0,5.0]","[25.374547573239173,25.374547573239173]","[77.0,81.0]","[50.0,50.0]","[2096674904,1030061047]","[-977.1859999994049,1219.260199999735]","[false,false]","[54.0,44.0]","[44090.6823999982,46015.75759999743]","[14.177590884913487,14.177590884913487]","[5.0,5.0]","[354.0,521.0]","[true,true]","[9.0,9.0]","[6.5596475984479286,6.348046063014125]","[-181.0,-14.0]","[true,true]","[10.0,10.0]","[240.0,242.0]"
20000,20000,8.773958310046954,1.7241419321826397,3.66014980023984,0.6721822290589526,36.762646016982025,42775.581599998135,47.0,3,"[0.6721822290589526,0.6721822290589526,0.6721822290589526]","[25.27,32.18,29.25]","[1.7241419321826397,1.7241419321826397,1.7241419321826397]","[10.0,10.0,10.0]","[2.0,2.0,2.0]","[5.0,5.0,5.0]","[3.66014980023984,3.66014980023984,3.66014980023984]","[53.0,59.0,61.0]","[50.0,50.0,50.0]","[-1884621217,-1611671492,237729718]","[-2176.101199999546,-1805.8847999998252,-1066.2657999995135]","[false,false,false]","[56.0,49.0,47.0]","[42775.581599998135,43281.89039999797,43851.55039999838]","[8.773958310046954,8.773958310046954,8.773958310046954]","[36.762646016982025,36.762646016982025,36.762646016982025]","[136.0,210.0,204.0]","[true,true,true]","[9.0,9.0,9.0]","[10.14365430686936,10.029680662971952,10.599548882458995]","[-399.0,-325.0,-331.0]","[true,true,true]","[10.0,10.0,10.0]","[114.0,115.0,82.0]"
20000,20000,2.3391973560260135,50.122737002285,59.80660847090641,0.27934614000254077,16.062916844614183,46402.12479999748,42.0,4,"[0.27934614000254077,0.27934614000254077,0.27934614000254077,0.27934614000254077]","[54.32,66.05,62.31,51.13999999999999]","[50.122737002285,50.122737002285,50.122737002285,50.122737002285]","[10.0,10.0,10.0,10.0]","[2.0,2.0,2.0,2.0]","[5.0,5.0,5.0,5.0]","[59.80660847090641,59.80660847090641,59.80660847090641,59.80660847090641]","[780.0,728.0,722.0,840.0]","[50.0,50.0,50.0,50.0]","[-1589200862,280688221,819825509,1644756402]","[2171.7817999994295,3774.654799998585,3501.530999998802,1356.9801999998017]","[false,false,false,false]","[49.0,42.0,43.0,45.0]","[46761.69919999707,48919.14559999622,48654.4727999965,46402.12479999748]","[2.3391973560260135,2.3391973560260135,2.3391973560260135,2.3391973560260135]","[16.062916844614183,16.062916844614183,16.062916844614183,16.062916844614183]","[865.0,1263.0,1150.0,786.0]","[true,true,true,true]","[9.0,9.0,9.0,9.0]","[38.047238626842166,38.902232753288054,39.329729816511,39.75722687973394]","[330.0,728.0,615.0,251.0]","[true,true,true,true]","[10.0,10.0,10.0,10.0]","[214.0,228.0,224.0,224.0]"
20000,20000,9.762267086877266,96.80227692461246,95.74552632308244,0.7280766384183522,50.0,54167.27919999356,40.0,1,"[0.7280766384183522]","[94.94]","[96.80227692461246]","[10.0]","[2.0]","[5.0]","[95.74552632308244]","[152.0]","[50.0]","[-744506962]","[9310.122399995918]","[false]","[40.0]","[54167.27919999356]","[9.762267086877266]","[50.0]","[5959.0]","[true]","[9.0]","[9.731346126321608]","[5424.0]","[true]","[10.0]","[249.0]"
20000,20000,11.55359026133343,53.89069974723613,49.11436066857421,0.6255031373754595,32.70381840234454,51204.04559999485,24.0,3,"[0.6255031373754595,0.6255031373754595,0.6255031373754595]","[83.23,83.07,81.54]","[53.89069974723613,53.89069974723613,53.89069974723613]","[10.0,10.0,10.0]","[2.0,2.0,2.0]","[5.0,5.0,5.0]","[49.11436066857421,49.11436066857421,49.11436066857421]","[96.0,128.0,100.0]","[50.0,50.0,50.0]","[-1390890395,-1989510777,537727138]","[6575.8795999970025,5992.51019999729,7330.647799997132]","[false,false,false]","[24.0,24.0,40.0]","[51873.615199994616,51204.04559999485,51680.30639999493]","[11.55359026133343,11.55359026133343,11.55359026133343]","[32.70381840234454,32.70381840234454,32.70381840234454]","[3164.0,3176.0,2864.0]","[true,true,true]","[9.0,9.0,9.0]","[8.135999102771645,7.9628927388828865,7.9628927388828865]","[2629.0,2641.0,2329.0]","[true,true,true]","[10.0,10.0,10.0]","[249.0,250.0,248.0]"
20000,20000,11.701215698137863,5.054520979895185,40.219219146607685,0.2517321684445009,18.404255971247448,45866.26879999713,47.0,2,"[0.2517321684445009,0.2517321684445009]","[44.05,50.49]","[5.054520979895185,5.054520979895185]","[10.0,10.0]","[2.0,2.0]","[5.0,5.0]","[40.219219146607685,40.219219146607685]","[109.0,112.0]","[50.0,50.0]","[791416396,-1994284296]","[587.0627999999488,891.8621999993848]","[false,false]","[51.0,47.0]","[45923.860799997616,45866.26879999713]","[11.701215698137863,11.701215698137863]","[18.404255971247448,18.404255971247448]","[516.0,724.0]","[true,true]","[9.0,9.0]","[8.11881452754677,7.947892116440522]","[-19.0,189.0]","[true,true]","[10.0,10.0]","[241.0,240.0]"
20000,20000,7.5317177190302775,54.665883114790326,62.92915236232697,0.0,9.884596362224835,47304.81679999688,44.0,2,"[0.0,0.0]","[51.910000000000004,53.52]","[54.665883114790326,54.665883114790326]","[10.0,10.0]","[2.0,2.0]","[5.0,5.0]","[62.92915236232697,62.92915236232697]","[192.0,212.0]","[50.0,50.0]","[345031391,1859086524]","[3195.1039999992063,2502.6853999991727]","[false,false]","[44.0,48.0]","[48615.15999999692,47304.81679999688]","[7.5317177190302775,7.5317177190302775]","[9.884596362224835,9.884596362224835]","[798.0,771.0]","[true,true]","[9.0,9.0]","[12.21500903672279,12.613324548789837]","[263.0,236.0]","[true,true]","[10.0,10.0]","[242.0,240.0]"
20000,20000,1.6489627420606978,61.96841322326889,92.84427922337213,0.22693965314845274,8.3687474974414,44505.5951999977,52.0,1,"[0.22693965314845274]","[36.99]","[61.96841322326889]","[10.0]","[2.0]","[5.0]","[92.84427922337213]","[1696.0]","[50.0]","[-1261525726]","[-805.0985999999903]","[false]","[52.0]","[44505.5951999977]","[1.6489627420606978]","[8.3687474974414]","[372.0]","[true]","[9.0]","[58.21841667570332]","[-163.0]","[true]","[10.0]","[200.0]"
20000,20000,2.148909775004684,56.45075489458403,27.401071205269474,0.19219534319810858,50.0,44293.75679999833,56.0,1,"[0.19219534319810858]","[26.05]","[56.45075489458403]","[10.0]","[2.0]","[5.0]","[27.401071205269474]","[287.0]","[50.0]","[1103126076]","[-1137.942799999284]","[false]","[56.0]","[44293.75679999833]","[2.148909775004684]","[50.0]","[159.0]","[true]","[9.0]","[42.8124070494302]","[-376.0]","[true]","[10.0]","[79.0]"
20000,20000,9.216836442696973,49.97095867133295,12.654902873657257,0.38825659674780444,45.91737508145733,47943.086399996595,45.0,1,"[0.38825659674780444]","[59.37]","[49.97095867133295]","[10.0]","[2.0]","[5.0]","[12.654902873657257]","[143.0]","[50.0]","[1457673089]","[2380.865799998908]","[false]","[45.0]","[47943.086399996595]","[9.216836442696973]","[45.91737508145733]","[1713.0]","[true]","[9.0]","[9.981732948391079]","[1178.0]","[true]","[10.0]","[240.0]"
20000,20000,19.95692874443955,12.443662397672067,14.586438343943062,0.19261953754882763,18.334383765142405,46699.09919999728,36.0,1,"[0.19261953754882763]","[49.7]","[12.443662397672067]","[10.0]","[2.0]","[5.0]","[14.586438343943062]","[55.0]","[50.0]","[-2094405970]","[1116.4083999996292]","[false]","[36.0]","[46699.09919999728]","[19.95692874443955]","[18.334383765142405]","[740.0]","[true]","[9.0]","[4.609927768852373]","[205.0]","[true]","[10.0]","[245.0]"
20000,20000,9.295970998037038,0.0,100.0,0.24239934210575817,47.51002381674562,46955.25839999721,53.0,1,"[0.24239934210575817]","[47.05]","[0.0]","[10.0]","[2.0]","[5.0]","[100.0]","[151.0]","[50.0]","[1314129436]","[1242.7351999994717]","[false]","[53.0]","[46955.25839999721]","[9.295970998037038]","[47.51002381674562]","[593.0]","[true]","[9.0]","[10.004334137836501]","[58.0]","[true]","[10.0]","[238.0]"
20000,20000,13.16547030501199,100.0,85.83551161075751,0.914083755860089,49.99999999999999,52232.438399994,22.0,2,"[0.914083755860089,0.914083755860089]","[92.36999999999999,94.59]","[100.0,100.0]","[10.0,10.0]","[2.0,2.0]","[5.0,5.0]","[85.83551161075751,85.83551161075751]","[107.0,93.0]","[50.0,50.0]","[-1718177165,-1001662380]","[8346.144999996177,7140.21859999626]","[false,false]","[22.0,38.0]","[53292.131199993804,52232.438399994]","[13.16547030501199,13.16547030501199]","[49.99999999999999,49.99999999999999]","[5620.0,5553.0]","[true,true]","[9.0,9.0]","[7.063932988751312,7.215845526143814]","[5085.0,5018.0]","[true,true]","[10.0,10.0]","[249.0,250.0]"
20000,20000,2.5234071147834145,47.859454009426585,100.0,0.2050893766371035,19.29775160672756,50830.44879999531,34.0,1,"[0.2050893766371035]","[74.79]","[47.859454009426585]","[10.0]","[2.0]","[5.0]","[100.0]","[783.0]","[50.0]","[-1997425872]","[5723.392799997571]","[false]","[34.0]","[50830.44879999531]","[2.5234071147834145]","[19.29775160672756]","[1869.0]","[true]","[9.0]","[36.45864334019539]","[1334.0]","[true]","[10.0]","[230.0]"
20000,20000,3.1373241873285833,93.3659414185767,88.64428295903409,0.03969639370910688,9.367876531674245,46902.42399999676,46.0,2,"[0.03969639370910688,0.03969639370910688]","[61.19,58.489999999999995]","[93.3659414185767,93.3659414185767]","[10.0,10.0]","[2.0,2.0]","[5.0,5.0]","[88.64428295903409,88.64428295903409]","[570.0,529.0]","[50.0,50.0]","[-2129631056,308563889]","[2286.1519999988523,1552.3547999990478]","[false,false]","[49.0,46.0]","[47924.807199996474,46902.42399999676]","[3.1373241873285833,3.1373241873285833]","[9.367876531674245,9.367876531674245]","[1010.0,1029.0]","[true,true]","[9.0,9.0]","[29.961838301460507,28.36812349819133]","[475.0,494.0]","[true,true]","[10.0,10.0]","[230.0,225.0]"
20000,20000,12.17066094524234,29.477380865913755,81.48456312800482,0.8808100979491811,42.65330641601726,51868.6071999944,35.0,1,"[0.8808100979491811]","[88.94999999999999]","[29.477380865913755]","[10.0]","[2.0]","[5.0]","[81.48456312800482]","[116.0]","[50.0]","[357133484]","[7039.745599996684]","[false]","[35.0]","[51868.6071999944]","[12.17066094524234]","[42.65330641601726]","[4077.0]","[true]","[9.0]","[7.723491799083085]","[3542.0]","[true]","[10.0]","[245.0]"
20000,20000,1.0839008746404484,0.0,85.83446214255234,0.24575558183126403,20.736039657617418,42119.032799998145,54.0,2,"[0.24575558183126403,0.24575558183126403]","[24.79,24.740000000000002]","[0.0,0.0]","[10.0,10.0]","[2.0,2.0]","[5.0,5.0]","[85.83446214255234,85.83446214255234]","[750.0,754.0]","[50.0,50.0]","[-1777022053,1485087721]","[-3474.7381999995196,-2559.9017999993666]","[false,false]","[58.0,54.0]","[42119.032799998145,42997.68639999833]","[1.0839008746404484,1.0839008746404484]","[20.736039657617418,20.736039657617418]","[149.0,138.0]","[true,true]","[9.0,9.0]","[86.7237975346977,86.7237975346977]","[-386.0,-397.0]","[true,true]","[10.0,10.0]","[90.0,87.0]"
20000,20000,8.948467437246363,78.22335554057193,16.778334716191328,0.2770801377790451,40.62641260659897,49122.971199995955,44.0,1,"[0.2770801377790451]","[72.75]","[78.22335554057193]","[10.0]","[2.0]","[5.0]","[16.778334716191328]","[151.0]","[50.0]","[941309056]","[3894.7215999982727]","[false]","[44.0]","[49122.971199995955]","[8.948467437246363]","[40.62641260659897]","[2328.0]","[true]","[9.0]","[10.392841081692321]","[1793.0]","[true]","[10.0]","[242.0]"
20000,20000,17.699379112761815,89.12142301873419,93.8774122751669,0.7699767646657314,46.73013124193158,51708.851999994135,31.0,4,"[0.7699767646657314,0.7699767646657314,0.7699767646657314,0.7699767646657314]","[91.43,93.75,93.67,93.26]","[89.12142301873419,89.12142301873419,89.12142301873419,89.12142301873419]","[10.0,10.0,10.0,10.0]","[2.0,2.0,2.0,2.0]","[5.0,5.0,5.0,5.0]","[93.8774122751669,93.8774122751669,93.8774122751669,93.8774122751669]","[61.0,59.0,61.0,49.0]","[50.0,50.0,50.0,50.0]","[1220670986,-757018105,1712948597,464629449]","[7565.648199996249,7932.859799996128,8861.342999995999,6534.313199996424]","[false,false,false,false]","[35.0,31.0,31.0,35.0]","[52972.119999993934,52924.79439999388,53863.29359999363,51708.851999994135]","[17.699379112761815,17.699379112761815,17.699379112761815,17.699379112761815]","[46.73013124193158,46.73013124193158,46.73013124193158,46.73013124193158]","[5290.0,5807.0,5358.0,5548.0]","[true,true,true,true]","[9.0,9.0,9.0,9.0]","[5.310920761747117,5.028424976547803,5.367419918786981,5.197922447667392]","[4755.0,5272.0,4823.0,5013.0]","[true,true,true,true]","[10.0,10.0,10.0,10.0]","[250.0,250.0,250.0,250.0]"
20000,20000,8.293681746500297,44.63289698303195,30.36287601245891,0.4431650803631379,50.0,51507.78079999473,34.0,2,"[0.4431650803631379,0.4431650803631379]","[87.81,84.71]","[44.63289698303195,44.63289698303195]","[10.0,10.0]","[2.0,2.0]","[5.0,5.0]","[30.36287601245891,30.36287601245891]","[158.0,154.0]","[50.0,50.0]","[1104403893,167080903]","[6872.478399996951,7072.234999996952]","[false,false]","[34.0,40.0]","[52289.52959999449,51507.78079999473]","[8.293681746500297,8.293681746500297]","[50.0,50.0]","[3497.0,3293.0]","[true,true]","[9.0,9.0]","[10.610486716244393,11.333928992351964]","[2962.0,2758.0]","[true,true]","[10.0,10.0]","[245.0,245.0]"
20000,20000,1.9067441767764128,53.046718729643715,96.99785207667922,0.2529004421546666,8.613825061870939,43335.726399998086,44.0,2,"[0.2529004421546666,0.2529004421546666]","[33.26,33.51]","[53.046718729643715,53.046718729643715]","[10.0,10.0]","[2.0,2.0]","[5.0,5.0]","[96.99785207667922,96.99785207667922]","[1672.0,1659.0]","[50.0,50.0]","[1260588685,-1499916110]","[-391.500399999597,-1632.4827999995832]","[false,false]","[44.0,47.0]","[44832.367199998116,43335.726399998086]","[1.9067441767764128,1.9067441767764128]","[8.613825061870939,8.613825061870939]","[292.0,312.0]","[true,true]","[9.0,9.0]","[46.67642418106949,47.200878385351174]","[-243.0,-223.0]","[true,true]","[10.0,10.0]","[190.0,204.0]"
20000,20000,10.061589308375673,94.52191393722593,93.75889155049289,0.6732999610765911,50.0,54017.28959999367,29.0,1,"[0.6732999610765911]","[92.17999999999999]","[94.52191393722593]","[10.0]","[2.0]","[5.0]","[93.75889155049289]","[147.0]","[50.0]","[-1574100116]","[8617.265599996026]","[false]","[29.0]","[54017.28959999367]","[10.061589308375673]","[50.0]","[5323.0]","[true]","[9.0]","[8.845521047645306]","[4788.0]","[true]","[10.0]","[249.0]"
20000,20000,11.92822654739058,100.0,89.86179291636506,0.918969024709174,37.70750389592566,53076.536799993875,35.0,1,"[0.918969024709174]","[92.91]","[100.0]","[10.0]","[2.0]","[5.0]","[89.86179291636506]","[92.0]","[50.0]","[-58891028]","[7565.8359999962995]","[false]","[35.0]","[53076.536799993875]","[11.92822654739058]","[37.70750389592566]","[4722.0]","[true]","[9.0]","[7.46129356668445]","[4187.0]","[true]","[10.0]","[250.0]"
20000,20000,18.494504284186796,82.31784518293948,86.4795948323349,0.8819378720858432,46.965093257779294,50979.93759999433,22.0,2,"[0.8819378720858432,0.8819378720858432]","[90.11,92.14]","[82.31784518293948,82.31784518293948]","[10.0,10.0]","[2.0,2.0]","[5.0,5.0]","[86.4795948323349,86.4795948323349]","[79.0,69.0]","[50.0,50.0]","[-1267597122,-2003564473]","[6777.514199996527,7535.099399996201]","[false,false]","[38.0,22.0]","[50979.93759999433,52735.24159999396]","[18.494504284186796,18.494504284186796]","[46.965093257779294,46.965093257779294]","[5252.0,5175.0]","[true,true]","[9.0,9.0]","[4.920380595321334,4.974450711753438]","[4717.0,4640.0]","[true,true]","[10.0,10.0]","[249.0,250.0]"
