evolution$generation,evolution$evaluated,tpsAuChamp,qPrésenceBrousse,fréquenceRéu,participants,probaDiscu,probaDenonce,objective$om_delatMil,objective$om_trees,evolution$samples,qPrésenceBrousse,om_underTrees,tpsAuChamp,participants,fréquenceRéu,nombreBergers,probaDiscu,SRepreZ,om_nbCoupe,mySeed,om_delatMil,SPop,om_charette,om_stockMil,coordination,nbSurveillants,nbProTGMax,om_trees,om_ticks,engagésInitiaux,probaDenonce,RNA,nbChampsVisités,om_delatArbres,nbCoupeurs,om_caughtCutter
3090,10119,48.51417045136695,0.7679340914189989,4.596309440294065,29.67387276847176,32.22111746647657,26.37720607150702,411.61182795698915,2136.0,1,"[0.7679340914189989]","[78.38000000000001]","[48.51417045136695]","[29.67387276847176]","[4.596309440294065]","[5.0]","[32.22111746647657]","[false]","[1301.0]","[1041355032]","[411.61182795698915]","[true]","[39.0]","[48570.338399995555]","[false]","[8.0]","[35.0]","[2136.0]","[8396.0]","[40.0]","[26.37720607150702]","[true]","[5.0]","[1601.0]","[10.0]","[243.0]"
3090,10119,80.0,0.5544854990208203,4.495129777381894,5.0,80.0,79.70162296073765,323.478695652174,5225.0,9,"[0.5544854990208203,0.5544854990208203,0.5544854990208203,0.5544854990208203,0.5544854990208203,0.5544854990208203,0.5544854990208203,0.5544854990208203,0.5544854990208203]","[92.23,91.93,91.67,93.36,91.86,91.64999999999999,93.93,90.41,91.67]","[80.0,80.0,80.0,80.0,80.0,80.0,80.0,80.0,80.0]","[5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0]","[4.495129777381894,4.495129777381894,4.495129777381894,4.495129777381894,4.495129777381894,4.495129777381894,4.495129777381894,4.495129777381894,4.495129777381894]","[5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0]","[80.0,80.0,80.0,80.0,80.0,80.0,80.0,80.0,80.0]","[false,false,false,false,false,false,false,false,false]","[105.0,117.0,114.0,111.0,131.0,131.0,104.0,127.0,132.0]","[-209751522,-1458003422,1005462844,-1542621175,38430961,344833026,-117632217,-1064906944,-627670989]","[346.90833333333353,323.478695652174,334.7452631578948,412.89075268817203,-173.42263736263754,99.6731111111111,-289.81736263736275,360.2465263157893,201.76461538461535]","[true,true,true,true,true,true,true,true,true]","[24.0,37.0,36.0,26.0,38.0,39.0,28.0,40.0,41.0]","[52245.45919999409,52033.6207999942,51442.67679999421,52185.61359999402,54020.79519999373,54038.07279999381,53146.14799999389,52148.05359999417,53087.55439999391]","[false,false,false,false,false,false,false,false,false]","[8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0]","[35.0,35.0,35.0,35.0,35.0,35.0,35.0,35.0,35.0]","[5457.0,5146.0,5139.0,5249.0,5227.0,5106.0,5236.0,5198.0,5225.0]","[8396.0,8396.0,8396.0,8396.0,8396.0,8396.0,8396.0,8396.0,8396.0]","[40.0,40.0,40.0,40.0,40.0,40.0,40.0,40.0,40.0]","[79.70162296073765,79.70162296073765,79.70162296073765,79.70162296073765,79.70162296073765,79.70162296073765,79.70162296073765,79.70162296073765,79.70162296073765]","[true,true,true,true,true,true,true,true,true]","[5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0]","[4922.0,4611.0,4604.0,4714.0,4692.0,4571.0,4701.0,4663.0,4690.0]","[10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0]","[294.0,277.0,284.0,281.0,290.0,284.0,273.0,280.0,278.0]"
3090,10119,24.696522771314733,0.4794121634056379,1.175167291199232,22.114988442680794,55.20259913609016,46.895740989901846,236.67068181818206,1188.0,9,"[0.4794121634056379,0.4794121634056379,0.4794121634056379,0.4794121634056379,0.4794121634056379,0.4794121634056379,0.4794121634056379,0.4794121634056379,0.4794121634056379]","[69.39,28.24,29.24,74.45,26.76,26.56,68.46,63.68000000000001,71.00999999999999]","[24.696522771314733,24.696522771314733,24.696522771314733,24.696522771314733,24.696522771314733,24.696522771314733,24.696522771314733,24.696522771314733,24.696522771314733]","[22.114988442680794,22.114988442680794,22.114988442680794,22.114988442680794,22.114988442680794,22.114988442680794,22.114988442680794,22.114988442680794,22.114988442680794]","[1.175167291199232,1.175167291199232,1.175167291199232,1.175167291199232,1.175167291199232,1.175167291199232,1.175167291199232,1.175167291199232,1.175167291199232]","[5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0]","[55.20259913609016,55.20259913609016,55.20259913609016,55.20259913609016,55.20259913609016,55.20259913609016,55.20259913609016,55.20259913609016,55.20259913609016]","[false,false,false,false,false,false,false,false,false]","[1405.0,2227.0,2130.0,1347.0,2300.0,2081.0,1484.0,1545.0,1416.0]","[-1499252379,-1602578859,-854898641,-885116785,-1173921080,-274069586,259082737,-1871294582,54702422]","[403.06322580645144,344.56357894736834,397.3739130434783,414.4253191489363,-966.6720454545455,236.67068181818206,-255.07780219780227,188.96945054945058,-827.1277419354839]","[true,true,true,true,true,true,true,true,true]","[39.0,45.0,46.0,26.0,51.0,49.0,39.0,40.0,38.0]","[48503.73199999562,43622.935199998254,43864.07039999814,48630.93519999572,43197.00479999829,42845.19279999805,48590.370399996194,48892.60319999645,48920.39759999589]","[false,false,false,false,false,false,false,false,false]","[8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0]","[35.0,35.0,35.0,35.0,35.0,35.0,35.0,35.0,35.0]","[1569.0,171.0,203.0,1882.0,161.0,175.0,1458.0,1188.0,1518.0]","[8396.0,8396.0,8396.0,8396.0,8396.0,8396.0,8396.0,8396.0,8396.0]","[40.0,40.0,40.0,40.0,40.0,40.0,40.0,40.0,40.0]","[46.895740989901846,46.895740989901846,46.895740989901846,46.895740989901846,46.895740989901846,46.895740989901846,46.895740989901846,46.895740989901846,46.895740989901846]","[true,true,true,true,true,true,true,true,true]","[5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0]","[1034.0,-364.0,-332.0,1347.0,-374.0,-360.0,923.0,653.0,983.0]","[10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0]","[191.0,165.0,147.0,198.0,106.0,168.0,192.0,204.0,197.0]"
3090,10119,28.995741246650542,0.7290909480084822,4.40580455968677,24.19055336272381,62.64795373725231,62.9579761091151,-107.3554022988506,4303.0,11,"[0.7290909480084822,0.7290909480084822,0.7290909480084822,0.7290909480084822,0.7290909480084822,0.7290909480084822,0.7290909480084822,0.7290909480084822,0.7290909480084822,0.7290909480084822,0.7290909480084822]","[90.03,89.53,90.14,90.0,90.18,89.25,90.01,88.89,88.87,89.7,88.42999999999999]","[28.995741246650542,28.995741246650542,28.995741246650542,28.995741246650542,28.995741246650542,28.995741246650542,28.995741246650542,28.995741246650542,28.995741246650542,28.995741246650542,28.995741246650542]","[24.19055336272381,24.19055336272381,24.19055336272381,24.19055336272381,24.19055336272381,24.19055336272381,24.19055336272381,24.19055336272381,24.19055336272381,24.19055336272381,24.19055336272381]","[4.40580455968677,4.40580455968677,4.40580455968677,4.40580455968677,4.40580455968677,4.40580455968677,4.40580455968677,4.40580455968677,4.40580455968677,4.40580455968677,4.40580455968677]","[5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0]","[62.64795373725231,62.64795373725231,62.64795373725231,62.64795373725231,62.64795373725231,62.64795373725231,62.64795373725231,62.64795373725231,62.64795373725231,62.64795373725231,62.64795373725231]","[false,false,false,false,false,false,false,false,false,false,false]","[505.0,553.0,500.0,481.0,533.0,559.0,586.0,689.0,551.0,555.0,563.0]","[-700448930,-1971455643,622758822,33426564,126389677,1968630869,-995756021,989733156,1289487515,1115342898,1938905193]","[-512.8931818181819,258.6997752808988,-214.8614583333333,414.8427956989249,337.37404255319154,-98.7688888888888,-451.47670329670336,-244.74580645161296,-505.2026373626374,-107.3554022988506,125.62681818181801]","[true,true,true,true,true,true,true,true,true,true,true]","[28.0,30.0,39.0,34.0,42.0,38.0,38.0,28.0,34.0,35.0,28.0]","[52145.29919999434,53192.72239999409,52162.32639999428,51124.167999994344,51423.64639999433,52592.5135999942,51074.33839999452,52377.920799994325,52631.32559999417,50880.779199994526,52052.150399994396]","[false,false,false,false,false,false,false,false,false,false,false]","[8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0]","[35.0,35.0,35.0,35.0,35.0,35.0,35.0,35.0,35.0,35.0,35.0]","[4384.0,4332.0,4495.0,4219.0,4421.0,4238.0,4303.0,4016.0,4267.0,4156.0,4480.0]","[8396.0,8396.0,8396.0,8396.0,8396.0,8396.0,8396.0,8396.0,8396.0,8396.0,8396.0]","[40.0,40.0,40.0,40.0,40.0,40.0,40.0,40.0,40.0,40.0,40.0]","[62.9579761091151,62.9579761091151,62.9579761091151,62.9579761091151,62.9579761091151,62.9579761091151,62.9579761091151,62.9579761091151,62.9579761091151,62.9579761091151,62.9579761091151]","[true,true,true,true,true,true,true,true,true,true,true]","[5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0]","[3849.0,3797.0,3960.0,3684.0,3886.0,3703.0,3768.0,3481.0,3732.0,3621.0,3945.0]","[10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0]","[255.0,246.0,255.0,257.0,258.0,253.0,246.0,252.0,262.0,253.0,250.0]"
3090,10119,38.88306969468545,0.2208210615509142,5.0,21.386592453138658,47.17160716506144,54.90642939540534,147.64276595744673,3090.0,3,"[0.2208210615509142,0.2208210615509142,0.2208210615509142]","[85.84,82.45,86.39]","[38.88306969468545,38.88306969468545,38.88306969468545]","[21.386592453138658,21.386592453138658,21.386592453138658]","[5.0,5.0,5.0]","[5.0,5.0,5.0]","[47.17160716506144,47.17160716506144,47.17160716506144]","[false,false,false]","[842.0,1056.0,895.0]","[-818646030,-911807037,-500366543]","[131.38886363636374,147.64276595744673,253.2944086021506]","[true,true,true]","[37.0,39.0,34.0]","[52366.15199999457,50660.176799994944,51174.74879999468]","[false,false,false]","[8.0,8.0,8.0]","[35.0,35.0,35.0]","[3412.0,2741.0,3090.0]","[8396.0,8396.0,8396.0]","[40.0,40.0,40.0]","[54.90642939540534,54.90642939540534,54.90642939540534]","[true,true,true]","[5.0,5.0,5.0]","[2877.0,2206.0,2555.0]","[10.0,10.0,10.0]","[251.0,249.0,246.0]"
3090,10119,38.33212419399291,0.23899163088189754,5.0,22.25796975246944,48.53183820681261,54.91162036436512,103.29000000000008,3258.0,1,"[0.23899163088189754]","[83.61]","[38.33212419399291]","[22.25796975246944]","[5.0]","[5.0]","[48.53183820681261]","[false]","[871.0]","[1548753756]","[103.29000000000008]","[true]","[17.0]","[51545.59119999461]","[false]","[8.0]","[35.0]","[3258.0]","[8396.0]","[40.0]","[54.91162036436512]","[true]","[5.0]","[2723.0]","[10.0]","[256.0]"
3090,10119,39.003404595453745,0.6043844934020828,3.2864172828340545,23.297806263049104,71.32551280078437,20.0,54.99857142857155,2709.0,1,"[0.6043844934020828]","[82.15]","[39.003404595453745]","[23.297806263049104]","[3.2864172828340545]","[5.0]","[71.32551280078437]","[false]","[1308.0]","[-986048939]","[54.99857142857155]","[true]","[24.0]","[51309.2135999949]","[false]","[8.0]","[35.0]","[2709.0]","[8396.0]","[40.0]","[20.0]","[true]","[5.0]","[2174.0]","[10.0]","[250.0]"
3090,10119,77.80405437498457,0.26877097619522117,2.4429703014661595,9.336729379065396,64.88452646446966,20.258648299032636,236.82494382022466,2100.0,1,"[0.26877097619522117]","[79.51]","[77.80405437498457]","[9.336729379065396]","[2.4429703014661595]","[5.0]","[64.88452646446966]","[false]","[1243.0]","[1369824274]","[236.82494382022466]","[true]","[31.0]","[50386.739999995116]","[false]","[8.0]","[35.0]","[2100.0]","[8396.0]","[40.0]","[20.258648299032636]","[true]","[5.0]","[1565.0]","[10.0]","[190.0]"
3090,10119,67.37933799974155,0.4744488996957045,3.4056697522620905,17.781222591190588,55.99235083256776,29.286884638223725,-499.7566666666667,2092.0,7,"[0.4744488996957045,0.4744488996957045,0.4744488996957045,0.4744488996957045,0.4744488996957045,0.4744488996957045,0.4744488996957045]","[77.81,78.06,80.16,81.49,75.3,79.97999999999999,66.85]","[67.37933799974155,67.37933799974155,67.37933799974155,67.37933799974155,67.37933799974155,67.37933799974155,67.37933799974155]","[17.781222591190588,17.781222591190588,17.781222591190588,17.781222591190588,17.781222591190588,17.781222591190588,17.781222591190588]","[3.4056697522620905,3.4056697522620905,3.4056697522620905,3.4056697522620905,3.4056697522620905,3.4056697522620905,3.4056697522620905]","[5.0,5.0,5.0,5.0,5.0,5.0,5.0]","[55.99235083256776,55.99235083256776,55.99235083256776,55.99235083256776,55.99235083256776,55.99235083256776,55.99235083256776]","[false,false,false,false,false,false,false]","[1521.0,1422.0,1441.0,1217.0,1348.0,1361.0,1650.0]","[581051577,-1669500497,191007553,1888326663,-1319067127,409832701,-1275176721]","[199.25446808510648,-499.7566666666667,-1153.6687640449438,-1116.7839999999999,-126.27698924731209,-76.73775280898883,-530.6710869565218]","[true,true,true,true,true,true,true]","[44.0,39.0,33.0,41.0,42.0,45.0,38.0]","[51100.880799995175,50605.839999995274,50738.05119999513,50912.329599995,49251.676799995534,50163.383199995245,50399.51039999586]","[false,false,false,false,false,false,false]","[8.0,8.0,8.0,8.0,8.0,8.0,8.0]","[35.0,35.0,35.0,35.0,35.0,35.0,35.0]","[1967.0,2092.0,2340.0,2300.0,1752.0,2147.0,1303.0]","[8396.0,8396.0,8396.0,8396.0,8396.0,8396.0,8396.0]","[40.0,40.0,40.0,40.0,40.0,40.0,40.0]","[29.286884638223725,29.286884638223725,29.286884638223725,29.286884638223725,29.286884638223725,29.286884638223725,29.286884638223725]","[true,true,true,true,true,true,true]","[5.0,5.0,5.0,5.0,5.0,5.0,5.0]","[1432.0,1557.0,1805.0,1765.0,1217.0,1612.0,768.0]","[10.0,10.0,10.0,10.0,10.0,10.0,10.0]","[212.0,226.0,243.0,248.0,224.0,239.0,246.0]"
3090,10119,30.047379810943102,0.29411340939327824,4.9641861569954004,22.09789529789661,54.244532024817296,54.64176176153397,-61.280688172043,3149.0,10,"[0.29411340939327824,0.29411340939327824,0.29411340939327824,0.29411340939327824,0.29411340939327824,0.29411340939327824,0.29411340939327824,0.29411340939327824,0.29411340939327824,0.29411340939327824]","[84.67,85.92,86.18,86.65,85.72,86.77,85.18,85.92,84.16,83.97]","[30.047379810943102,30.047379810943102,30.047379810943102,30.047379810943102,30.047379810943102,30.047379810943102,30.047379810943102,30.047379810943102,30.047379810943102,30.047379810943102]","[22.09789529789661,22.09789529789661,22.09789529789661,22.09789529789661,22.09789529789661,22.09789529789661,22.09789529789661,22.09789529789661,22.09789529789661,22.09789529789661]","[4.9641861569954004,4.9641861569954004,4.9641861569954004,4.9641861569954004,4.9641861569954004,4.9641861569954004,4.9641861569954004,4.9641861569954004,4.9641861569954004,4.9641861569954004]","[5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0]","[54.244532024817296,54.244532024817296,54.244532024817296,54.244532024817296,54.244532024817296,54.244532024817296,54.244532024817296,54.244532024817296,54.244532024817296,54.244532024817296]","[false,false,false,false,false,false,false,false,false,false]","[993.0,941.0,837.0,848.0,747.0,800.0,933.0,767.0,1059.0,985.0]","[-917785662,993605195,-143995333,-1421518370,-1363698918,1778173585,-1707331348,1718175804,75533233,51329231]","[416.1868131868133,-413.16,244.0039130434782,198.55086956521725,-585.8042105263158,-306.60537634408604,403.5658695652173,-613.0927835051546,184.04400000000004,-584.3813186813186]","[true,true,true,true,true,true,true,true,true,true]","[38.0,43.0,43.0,29.0,29.0,31.0,38.0,33.0,21.0,36.0]","[50634.635999994745,53716.55919999436,51238.35039999455,52444.7775999944,51378.574399994664,50963.1607999947,49912.48239999484,52083.95119999452,51892.1447999946,52570.728799994606]","[false,false,false,false,false,false,false,false,false,false]","[8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0]","[35.0,35.0,35.0,35.0,35.0,35.0,35.0,35.0,35.0,35.0]","[3017.0,3069.0,3254.0,3229.0,3478.0,3323.0,3018.0,3415.0,2914.0,3049.0]","[8396.0,8396.0,8396.0,8396.0,8396.0,8396.0,8396.0,8396.0,8396.0,8396.0]","[40.0,40.0,40.0,40.0,40.0,40.0,40.0,40.0,40.0,40.0]","[54.64176176153397,54.64176176153397,54.64176176153397,54.64176176153397,54.64176176153397,54.64176176153397,54.64176176153397,54.64176176153397,54.64176176153397,54.64176176153397]","[true,true,true,true,true,true,true,true,true,true]","[5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0]","[2482.0,2534.0,2719.0,2694.0,2943.0,2788.0,2483.0,2880.0,2379.0,2514.0]","[10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0]","[249.0,248.0,251.0,248.0,253.0,251.0,249.0,249.0,252.0,249.0]"
