evolution$generation,evolution$evaluated,tpsAuChamp,qPrésenceBrousse,fréquenceRéu,probaDenonce,probaDiscu,nbProTGMax,objective$om_stockMil,objective$om_charette,evolution$samples,qPrésenceBrousse,om_underTrees,tpsAuChamp,participants,fréquenceRéu,nombreBergers,probaDiscu,om_nbCoupe,probaDenonce,mySeed,om_delatMil,SPop,om_charette,om_stockMil,nbSurveillants,nbProTGMax,om_trees,coordinationRNA,engagésInitiaux,nbChampsVisités,om_delatArbres,SReprez,nbCoupeurs,om_caughtCutter
18670,18670,31.333207774087928,0.20295072012993554,1.760642481866515,0.0,64.37198463130255,5.0,-42860.71759999823,-60.0,1,"[0.20295072012993554]","[25.56]","[31.333207774087928]","[10.0]","[1.760642481866515]","[5.0]","[64.37198463130255]","[1113.0]","[0.0]","[-2122270629]","[-2006.079599999488]","[true]","[60.0]","[42860.71759999823]","[1.0]","[5.0]","[132.0]","[true]","[9.0]","[88.0]","[-403.0]","[false]","[10.0]","[108.0]"
18670,18670,40.5499968565155,0.7436042099200684,5.4130960638301024,29.46943630791305,31.751964169384088,35.474428909210175,-41278.0643999981,-43.3,21,"[0.7436042099200684,0.7436042099200684,0.7436042099200684,0.7436042099200684,0.7436042099200684,0.7436042099200684,0.7436042099200684,0.7436042099200684,0.7436042099200684,0.7436042099200684,0.7436042099200684,0.7436042099200684,0.7436042099200684,0.7436042099200684,0.7436042099200684,0.7436042099200684,0.7436042099200684,0.7436042099200684,0.7436042099200684,0.7436042099200684,0.7436042099200684]","[28.09,29.43,25.82,23.05,27.18,25.85,28.62,28.68,27.01,29.299999999999997,24.86,27.16,27.52,25.919999999999998,28.33,27.61,29.509999999999998,25.03,23.26,27.150000000000002,24.66]","[40.5499968565155,40.5499968565155,40.5499968565155,40.5499968565155,40.5499968565155,40.5499968565155,40.5499968565155,40.5499968565155,40.5499968565155,40.5499968565155,40.5499968565155,40.5499968565155,40.5499968565155,40.5499968565155,40.5499968565155,40.5499968565155,40.5499968565155,40.5499968565155,40.5499968565155,40.5499968565155,40.5499968565155]","[10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0]","[5.4130960638301024,5.4130960638301024,5.4130960638301024,5.4130960638301024,5.4130960638301024,5.4130960638301024,5.4130960638301024,5.4130960638301024,5.4130960638301024,5.4130960638301024,5.4130960638301024,5.4130960638301024,5.4130960638301024,5.4130960638301024,5.4130960638301024,5.4130960638301024,5.4130960638301024,5.4130960638301024,5.4130960638301024,5.4130960638301024,5.4130960638301024]","[5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0]","[31.751964169384088,31.751964169384088,31.751964169384088,31.751964169384088,31.751964169384088,31.751964169384088,31.751964169384088,31.751964169384088,31.751964169384088,31.751964169384088,31.751964169384088,31.751964169384088,31.751964169384088,31.751964169384088,31.751964169384088,31.751964169384088,31.751964169384088,31.751964169384088,31.751964169384088,31.751964169384088,31.751964169384088]","[1038.0,1103.0,1010.0,1110.0,1159.0,1066.0,1045.0,1068.0,1062.0,1168.0,1143.0,1129.0,1190.0,1024.0,1040.0,1182.0,1134.0,1105.0,1181.0,1133.0,1155.0]","[29.46943630791305,29.46943630791305,29.46943630791305,29.46943630791305,29.46943630791305,29.46943630791305,29.46943630791305,29.46943630791305,29.46943630791305,29.46943630791305,29.46943630791305,29.46943630791305,29.46943630791305,29.46943630791305,29.46943630791305,29.46943630791305,29.46943630791305,29.46943630791305,29.46943630791305,29.46943630791305,29.46943630791305]","[752110747,-1230020567,-2090801245,1303068754,85050884,-878544123,288510424,94066577,-600410957,1405746687,-280087559,-480167060,-1542078220,-399095846,-917276248,-1380361174,-162379108,-162663997,-1279469023,-292600844,1964472824]","[-1735.2719999994806,-2409.2235999998156,-1886.0753999993176,-2582.9385999993465,-2022.2929999994449,-1525.6871999996074,-2634.2079999995913,-1683.3139999994673,-630.0689999992537,-1953.5581999993592,-1989.803599999388,-2811.866799999443,-3122.6757999993933,-1392.2865999992136,-2217.8553999995493,-1629.9787999993787,-2085.9571999995896,-1858.844399999245,-3451.7013999994015,-1308.214799999565,-4084.5247999996427]","[true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true]","[56.0,53.0,58.0,55.0,46.0,51.0,52.0,47.0,52.0,47.0,55.0,46.0,52.0,51.0,46.0,49.0,43.0,47.0,56.0,49.0,59.0]","[43135.155999998125,42108.5159999979,43242.07679999822,42209.42719999833,43347.7455999982,43373.286399998186,42986.91919999823,43734.363199998166,44546.410399998385,42806.1303999983,42885.00639999828,42648.62879999828,42121.28639999816,43963.7295999984,42460.5783999981,43126.141599998264,42668.41039999803,43606.408799998506,42328.11679999819,43306.93039999827,41185.79199999812]","[1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0]","[35.474428909210175,35.474428909210175,35.474428909210175,35.474428909210175,35.474428909210175,35.474428909210175,35.474428909210175,35.474428909210175,35.474428909210175,35.474428909210175,35.474428909210175,35.474428909210175,35.474428909210175,35.474428909210175,35.474428909210175,35.474428909210175,35.474428909210175,35.474428909210175,35.474428909210175,35.474428909210175,35.474428909210175]","[170.0,185.0,152.0,125.0,185.0,146.0,187.0,192.0,161.0,201.0,148.0,217.0,168.0,153.0,193.0,169.0,201.0,161.0,116.0,191.0,137.0]","[true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true]","[9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0]","[93.0,96.0,96.0,92.0,90.0,90.0,92.0,93.0,91.0,94.0,89.0,91.0,87.0,90.0,93.0,93.0,91.0,92.0,87.0,91.0,93.0]","[-365.0,-350.0,-383.0,-410.0,-350.0,-389.0,-348.0,-343.0,-374.0,-334.0,-387.0,-318.0,-367.0,-382.0,-342.0,-366.0,-334.0,-374.0,-419.0,-344.0,-398.0]","[false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false]","[10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0]","[39.0,46.0,41.0,71.0,40.0,72.0,81.0,46.0,70.0,57.0,47.0,61.0,55.0,30.0,57.0,76.0,62.0,43.0,66.0,39.0,48.0]"
18670,18670,93.92011633771818,0.48836124103134826,9.455778702414166,99.99999916661226,100.0,44.167787082230724,-55073.476799993376,-23.0,1,"[0.48836124103134826]","[95.48]","[93.92011633771818]","[10.0]","[9.455778702414166]","[5.0]","[100.0]","[56.0]","[99.99999916661226]","[-1227269384]","[9174.280399995783]","[true]","[23.0]","[55073.476799993376]","[1.0]","[44.167787082230724]","[6038.0]","[true]","[9.0]","[93.0]","[5503.0]","[false]","[10.0]","[250.0]"
18670,18670,50.653414148007634,0.7849399959748464,8.83137574815288,69.0579461809184,77.65666846470862,36.31437722946632,-51217.37939999422,-18.700000000000003,30,"[0.7849399959748464,0.7849399959748464,0.7849399959748464,0.7849399959748464,0.7849399959748464,0.7849399959748464,0.7849399959748464,0.7849399959748464,0.7849399959748464,0.7849399959748464,0.7849399959748464,0.7849399959748464,0.7849399959748464,0.7849399959748464,0.7849399959748464,0.7849399959748464,0.7849399959748464,0.7849399959748464,0.7849399959748464,0.7849399959748464,0.7849399959748464,0.7849399959748464,0.7849399959748464,0.7849399959748464,0.7849399959748464,0.7849399959748464,0.7849399959748464,0.7849399959748464,0.7849399959748464,0.7849399959748464]","[92.24,93.2,92.39,91.79,92.27,93.31,91.51,92.88,92.12,93.94,91.46,93.16,92.94,93.61,92.06,91.73,92.52,92.73,92.25999999999999,91.85,91.60000000000001,92.74,91.51,91.93,93.19,91.81,92.31,90.82000000000001,92.97999999999999,93.49]","[50.653414148007634,50.653414148007634,50.653414148007634,50.653414148007634,50.653414148007634,50.653414148007634,50.653414148007634,50.653414148007634,50.653414148007634,50.653414148007634,50.653414148007634,50.653414148007634,50.653414148007634,50.653414148007634,50.653414148007634,50.653414148007634,50.653414148007634,50.653414148007634,50.653414148007634,50.653414148007634,50.653414148007634,50.653414148007634,50.653414148007634,50.653414148007634,50.653414148007634,50.653414148007634,50.653414148007634,50.653414148007634,50.653414148007634,50.653414148007634]","[10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0]","[8.83137574815288,8.83137574815288,8.83137574815288,8.83137574815288,8.83137574815288,8.83137574815288,8.83137574815288,8.83137574815288,8.83137574815288,8.83137574815288,8.83137574815288,8.83137574815288,8.83137574815288,8.83137574815288,8.83137574815288,8.83137574815288,8.83137574815288,8.83137574815288,8.83137574815288,8.83137574815288,8.83137574815288,8.83137574815288,8.83137574815288,8.83137574815288,8.83137574815288,8.83137574815288,8.83137574815288,8.83137574815288,8.83137574815288,8.83137574815288]","[5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0]","[77.65666846470862,77.65666846470862,77.65666846470862,77.65666846470862,77.65666846470862,77.65666846470862,77.65666846470862,77.65666846470862,77.65666846470862,77.65666846470862,77.65666846470862,77.65666846470862,77.65666846470862,77.65666846470862,77.65666846470862,77.65666846470862,77.65666846470862,77.65666846470862,77.65666846470862,77.65666846470862,77.65666846470862,77.65666846470862,77.65666846470862,77.65666846470862,77.65666846470862,77.65666846470862,77.65666846470862,77.65666846470862,77.65666846470862,77.65666846470862]","[181.0,219.0,195.0,192.0,193.0,183.0,193.0,187.0,185.0,171.0,182.0,173.0,179.0,164.0,163.0,175.0,213.0,179.0,191.0,198.0,198.0,187.0,177.0,200.0,157.0,192.0,173.0,187.0,133.0,157.0]","[69.0579461809184,69.0579461809184,69.0579461809184,69.0579461809184,69.0579461809184,69.0579461809184,69.0579461809184,69.0579461809184,69.0579461809184,69.0579461809184,69.0579461809184,69.0579461809184,69.0579461809184,69.0579461809184,69.0579461809184,69.0579461809184,69.0579461809184,69.0579461809184,69.0579461809184,69.0579461809184,69.0579461809184,69.0579461809184,69.0579461809184,69.0579461809184,69.0579461809184,69.0579461809184,69.0579461809184,69.0579461809184,69.0579461809184,69.0579461809184]","[1893538222,-570622212,-1609106844,-1047047662,2050675383,924641108,371948827,221404317,-1505935452,-1015153754,1670923144,-820785596,-2033911727,1735860130,-1984100163,983858470,1831515574,1967815397,1850878466,-493318120,1782117015,-654298038,7960060,1319391545,-1594569477,-845604123,1114413057,956785090,2108358967,-1506808762]","[6653.941799996392,6203.910399996326,7136.7129999961835,6581.7639999965395,6302.567999996427,8600.363599996192,7581.798999996194,7150.046799996417,7964.6605999961175,8766.00319999599,7850.227799996181,7144.287599996365,6781.958799996333,7099.653799996217,6813.634399996496,6616.632199996522,8792.044799996009,8878.808399995985,6779.579999996524,7710.75499999633,7670.878799996164,7376.658799996265,6498.443399996308,8317.787199996194,9366.337199995934,6811.631199996227,7207.826599996144,7522.266399996246,8129.799399996395,8062.316599996106]","[true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true]","[43.0,28.0,32.0,37.0,33.0,27.0,31.0,29.0,38.0,26.0,25.0,42.0,44.0,27.0,38.0,28.0,11.0,40.0,30.0,31.0,29.0,38.0,42.0,33.0,35.0,33.0,38.0,35.0,30.0,36.0]","[51994.558399993984,51736.89679999399,53090.05839999383,51927.7015999942,51654.7655999941,53349.22239999381,52837.40479999392,52577.99039999394,53411.57199999379,53766.3887999937,53125.615199993845,52160.57359999399,51995.309599994005,52535.6727999939,51822.28319999416,51223.576799994255,53506.22319999374,53850.02239999359,51209.80479999418,52756.27519999406,52205.39519999396,52294.28719999397,51684.312799994055,53305.15199999386,53643.94319999375,52358.38959999401,53083.547999993854,52138.287999994,52274.50559999399,52847.42079999389]","[1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0]","[36.31437722946632,36.31437722946632,36.31437722946632,36.31437722946632,36.31437722946632,36.31437722946632,36.31437722946632,36.31437722946632,36.31437722946632,36.31437722946632,36.31437722946632,36.31437722946632,36.31437722946632,36.31437722946632,36.31437722946632,36.31437722946632,36.31437722946632,36.31437722946632,36.31437722946632,36.31437722946632,36.31437722946632,36.31437722946632,36.31437722946632,36.31437722946632,36.31437722946632,36.31437722946632,36.31437722946632,36.31437722946632,36.31437722946632,36.31437722946632]","[4722.0,4759.0,4734.0,4638.0,4708.0,4709.0,4690.0,4780.0,4915.0,4804.0,4928.0,4665.0,4901.0,4771.0,4766.0,4408.0,4748.0,4755.0,4897.0,4932.0,4689.0,4652.0,4727.0,4796.0,4813.0,4743.0,4645.0,4759.0,4768.0,4883.0]","[true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true]","[9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0]","[94.0,87.0,90.0,93.0,90.0,86.0,90.0,88.0,94.0,96.0,91.0,93.0,92.0,93.0,92.0,91.0,89.0,92.0,93.0,92.0,88.0,90.0,91.0,93.0,91.0,96.0,90.0,91.0,91.0,92.0]","[4187.0,4224.0,4199.0,4103.0,4173.0,4174.0,4155.0,4245.0,4380.0,4269.0,4393.0,4130.0,4366.0,4236.0,4231.0,3873.0,4213.0,4220.0,4362.0,4397.0,4154.0,4117.0,4192.0,4261.0,4278.0,4208.0,4110.0,4224.0,4233.0,4348.0]","[false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false]","[10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0]","[247.0,245.0,243.0,246.0,244.0,249.0,245.0,247.0,247.0,249.0,246.0,245.0,246.0,247.0,243.0,247.0,249.0,245.0,245.0,248.0,246.0,249.0,248.0,244.0,246.0,245.0,244.0,245.0,248.0,250.0]"
18670,18670,71.43295994570298,0.6881472536141935,9.134317613036348,97.99148445428993,98.18791900309951,50.0,-54929.997599993425,-27.0,1,"[0.6881472536141935]","[94.24]","[71.43295994570298]","[10.0]","[9.134317613036348]","[5.0]","[98.18791900309951]","[56.0]","[97.99148445428993]","[-186249930]","[9758.463599995754]","[true]","[27.0]","[54929.997599993425]","[1.0]","[50.0]","[6215.0]","[true]","[9.0]","[90.0]","[5680.0]","[false]","[10.0]","[250.0]"
18670,18670,59.93605579652525,0.7195156384038424,8.388145201660373,67.59427300697809,82.39510470674128,37.2901402020196,-54420.68399999365,-37.0,1,"[0.7195156384038424]","[93.24]","[59.93605579652525]","[10.0]","[8.388145201660373]","[5.0]","[82.39510470674128]","[154.0]","[67.59427300697809]","[74881374]","[9458.922599995902]","[true]","[37.0]","[54420.68399999365]","[1.0]","[37.2901402020196]","[4820.0]","[true]","[9.0]","[88.0]","[4285.0]","[false]","[10.0]","[250.0]"
18670,18670,40.686150064020495,0.1996469376022388,1.0408799293570843,6.090200208329054,63.68076165023595,7.0450000733773415,-44264.960799997985,-56.0,1,"[0.1996469376022388]","[32.15]","[40.686150064020495]","[10.0]","[1.0408799293570843]","[5.0]","[63.68076165023595]","[611.0]","[6.090200208329054]","[748030195]","[-586.8749999995925]","[true]","[56.0]","[44264.960799997985]","[1.0]","[7.0450000733773415]","[256.0]","[true]","[9.0]","[93.0]","[-279.0]","[false]","[10.0]","[174.0]"
18670,18670,16.647422831425175,0.3725449408436301,3.073017195011192,48.76159631651762,97.62808961328945,27.460300132808754,-49043.757159995526,-28.65,30,"[0.3725449408436301,0.3725449408436301,0.3725449408436301,0.3725449408436301,0.3725449408436301,0.3725449408436301,0.3725449408436301,0.3725449408436301,0.3725449408436301,0.3725449408436301,0.3725449408436301,0.3725449408436301,0.3725449408436301,0.3725449408436301,0.3725449408436301,0.3725449408436301,0.3725449408436301,0.3725449408436301,0.3725449408436301,0.3725449408436301,0.3725449408436301,0.3725449408436301,0.3725449408436301,0.3725449408436301,0.3725449408436301,0.3725449408436301,0.3725449408436301,0.3725449408436301,0.3725449408436301,0.3725449408436301]","[77.18,77.74,78.27,75.71,78.60000000000001,74.98,75.19,79.27,79.61,77.03,76.25,77.99000000000001,75.17,78.29,78.02,78.19,76.77000000000001,76.67,75.01,77.03,77.34,77.53,75.59,77.51,77.64,76.88000000000001,76.63,77.0,75.7,77.48]","[16.647422831425175,16.647422831425175,16.647422831425175,16.647422831425175,16.647422831425175,16.647422831425175,16.647422831425175,16.647422831425175,16.647422831425175,16.647422831425175,16.647422831425175,16.647422831425175,16.647422831425175,16.647422831425175,16.647422831425175,16.647422831425175,16.647422831425175,16.647422831425175,16.647422831425175,16.647422831425175,16.647422831425175,16.647422831425175,16.647422831425175,16.647422831425175,16.647422831425175,16.647422831425175,16.647422831425175,16.647422831425175,16.647422831425175,16.647422831425175]","[10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0]","[3.073017195011192,3.073017195011192,3.073017195011192,3.073017195011192,3.073017195011192,3.073017195011192,3.073017195011192,3.073017195011192,3.073017195011192,3.073017195011192,3.073017195011192,3.073017195011192,3.073017195011192,3.073017195011192,3.073017195011192,3.073017195011192,3.073017195011192,3.073017195011192,3.073017195011192,3.073017195011192,3.073017195011192,3.073017195011192,3.073017195011192,3.073017195011192,3.073017195011192,3.073017195011192,3.073017195011192,3.073017195011192,3.073017195011192,3.073017195011192]","[5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0]","[97.62808961328945,97.62808961328945,97.62808961328945,97.62808961328945,97.62808961328945,97.62808961328945,97.62808961328945,97.62808961328945,97.62808961328945,97.62808961328945,97.62808961328945,97.62808961328945,97.62808961328945,97.62808961328945,97.62808961328945,97.62808961328945,97.62808961328945,97.62808961328945,97.62808961328945,97.62808961328945,97.62808961328945,97.62808961328945,97.62808961328945,97.62808961328945,97.62808961328945,97.62808961328945,97.62808961328945,97.62808961328945,97.62808961328945,97.62808961328945]","[1074.0,958.0,983.0,1029.0,938.0,1013.0,1027.0,908.0,837.0,1059.0,1098.0,931.0,979.0,1019.0,988.0,961.0,1056.0,911.0,1037.0,1038.0,1056.0,948.0,1115.0,1122.0,985.0,1012.0,1080.0,1076.0,1024.0,1077.0]","[48.76159631651762,48.76159631651762,48.76159631651762,48.76159631651762,48.76159631651762,48.76159631651762,48.76159631651762,48.76159631651762,48.76159631651762,48.76159631651762,48.76159631651762,48.76159631651762,48.76159631651762,48.76159631651762,48.76159631651762,48.76159631651762,48.76159631651762,48.76159631651762,48.76159631651762,48.76159631651762,48.76159631651762,48.76159631651762,48.76159631651762,48.76159631651762,48.76159631651762,48.76159631651762,48.76159631651762,48.76159631651762,48.76159631651762,48.76159631651762]","[441766541,-1769504452,-794359304,-1419449643,-779009307,-1407967223,-140726799,-970883396,1229503480,1233368254,936140164,-2009594271,729327550,-1159600020,705681103,1591276942,606022056,393531810,1003278870,553191736,-1837133445,-1503531966,1846935880,810541680,998783947,1214041109,239436964,2089853295,1552091024,-75152853]","[4828.275399997656,6003.402599997447,7104.348799997388,5014.072199997623,4553.836999997671,3752.0561999980637,4654.9359999976,6310.455599997229,5490.583399997602,4711.1507999977985,4424.192399997555,5618.662999997185,6232.0177999976,5910.504199997471,5200.620199997531,5549.364799997267,5636.253599997464,6342.757199997446,4097.608199997667,4861.077799997678,6154.957199997312,4758.977199997644,6149.0101999976105,4681.540999997684,5465.918999997564,5041.490999997433,7064.034399997567,6061.244999997602,5145.532199997688,4034.7577999978384]","[true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true]","[37.0,42.0,43.0,33.0,33.0,30.0,41.0,35.0,33.0,45.0,39.0,39.0,41.0,41.0,43.0,38.0,43.0,33.0,40.0,42.0,32.0,39.0,40.0,40.0,34.0,27.0,40.0,39.0,33.0,33.0]","[49816.32879999532,51412.12799999511,51743.40719999505,49997.36799999533,49719.674399995376,48974.483999995646,49710.91039999531,51179.00559999501,49775.26319999527,49479.79119999542,50098.52959999528,51257.38079999503,51589.911999995194,51038.78159999515,49923.24959999522,51046.79439999495,50528.215999995155,51440.673599995105,49100.43519999543,50311.87039999538,51344.019199995106,50100.532799995235,50927.1031999953,49441.73039999538,51137.93999999517,50553.25599999518,51209.804799995196,50714.76399999532,50226.734399995265,49620.766399995366]","[1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0]","[27.460300132808754,27.460300132808754,27.460300132808754,27.460300132808754,27.460300132808754,27.460300132808754,27.460300132808754,27.460300132808754,27.460300132808754,27.460300132808754,27.460300132808754,27.460300132808754,27.460300132808754,27.460300132808754,27.460300132808754,27.460300132808754,27.460300132808754,27.460300132808754,27.460300132808754,27.460300132808754,27.460300132808754,27.460300132808754,27.460300132808754,27.460300132808754,27.460300132808754,27.460300132808754,27.460300132808754,27.460300132808754,27.460300132808754,27.460300132808754]","[2003.0,2106.0,2021.0,2007.0,2138.0,1960.0,1983.0,2256.0,2363.0,1952.0,1956.0,2097.0,2019.0,2028.0,2134.0,2057.0,2008.0,2147.0,1902.0,1973.0,2137.0,2101.0,1929.0,2089.0,2034.0,2061.0,1893.0,1952.0,2030.0,2044.0]","[true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true]","[9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0]","[95.0,89.0,93.0,93.0,94.0,90.0,88.0,91.0,93.0,90.0,90.0,91.0,91.0,93.0,92.0,90.0,92.0,93.0,88.0,94.0,93.0,91.0,90.0,87.0,90.0,89.0,92.0,93.0,88.0,91.0]","[1468.0,1571.0,1486.0,1472.0,1603.0,1425.0,1448.0,1721.0,1828.0,1417.0,1421.0,1562.0,1484.0,1493.0,1599.0,1522.0,1473.0,1612.0,1367.0,1438.0,1602.0,1566.0,1394.0,1554.0,1499.0,1526.0,1358.0,1417.0,1495.0,1509.0]","[false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false]","[10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0]","[210.0,227.0,211.0,213.0,206.0,212.0,239.0,215.0,239.0,210.0,210.0,209.0,210.0,210.0,210.0,215.0,208.0,210.0,209.0,210.0,226.0,213.0,210.0,215.0,211.0,211.0,212.0,210.0,216.0,210.0]"
18670,18670,28.099094342472096,0.7422926851958241,1.0,40.38228793129193,73.4280290002714,7.174421627801412,-44553.17119999808,-50.0,2,"[0.7422926851958241,0.7422926851958241]","[31.85,45.660000000000004]","[28.099094342472096,28.099094342472096]","[10.0,10.0]","[1.0,1.0]","[5.0,5.0]","[73.4280290002714,73.4280290002714]","[403.0,531.0]","[40.38228793129193,40.38228793129193]","[-881640203,429567554]","[-551.0051999997013,1819.844599999633]","[true,true]","[58.0,50.0]","[44553.17119999808,46014.505599997254]","[1.0,1.0]","[7.174421627801412,7.174421627801412]","[262.0,560.0]","[true,true]","[9.0,9.0]","[92.0,89.0]","[-273.0,25.0]","[false,false]","[10.0,10.0]","[169.0,210.0]"
18670,18670,48.15073325407235,0.0,8.068056252497007,74.6481644132479,100.0,48.51672482089379,-48036.23519999631,-37.0,4,"[0.0,0.0,0.0,0.0]","[62.580000000000005,63.49,60.46,61.150000000000006]","[48.15073325407235,48.15073325407235,48.15073325407235,48.15073325407235]","[10.0,10.0,10.0,10.0]","[8.068056252497007,8.068056252497007,8.068056252497007,8.068056252497007]","[5.0,5.0,5.0,5.0]","[100.0,100.0,100.0,100.0]","[471.0,391.0,497.0,469.0]","[74.6481644132479,74.6481644132479,74.6481644132479,74.6481644132479]","[2087894900,535392949,2064665544,1196294911]","[3023.830399998529,4203.339599998348,4197.955999998725,3580.2191999986753]","[true,true,true,true]","[50.0,39.0,37.0,39.0]","[48036.23519999631,49326.54639999603,49092.42239999639,48338.2175999964]","[1.0,1.0,1.0,1.0]","[48.51672482089379,48.51672482089379,48.51672482089379,48.51672482089379]","[2208.0,2582.0,2390.0,2357.0]","[true,true,true,true]","[9.0,9.0,9.0,9.0]","[94.0,90.0,91.0,91.0]","[1673.0,2047.0,1855.0,1822.0]","[false,false,false,false]","[10.0,10.0,10.0,10.0]","[239.0,241.0,240.0,237.0]"
