"BehaviorSpace results (NetLogo 6.2.2)"
"M0poursimu.nlogo"
"calibration-surveillant"
"08/01/2022 10:09:37:146 +0200"
"min-pxcor","max-pxcor","min-pycor","max-pycor"
"0","99","0","99"
"[run number]","nb-surveillants","engagés-initiaux","coordination-RNA","nombre-bergers","proba-discu","S-pop","RNA","proba-denonce","nb-champs-visités","fréquence-réu","q-présence-brousse","nb-proTG-max","nb-coupeurs","S-repreZ","tps-au-champ","participants","malus-nb-chps","[step]","%-under-tree","coupeurs-attrapes","nb-arbres","MoyN-interet-RNA","nb-engages","delta-mil"
"164","4","9","true","5","60","false","true","80","6","1","0.31","25","10","true","50","10","0.21","5460","39.31","137","425","52.191666666667885","65","-73.75531999996674"
"166","4","9","true","5","60","false","true","80","6","1","0.31","25","10","true","50","10","0.31","5460","35.22","52","332","1.759090909090883","0","-54.386879999961096"
"165","4","9","true","5","60","false","true","80","6","1","0.31","25","10","true","50","10","0.21","5460","36.02","73","345","0.6301075268817067","0","-99.17091999996119"
"167","4","9","true","5","60","false","true","80","6","1","0.31","25","10","true","50","10","0.31","5460","36.199999999999996","140","388","29.14090909091055","15","-49.55415999996185"
"168","4","9","true","5","60","false","true","80","6","1","0.31","25","10","true","50","10","0.31","5460","35.06","126","352","50.933333333333486","13","-116.59875999997021"
"169","4","9","true","5","60","false","true","80","6","1","0.31","25","10","true","50","10","0.31","5460","36.28","147","376","39.50869565217525","41","-258.88229999999095"
"170","4","9","true","5","60","false","true","80","6","1","0.31","25","10","true","50","10","0.31","5460","37.5","147","386","31.279545454546327","25","-27.806919999972887"
"171","4","9","true","5","60","false","true","80","6","1","0.31","25","10","true","50","10","0.41","5460","37.55","34","346","1.1516483516483305","0","-71.92113999996654"
"172","4","9","true","5","60","false","true","80","6","1","0.31","25","10","true","50","10","0.41","5460","36.94","121","341","25.72888888888909","7","-192.4824799999711"
"173","4","9","true","5","60","false","true","80","6","1","0.31","25","10","true","50","10","0.41","5460","34.86","43","339","0.7073684210526162","0","-90.19407999995164"
"174","4","9","true","5","60","false","true","80","6","1","0.31","25","10","true","50","10","0.41","5460","37.45","116","357","16.304444444444115","13","46.77472000003763"
"175","4","9","true","5","60","false","true","80","6","1","0.31","25","10","true","50","10","0.41","5460","38.05","131","393","38.92553191489494","35","-182.42265999998418"
"177","4","9","true","5","60","false","true","80","6","1","0.31","25","10","true","50","10","0.51","5460","36.85","111","355","16.35652173913043","13","-139.77953999996097"
"176","4","9","true","5","60","false","true","80","6","1","0.31","25","10","true","50","10","0.51","5460","36.33","123","331","23.68453608247457","18","-165.33285999996005"
"178","4","9","true","5","60","false","true","80","6","1","0.31","25","10","true","50","10","0.51","5460","35.52","87","337","17.265168539326428","10","-16.795579999974144"
"179","4","9","true","5","60","false","true","80","6","1","0.31","25","10","true","50","10","0.51","5460","37.11","105","353","20.00000000000031","12","-54.487039999965056"
"180","4","9","true","5","60","false","true","80","6","1","0.31","25","10","true","50","10","0.51","5460","36.35","19","347","1.219780219780203","0","-56.102119999978456"
"182","4","9","true","5","60","false","true","80","11","1","0.31","25","10","true","50","10","0.01","5460","43.78","150","550","145.5797752809055","74","-22.066499999992082"
"181","4","9","true","5","60","false","true","80","11","1","0.31","25","10","true","50","10","0.01","5460","47.81","150","729","185.65894736843046","93","153.06325999995025"
"185","4","9","true","5","60","false","true","80","11","1","0.31","25","10","true","50","10","0.01","5460","46.88","150","657","169.1155555555629","90","203.487559999957"
"183","4","9","true","5","60","false","true","80","11","1","0.31","25","10","true","50","10","0.01","5460","36.41","150","469","144.13043478261463","88","-188.28827999999194"
"187","4","9","true","5","60","false","true","80","11","1","0.31","25","10","true","50","10","0.11","5460","44.15","150","603","134.13707865169494","87","97.48071999998938"
"186","4","9","true","5","60","false","true","80","11","1","0.31","25","10","true","50","10","0.11","5460","40.910000000000004","150","442","86.77582417582715","46","49.7795200000146"
"184","4","9","true","5","60","false","true","80","11","1","0.31","25","10","true","50","10","0.01","5460","44.529999999999994","150","592","165.60206185567765","93","1.8529599999921629"
"188","4","9","true","5","60","false","true","80","11","1","0.31","25","10","true","50","10","0.11","5460","47.23","150","623","140.8236559139862","87","40.78389999996798"
"189","4","9","true","5","60","false","true","80","11","1","0.31","25","10","true","50","10","0.11","5460","39","150","479","89.52272727273144","65","31.56918000000878"
"190","4","9","true","5","60","false","true","80","11","1","0.31","25","10","true","50","10","0.11","5460","46.83","150","697","138.33406593407364","88","154.60947999996569"
"194","4","9","true","5","60","false","true","80","11","1","0.31","25","10","true","50","10","0.21","5460","37.37","142","392","39.87441860465154","22","-51.438419999960026"
"191","4","9","true","5","60","false","true","80","11","1","0.31","25","10","true","50","10","0.21","5460","37.12","122","378","43.05054945055082","39","-49.29750000000131"
"192","4","9","true","5","60","false","true","80","11","1","0.31","25","10","true","50","10","0.21","5460","41.23","150","437","52.154838709678394","46","99.52148000001326"
"193","4","9","true","5","60","false","true","80","11","1","0.31","25","10","true","50","10","0.21","5460","38.62","146","397","48.01318681318787","41","-134.72146000000285"
"195","4","9","true","5","60","false","true","80","11","1","0.31","25","10","true","50","10","0.21","5460","40.38","148","492","61.534065934068465","61","-42.59303999999029"
"196","4","9","true","5","60","false","true","80","11","1","0.31","25","10","true","50","10","0.31","5460","36.54","143","372","47.66279069767611","38","-70.22467999997971"
"197","4","9","true","5","60","false","true","80","11","1","0.31","25","10","true","50","10","0.31","5460","38.48","146","428","57.55744680851191","25","-151.09761999996917"
"200","4","9","true","5","60","false","true","80","11","1","0.31","25","10","true","50","10","0.31","5460","34.78","108","330","1.5662921348314287","0","-340.1496199999827"
"198","4","9","true","5","60","false","true","80","11","1","0.31","25","10","true","50","10","0.31","5460","33.97","133","332","30.993333333333712","18","-163.16063999996476"
"202","4","9","true","5","60","false","true","80","11","1","0.31","25","10","true","50","10","0.41","5460","37.85","102","357","20.908695652174494","12","-56.828279999984076"
"199","4","9","true","5","60","false","true","80","11","1","0.31","25","10","true","50","10","0.31","5460","36.36","118","337","32.208163265306496","18","6.7295000000194705"
"201","4","9","true","5","60","false","true","80","11","1","0.31","25","10","true","50","10","0.41","5460","36.13","117","369","19.09677419354888","18","-20.376299999959155"
"203","4","9","true","5","60","false","true","80","11","1","0.31","25","10","true","50","10","0.41","5460","34.18","122","342","26.096774193548704","8","-93.72471999996924"
"204","4","9","true","5","60","false","true","80","11","1","0.31","25","10","true","50","10","0.41","5460","36.059999999999995","29","366","0.43218390804596224","0","-132.1235599999738"
"205","4","9","true","5","60","false","true","80","11","1","0.31","25","10","true","50","10","0.41","5460","34.88","19","338","1.0643678160919372","0","58.994240000029095"
"206","4","9","true","5","60","false","true","80","11","1","0.31","25","10","true","50","10","0.51","5460","35.709999999999994","20","336","1.9355555555555108","0","-95.1832999999555"
"208","4","9","true","5","60","false","true","80","11","1","0.31","25","10","true","50","10","0.51","5460","34.83","83","354","23.363218390805176","10","-163.9306199999788"
"207","4","9","true","5","60","false","true","80","11","1","0.31","25","10","true","50","10","0.51","5460","35.27","101","343","16.52765957446779","16","-261.3362199999945"
"209","4","9","true","5","60","false","true","80","11","1","0.31","25","10","true","50","10","0.51","5460","32.92","98","329","26.32688172042999","19","-111.03987999995734"
"210","4","9","true","5","60","false","true","80","11","1","0.31","25","10","true","50","10","0.51","5460","36.03","42","331","1.1311827956989076","0","-197.86607999998813"
"211","4","9","true","5","60","false","true","80","16","1","0.31","25","10","true","50","10","0.01","5460","41.32","150","507","192.71555555556682","90","38.27990000000136"
"212","4","9","true","5","60","false","true","80","16","1","0.31","25","10","true","50","10","0.01","5460","51.22","151","787","248.81649484536985","95","160.4500599999257"
"213","4","9","true","5","60","false","true","80","16","1","0.31","25","10","true","50","10","0.01","5460","43.74","151","639","202.87472527473543","86","110.40135999999329"
"214","4","9","true","5","60","false","true","80","16","1","0.31","25","10","true","50","10","0.01","5460","44.04","150","602","211.60625000000599","92","4.682479999974748"
"217","4","9","true","5","60","false","true","80","16","1","0.31","25","10","true","50","10","0.11","5460","41.410000000000004","150","497","113.12500000000537","70","82.06234000000404"
"215","4","9","true","5","60","false","true","80","16","1","0.31","25","10","true","50","10","0.01","5460","48.07","150","736","236.3065217391311","84","115.3968399999554"
"216","4","9","true","5","60","false","true","80","16","1","0.31","25","10","true","50","10","0.11","5460","49.09","150","729","146.50434782609548","87","367.02379999991683"
"219","4","9","true","5","60","false","true","80","16","1","0.31","25","10","true","50","10","0.11","5460","44.379999999999995","150","555","98.51910112360052","87","83.67742000001454"
"218","4","9","true","5","60","false","true","80","16","1","0.31","25","10","true","50","10","0.11","5460","42.84","150","575","77.391011235959","84","-93.52439999998387"
"220","4","9","true","5","60","false","true","80","16","1","0.31","25","10","true","50","10","0.11","5460","47.260000000000005","150","642","115.67252747253266","85","235.80793999999224"
"221","4","9","true","5","60","false","true","80","16","1","0.31","25","10","true","50","10","0.21","5460","42.51","149","436","57.749450549452284","61","-110.51403999999893"
"223","4","9","true","5","60","false","true","80","16","1","0.31","25","10","true","50","10","0.21","5460","37.2","66","357","1.6772727272726884","0","-46.831059999990245"
"222","4","9","true","5","60","false","true","80","16","1","0.31","25","10","true","50","10","0.21","5460","43.86","146","563","68.38444444444701","73","-64.35906000001705"
"225","4","9","true","5","60","false","true","80","16","1","0.31","25","10","true","50","10","0.21","5460","39.08","141","399","55.7824175824188","58","-12.62015999999203"
"226","4","9","true","5","60","false","true","80","16","1","0.31","25","10","true","50","10","0.31","5460","37.21","120","368","40.870329670330776","25","-190.58569999998363"
"224","4","9","true","5","60","false","true","80","16","1","0.31","25","10","true","50","10","0.21","5460","38.39","149","433","88.76521739130727","35","8.338320000019303"
"227","4","9","true","5","60","false","true","80","16","1","0.31","25","10","true","50","10","0.31","5460","35.339999999999996","122","369","43.93404255319295","36","-201.1337999999916"
"228","4","9","true","5","60","false","true","80","16","1","0.31","25","10","true","50","10","0.31","5460","37.22","130","358","27.921276595745145","28","-146.3024599999866"
"230","4","9","true","5","60","false","true","80","16","1","0.31","25","10","true","50","10","0.31","5460","34.96","48","344","1.3670329670329315","0","-196.80187999996997"
"229","4","9","true","5","60","false","true","80","16","1","0.31","25","10","true","50","10","0.31","5460","35.94","94","339","1.2615384615384408","0","-182.05331999998526"
"231","4","9","true","5","60","false","true","80","16","1","0.31","25","10","true","50","10","0.41","5460","36.9","24","329","0.8473118279569604","0","-130.99049999997004"
"234","4","9","true","5","60","false","true","80","16","1","0.31","25","10","true","50","10","0.41","5460","38.36","38","360","0.8988764044943605","0","-59.10691999998744"
"232","4","9","true","5","60","false","true","80","16","1","0.31","25","10","true","50","10","0.41","5460","39.290000000000006","133","360","10.476923076923107","7","30.555060000019875"
"233","4","9","true","5","60","false","true","80","16","1","0.31","25","10","true","50","10","0.41","5460","35.339999999999996","112","347","20.95157894736839","14","-44.25819999997839"
"235","4","9","true","5","60","false","true","80","16","1","0.31","25","10","true","50","10","0.41","5460","36.120000000000005","47","346","1.182608695652149","0","-19.97565999998842"
"236","4","9","true","5","60","false","true","80","16","1","0.31","25","10","true","50","10","0.51","5460","36.29","17","354","1.8065934065933689","0","-55.11929999996501"
"238","4","9","true","5","60","false","true","80","16","1","0.31","25","10","true","50","10","0.51","5460","34.82","93","339","22.136956521739496","14","-32.395499999939055"
"237","4","9","true","5","60","false","true","80","16","1","0.31","25","10","true","50","10","0.51","5460","36.18","25","347","1.3096774193548204","0","54.637280000036846"
"239","4","9","true","5","60","false","true","80","16","1","0.31","25","10","true","50","10","0.51","5460","36.03","97","353","20.697826086956816","15","-197.2338199999802"
"240","4","9","true","5","60","false","true","80","16","1","0.31","25","10","true","50","10","0.51","5460","36.5","60","350","1.5555555555555094","0","-43.456919999973614"
"242","7","9","true","5","60","false","true","80","1","1","0.31","25","10","true","50","10","0.01","5460","37.46","107","346","11.105376344086165","6","62.42472000002745"
"241","7","9","true","5","60","false","true","80","1","1","0.31","25","10","true","50","10","0.01","5460","38.11","46","362","1.3076923076922848","0","-187.46821999999082"
"243","7","9","true","5","60","false","true","80","1","1","0.31","25","10","true","50","10","0.01","5460","35.010000000000005","26","331","1.0064516129032115","0","-175.1735799999682"
"244","7","9","true","5","60","false","true","80","1","1","0.31","25","10","true","50","10","0.01","5460","36.25","82","358","9.481318681318728","7","-42.75579999998081"
"245","7","9","true","5","60","false","true","80","1","1","0.31","25","10","true","50","10","0.01","5460","36.52","66","358","5.497959183673416","3","-35.50671999998667"
"248","7","9","true","5","60","false","true","80","1","1","0.31","25","10","true","50","10","0.11","5460","36.68","66","356","4.495555555555402","2","-70.01809999994074"
"246","7","9","true","5","60","false","true","80","1","1","0.31","25","10","true","50","10","0.11","5460","38.15","21","349","1.1917525773195674","0","-94.52599999999875"
"247","7","9","true","5","60","false","true","80","1","1","0.31","25","10","true","50","10","0.11","5460","35.24","89","343","3.6319148936169334","1","-120.12939999999799"
"250","7","9","true","5","60","false","true","80","1","1","0.31","25","10","true","50","10","0.11","5460","35.8","88","349","34.348235294118396","16","-230.23653999999223"
"249","7","9","true","5","60","false","true","80","1","1","0.31","25","10","true","50","10","0.11","5460","34.79","76","336","12.305494505494595","6","-88.60403999995178"
"251","7","9","true","5","60","false","true","80","1","1","0.31","25","10","true","50","10","0.21","5460","36.120000000000005","12","359","1.211111111111093","0","-100.54811999997546"
"252","7","9","true","5","60","false","true","80","1","1","0.31","25","10","true","50","10","0.21","5460","36.919999999999995","61","359","22.316483516483913","15","-215.33773999997794"
"253","7","9","true","5","60","false","true","80","1","1","0.31","25","10","true","50","10","0.21","5460","37.419999999999995","10","351","1.5711111111110827","0","-120.04175999997024"
"255","7","9","true","5","60","false","true","80","1","1","0.31","25","10","true","50","10","0.21","5460","34.55","86","342","15.720879120879397","12","-108.36059999996942"
"256","7","9","true","5","60","false","true","80","1","1","0.31","25","10","true","50","10","0.31","5460","37.37","67","357","9.325531914893414","6","-54.042579999977896"
"254","7","9","true","5","60","false","true","80","1","1","0.31","25","10","true","50","10","0.21","5460","34.150000000000006","77","329","11.9670329670332","8","-123.74767999997493"
"257","7","9","true","5","60","false","true","80","1","1","0.31","25","10","true","50","10","0.31","5460","36.41","18","352","1.184782608695629","0","-110.59541999998328"
"258","7","9","true","5","60","false","true","80","1","1","0.31","25","10","true","50","10","0.31","5460","34.46","74","360","12.277419354839003","9","-43.53203999996695"
"259","7","9","true","5","60","false","true","80","1","1","0.31","25","10","true","50","10","0.31","5460","36.18","103","343","10.176086956521798","5","-32.514439999971366"
"260","7","9","true","5","60","false","true","80","1","1","0.31","25","10","true","50","10","0.31","5460","36.6","103","354","27.38260869565196","7","-65.98039999996327"
"261","7","9","true","5","60","false","true","80","1","1","0.31","25","10","true","50","10","0.41","5460","36.9","11","339","0.9604395604395399","0","45.929620000020805"
"262","7","9","true","5","60","false","true","80","1","1","0.31","25","10","true","50","10","0.41","5460","36.55","67","360","11.7677419354839","10","-114.87725999999384"
"264","7","9","true","5","60","false","true","80","1","1","0.31","25","10","true","50","10","0.41","5460","35.88","82","361","14.643010752688115","13","-20.463939999970172"
"263","7","9","true","5","60","false","true","80","1","1","0.31","25","10","true","50","10","0.41","5460","36.65","83","358","13.816666666667166","5","-200.58917999998448"
"266","7","9","true","5","60","false","true","80","1","1","0.31","25","10","true","50","10","0.51","5460","37.03","58","358","10.54945054945059","9","-118.35155999999407"
"265","7","9","true","5","60","false","true","80","1","1","0.31","25","10","true","50","10","0.41","5460","36.3","61","342","0.8170212765957274","0","-89.77465999997658"
"267","7","9","true","5","60","false","true","80","1","1","0.31","25","10","true","50","10","0.51","5460","36.04","34","338","1.4157303370786238","0","-51.48223999995825"
"268","7","9","true","5","60","false","true","80","1","1","0.31","25","10","true","50","10","0.51","5460","35.28","11","355","1.0043478260869403","0","-6.585519999938697"
"269","7","9","true","5","60","false","true","80","1","1","0.31","25","10","true","50","10","0.51","5460","37.75","109","366","18.02247191011232","12","-33.46595999997444"
"270","7","9","true","5","60","false","true","80","1","1","0.31","25","10","true","50","10","0.51","5460","34.52","32","346","0.7103448275861922","0","-190.4354599999853"
"271","7","9","true","5","60","false","true","80","6","1","0.31","25","10","true","50","10","0.01","5460","36.28","56","343","1.6555555555555128","0","-68.49691999998613"
"272","7","9","true","5","60","false","true","80","6","1","0.31","25","10","true","50","10","0.01","5460","35.410000000000004","52","335","1.1333333333333107","0","-219.98891999999177"
"274","7","9","true","5","60","false","true","80","6","1","0.31","25","10","true","50","10","0.01","5460","39.44","150","398","58.80898876404701","57","-1.0641999999905238"
"273","7","9","true","5","60","false","true","80","6","1","0.31","25","10","true","50","10","0.01","5460","37.28","143","425","72.27032967033121","74","42.1047600000209"
"276","7","9","true","5","60","false","true","80","6","1","0.31","25","10","true","50","10","0.11","5460","45.64","150","584","68.59578947368742","73","128.4489399999773"
"275","7","9","true","5","60","false","true","80","6","1","0.31","25","10","true","50","10","0.01","5460","42.34","150","519","86.99787234043112","50","117.65043999997434"
"277","7","9","true","5","60","false","true","80","6","1","0.31","25","10","true","50","10","0.11","5460","40.58","147","422","37.62391304347943","26","-145.54499999999462"
"278","7","9","true","5","60","false","true","80","6","1","0.31","25","10","true","50","10","0.11","5460","37.37","150","380","61.57173913043633","50","-47.73249999998516"
"279","7","9","true","5","60","false","true","80","6","1","0.31","25","10","true","50","10","0.11","5460","44.11","150","560","85.09111111111604","85","128.81202000000923"
"282","7","9","true","5","60","false","true","80","6","1","0.31","25","10","true","50","10","0.21","5460","33.47","73","352","1.0212765957446648","0","-72.41567999995604"
"280","7","9","true","5","60","false","true","80","6","1","0.31","25","10","true","50","10","0.11","5460","38.58","150","433","85.50107526882057","42","-76.83524000000253"
"281","7","9","true","5","60","false","true","80","6","1","0.31","25","10","true","50","10","0.21","5460","42.970000000000006","149","580","70.4905263157921","82","23.931980000001932"
"283","7","9","true","5","60","false","true","80","6","1","0.31","25","10","true","50","10","0.21","5460","35.39","63","336","1.4571428571428333","0","-49.003279999964434"
"284","7","9","true","5","60","false","true","80","6","1","0.31","25","10","true","50","10","0.21","5460","42.61","150","495","56.22637362637494","49","199.54376000001722"
"285","7","9","true","5","60","false","true","80","6","1","0.31","25","10","true","50","10","0.21","5460","38.39","143","407","72.32747252747421","68","-56.25861999999106"
"286","7","9","true","5","60","false","true","80","6","1","0.31","25","10","true","50","10","0.31","5460","37.059999999999995","56","366","1.3413043478260491","0","91.90932000003667"
"287","7","9","true","5","60","false","true","80","6","1","0.31","25","10","true","50","10","0.31","5460","35.339999999999996","141","355","31.737078651685703","23","-25.753639999963344"
"288","7","9","true","5","60","false","true","80","6","1","0.31","25","10","true","50","10","0.31","5460","36.71","124","348","30.686956521739763","16","-144.0864199999778"
"289","7","9","true","5","60","false","true","80","6","1","0.31","25","10","true","50","10","0.31","5460","37.54","134","370","17.832608695652343","13","-218.0295399999828"
"291","7","9","true","5","60","false","true","80","6","1","0.31","25","10","true","50","10","0.41","5460","37.93","16","353","1.2688888888888612","0","-2.729359999976441"
"290","7","9","true","5","60","false","true","80","6","1","0.31","25","10","true","50","10","0.31","5460","35.620000000000005","122","341","22.59148936170193","16","-60.65939999999682"
"292","7","9","true","5","60","false","true","80","6","1","0.31","25","10","true","50","10","0.41","5460","38.05","121","377","37.217582417582925","27","42.04216000004526"
"293","7","9","true","5","60","false","true","80","6","1","0.31","25","10","true","50","10","0.41","5460","36.59","110","372","35.18350515463987","28","-58.51221999996269"
"295","7","9","true","5","60","false","true","80","6","1","0.31","25","10","true","50","10","0.41","5460","38.019999999999996","126","365","35.7073684210539","26","7.173959999997896"
"294","7","9","true","5","60","false","true","80","6","1","0.31","25","10","true","50","10","0.41","5460","38.21","114","355","13.131914893616694","4","-62.956819999968864"
"296","7","9","true","5","60","false","true","80","6","1","0.31","25","10","true","50","10","0.51","5460","36.620000000000005","32","368","1.3978021978021677","0","-63.989719999966475"
"298","7","9","true","5","60","false","true","80","6","1","0.31","25","10","true","50","10","0.51","5460","38.379999999999995","68","363","1.0295454545454394","0","70.9821400000139"
"299","7","9","true","5","60","false","true","80","6","1","0.31","25","10","true","50","10","0.51","5460","35.64","100","345","33.42954545454597","11","-190.10993999996936"
"297","7","9","true","5","60","false","true","80","6","1","0.31","25","10","true","50","10","0.51","5460","38.36","109","346","18.78085106383041","11","-91.34591999997865"
"300","7","9","true","5","60","false","true","80","6","1","0.31","25","10","true","50","10","0.51","5460","36.35","138","368","14.85054945054945","8","-148.23679999999294"
"302","7","9","true","5","60","false","true","80","11","1","0.31","25","10","true","50","10","0.01","5460","46.81","150","640","158.091304347831","85","157.1259999999398"
"304","7","9","true","5","60","false","true","80","11","1","0.31","25","10","true","50","10","0.01","5460","44.4","150","622","184.28571428572025","87","7.505739999995422"
"301","7","9","true","5","60","false","true","80","11","1","0.31","25","10","true","50","10","0.01","5460","42.83","150","557","114.78222222222897","85","21.647079999993004"
"303","7","9","true","5","60","false","true","80","11","1","0.31","25","10","true","50","10","0.01","5460","43.25","150","485","194.0087912087994","91","-18.18530000001847"
"305","7","9","true","5","60","false","true","80","11","1","0.31","25","10","true","50","10","0.01","5460","41.86","150","553","161.74505494505928","80","44.77151999999478"
"307","7","9","true","5","60","false","true","80","11","1","0.31","25","10","true","50","10","0.11","5460","39.07","150","475","89.51063829787658","67","-125.6444599999908"
"306","7","9","true","5","60","false","true","80","11","1","0.31","25","10","true","50","10","0.11","5460","41.199999999999996","150","530","139.638297872346","92","42.893519999989074"
"308","7","9","true","5","60","false","true","80","11","1","0.31","25","10","true","50","10","0.11","5460","49.82","150","739","141.34845360825753","97","93.3240799999614"
"310","7","9","true","5","60","false","true","80","11","1","0.31","25","10","true","50","10","0.11","5460","42.059999999999995","150","494","96.29347826087366","82","28.60820000001404"
"312","7","9","true","5","60","false","true","80","11","1","0.31","25","10","true","50","10","0.21","5460","33.57","54","343","0.944444444444428","0","-118.97129999996105"
"311","7","9","true","5","60","false","true","80","11","1","0.31","25","10","true","50","10","0.21","5460","38.98","149","418","49.34623655914088","46","-87.30195999998541"
"309","7","9","true","5","60","false","true","80","11","1","0.31","25","10","true","50","10","0.11","5460","39.1","150","504","126.23478260870277","92","-63.989719999997035"
"315","7","9","true","5","60","false","true","80","11","1","0.31","25","10","true","50","10","0.21","5460","37.07","63","359","0.8408602150537494","0","-109.64389999995547"
"313","7","9","true","5","60","false","true","80","11","1","0.31","25","10","true","50","10","0.21","5460","38.879999999999995","150","405","62.247191011237724","57","-137.8013799999775"
"314","7","9","true","5","60","false","true","80","11","1","0.31","25","10","true","50","10","0.21","5460","38.73","136","471","69.71489361702244","54","-126.15151999997178"
"317","7","9","true","5","60","false","true","80","11","1","0.31","25","10","true","50","10","0.31","5460","35.33","141","334","34.12500000000128","27","-2.2535999999679914"
"316","7","9","true","5","60","false","true","80","11","1","0.31","25","10","true","50","10","0.31","5460","37.31","54","356","0.8042553191489225","0","-16.72671999995946"
"319","7","9","true","5","60","false","true","80","11","1","0.31","25","10","true","50","10","0.31","5460","39.87","137","410","58.04468085106488","37","-11.230439999984082"
"318","7","9","true","5","60","false","true","80","11","1","0.31","25","10","true","50","10","0.31","5460","37.55","62","369","0.7450549450549313","0","-154.02729999999937"
"320","7","9","true","5","60","false","true","80","11","1","0.31","25","10","true","50","10","0.31","5460","38.629999999999995","144","368","45.954347826088174","47","-70.95083999997806"
"321","7","9","true","5","60","false","true","80","11","1","0.31","25","10","true","50","10","0.41","5460","37.7","109","345","26.488888888888848","9","-42.993679999979214"
"322","7","9","true","5","60","false","true","80","11","1","0.31","25","10","true","50","10","0.41","5460","36.63","113","337","11.971428571428453","9","-35.47541999997266"
"323","7","9","true","5","60","false","true","80","11","1","0.31","25","10","true","50","10","0.41","5460","35.66","118","344","29.426373626373334","9","-96.17237999998397"
"324","7","9","true","5","60","false","true","80","11","1","0.31","25","10","true","50","10","0.41","5460","34.849999999999994","146","357","27.070212765957667","22","-36.75245999994877"
"327","7","9","true","5","60","false","true","80","11","1","0.31","25","10","true","50","10","0.51","5460","35.55","23","349","1.518604651162761","0","-137.3506599999906"
"328","7","9","true","5","60","false","true","80","11","1","0.31","25","10","true","50","10","0.51","5460","36.66","41","361","1.1066666666666483","0","-107.62191999997886"
"326","7","9","true","5","60","false","true","80","11","1","0.31","25","10","true","50","10","0.51","5460","35.91","26","359","1.0111111111110946","0","-104.77987999998149"
"325","7","9","true","5","60","false","true","80","11","1","0.31","25","10","true","50","10","0.41","5460","37.49","118","374","40.821739130435944","22","-53.27259999998423"
"329","7","9","true","5","60","false","true","80","11","1","0.31","25","10","true","50","10","0.51","5460","36.38","112","338","24.23478260869529","18","-42.39897999996974"
"331","7","9","true","5","60","false","true","80","16","1","0.31","25","10","true","50","10","0.01","5460","41.67","150","513","121.97362637363237","86","-94.35071999999272"
"330","7","9","true","5","60","false","true","80","11","1","0.31","25","10","true","50","10","0.51","5460","37.7","105","358","11.3935483870968","6","-119.73501999998771"
"336","7","9","true","5","60","false","true","80","16","1","0.31","25","10","true","50","10","0.11","5460","41.3","150","467","95.16321839080614","26","-77.04808000001431"
"333","7","9","true","5","60","false","true","80","16","1","0.31","25","10","true","50","10","0.01","5460","44.28","151","641","209.72747252748326","91","153.92087999999347"
"334","7","9","true","5","60","false","true","80","16","1","0.31","25","10","true","50","10","0.01","5460","46.73","150","650","213.0764044943935","88","-63.4200600000273"
"335","7","9","true","5","60","false","true","80","16","1","0.31","25","10","true","50","10","0.01","5460","48.13","151","690","232.58695652174484","92","165.34537999994865"
"332","7","9","true","5","60","false","true","80","16","1","0.31","25","10","true","50","10","0.01","5460","47.05","150","681","204.42765957447386","67","186.66693999997807"
"339","7","9","true","5","60","false","true","80","16","1","0.31","25","10","true","50","10","0.11","5460","46.949999999999996","150","607","109.76744186047112","72","62.9818599999533"
"338","7","9","true","5","60","false","true","80","16","1","0.31","25","10","true","50","10","0.11","5460","34.18","103","330","1.3252747252746895","0","-15.061559999961172"
"337","7","9","true","5","60","false","true","80","16","1","0.31","25","10","true","50","10","0.11","5460","44.05","150","552","125.67311827957394","90","236.59043999997667"
"341","7","9","true","5","60","false","true","80","16","1","0.31","25","10","true","50","10","0.21","5460","40.03","149","498","71.43333333333526","70","8.544899999999325"
"340","7","9","true","5","60","false","true","80","16","1","0.31","25","10","true","50","10","0.11","5460","40.88","150","527","86.41489361702318","63","-35.48168000000951"
"344","7","9","true","5","60","false","true","80","16","1","0.31","25","10","true","50","10","0.21","5460","38.16","141","381","54.124444444446375","43","83.68994000004241"
"345","7","9","true","5","60","false","true","80","16","1","0.31","25","10","true","50","10","0.21","5460","37.46","150","396","59.3758241758254","51","-48.971979999997714"
"343","7","9","true","5","60","false","true","80","16","1","0.31","25","10","true","50","10","0.21","5460","39.17","147","416","57.36136363636519","54","-17.590599999990808"
"342","7","9","true","5","60","false","true","80","16","1","0.31","25","10","true","50","10","0.21","5460","38.84","147","475","61.88421052631671","62","-17.628159999991475"
"346","7","9","true","5","60","false","true","80","16","1","0.31","25","10","true","50","10","0.31","5460","38.32","38","353","1.3428571428571223","0","-26.66759999997812"
"347","7","9","true","5","60","false","true","80","16","1","0.31","25","10","true","50","10","0.31","5460","37.65","122","344","42.05652173913138","34","-24.645619999957127"
"348","7","9","true","5","60","false","true","80","16","1","0.31","25","10","true","50","10","0.31","5460","37.519999999999996","28","344","0.8571428571428444","0","-124.6804199999664"
"351","7","9","true","5","60","false","true","80","16","1","0.31","25","10","true","50","10","0.41","5460","36.39","105","350","22.782417582417704","12","6.003340000034223"
"352","7","9","true","5","60","false","true","80","16","1","0.31","25","10","true","50","10","0.41","5460","36.09","117","370","36.04086021505517","17","-122.02617999995854"
"350","7","9","true","5","60","false","true","80","16","1","0.31","25","10","true","50","10","0.31","5460","39.72","139","416","59.89894736842254","54","126.18907999999719"
