output,probaDiscu,probaDenonce,fréquenceRéu,qPrésenceBrousse,tpsAuChamp,nbProTGMax
om_trees,0.3377241933638527,0.1372944880811168,0.1451627930048853,0.10463894737174229,0.0828812950109536,0.18404782618576815
om_stockMil,0.6206313194229628,0.23279353039945555,1.60967018279546,-0.23256132215820025,0.3046298135934132,-0.10409892766136652
