output,probaDiscu,probaDenonce,fréquenceRéu,qPrésenceBrousse,tpsAuChamp,nbProTGMax
om_trees,0.592216291094468,0.25233962306850405,0.22557488387918867,0.11391357929548336,0.2861291674752525,0.325259430480639
om_stockMil,0.7186861564159598,0.12382436808076078,0.2993644913405194,0.04134277913637136,0.16141717525227195,0.10125125254999648
